time,original_idx,date,sensor,state,activity,marker,datetime,activity_full,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,103009,2011-04-14 17:22:31.971818,M019,ON,,,2011-04-14 17:22:31.971818,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[345, 806]",2011-04-14,17,evening,thu,M019_ON,0 days 00:00:04.400259,3,0,345,806,1,Meal_Preparation,['Meal_Preparation'],7,2
2,103011,2011-04-14 17:22:41.807425,M019,ON,,,2011-04-14 17:22:41.807425,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[345, 806]",2011-04-14,17,evening,thu,M019_ON,0 days 00:00:02.192536,3,0,345,806,1,Meal_Preparation,['Meal_Preparation'],7,2
3,103013,2011-04-14 17:22:51.568312,M019,ON,,,2011-04-14 17:22:51.568312,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[345, 806]",2011-04-14,17,evening,thu,M019_ON,0 days 00:00:07.998133,3,0,345,806,1,Meal_Preparation,['Meal_Preparation'],7,2
4,103015,2011-04-14 17:22:58.532465,M019,ON,,,2011-04-14 17:22:58.532465,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[345, 806]",2011-04-14,17,evening,thu,M019_ON,0 days 00:00:04.536744,3,0,345,806,1,Meal_Preparation,['Meal_Preparation'],7,2
5,103017,2011-04-14 17:23:28.373121,M015,ON,,,2011-04-14 17:23:28.373121,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[231, 770]",2011-04-14,17,evening,thu,M015_ON,0 days 00:00:24.633933,3,0,231,770,1,Meal_Preparation,['Meal_Preparation'],7,2
6,103018,2011-04-14 17:23:28.509936,M019,ON,,,2011-04-14 17:23:28.509936,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[345, 806]",2011-04-14,17,evening,thu,M019_ON,0 days 00:00:00.136815,3,0,345,806,1,Meal_Preparation,['Meal_Preparation'],7,2
7,103020,2011-04-14 17:23:37.388939,M015,ON,,,2011-04-14 17:23:37.388939,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[231, 770]",2011-04-14,17,evening,thu,M015_ON,0 days 00:00:05.572960,3,0,231,770,1,Meal_Preparation,['Meal_Preparation'],7,2
8,103023,2011-04-14 17:23:45.506063,M019,ON,,,2011-04-14 17:23:45.506063,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[345, 806]",2011-04-14,17,evening,thu,M019_ON,0 days 00:00:00.825869,3,0,345,806,1,Meal_Preparation,['Meal_Preparation'],7,2
9,103025,2011-04-14 17:23:47.618534,M019,ON,,,2011-04-14 17:23:47.618534,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[345, 806]",2011-04-14,17,evening,thu,M019_ON,0 days 00:00:00.610192,3,0,345,806,1,Meal_Preparation,['Meal_Preparation'],7,2
10,103027,2011-04-14 17:24:18.78007,M019,ON,,,2011-04-14 17:24:18.780070,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[345, 806]",2011-04-14,17,evening,thu,M019_ON,0 days 00:00:14.752092,3,0,345,806,1,Meal_Preparation,['Meal_Preparation'],7,2
