time,original_idx,date,sensor,state,activity,marker,datetime,activity_full,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,96767,2011-04-13 23:34:30.117975,M021,OFF,,,2011-04-13 23:34:30.117975,,[],0,,no_activity,str,False,No_Activity,"[648, 582]",2011-04-13,23,night_before_midnight,wed,M021_OFF,0 days 00:00:00.085987,4,0,648,582,1,no_activity,[],11,2
2,96768,2011-04-13 23:34:30.707684,M007,ON,,,2011-04-13 23:34:30.707684,,[],0,,no_activity,str,False,No_Activity,"[963, 271]",2011-04-13,23,night_before_midnight,wed,M007_ON,0 days 00:00:00.589709,4,0,963,271,1,no_activity,[],11,2
3,96769,2011-04-13 23:34:31.031411,M020,OFF,,,2011-04-13 23:34:31.031411,,[],0,,no_activity,str,False,No_Activity,"[377, 359]",2011-04-13,23,night_before_midnight,wed,M020_OFF,0 days 00:00:00.323727,4,0,377,359,1,no_activity,[],11,2
4,96770,2011-04-13 23:34:31.544366,M005,ON,,,2011-04-13 23:34:31.544366,,[],0,,no_activity,str,False,No_Activity,"[923, 357]",2011-04-13,23,night_before_midnight,wed,M005_ON,0 days 00:00:00.512955,4,0,923,357,1,no_activity,[],11,2
5,96771,2011-04-13 23:34:32.482471,M008,OFF,,,2011-04-13 23:34:32.482471,,[],0,,no_activity,str,False,No_Activity,"[675, 363]",2011-04-13,23,night_before_midnight,wed,M008_OFF,0 days 00:00:00.938105,4,0,675,363,1,no_activity,[],11,2
6,96772,2011-04-13 23:34:32.864876,M006,OFF,,,2011-04-13 23:34:32.864876,,[],0,,no_activity,str,False,No_Activity,"[718, 363]",2011-04-13,23,night_before_midnight,wed,M006_OFF,0 days 00:00:00.382405,4,0,718,363,1,no_activity,[],11,2
7,96773,2011-04-13 23:34:34.380169,M005,OFF,,,2011-04-13 23:34:34.380169,,[],0,,no_activity,str,False,No_Activity,"[923, 357]",2011-04-13,23,night_before_midnight,wed,M005_OFF,0 days 00:00:01.515293,4,0,923,357,1,no_activity,[],11,2
8,96774,2011-04-13 23:34:41.362665,M007,OFF,,,2011-04-13 23:34:41.362665,,[],0,,no_activity,str,False,No_Activity,"[963, 271]",2011-04-13,23,night_before_midnight,wed,M007_OFF,0 days 00:00:06.982496,4,0,963,271,1,no_activity,[],11,2
9,96775,2011-04-13 23:34:42.980743,M007,ON,,,2011-04-13 23:34:42.980743,,[],0,,no_activity,str,False,No_Activity,"[963, 271]",2011-04-13,23,night_before_midnight,wed,M007_ON,0 days 00:00:01.618078,4,0,963,271,1,no_activity,[],11,2
10,96776,2011-04-13 23:34:45.862911,M007,OFF,,,2011-04-13 23:34:45.862911,,[],0,,no_activity,str,False,No_Activity,"[963, 271]",2011-04-13,23,night_before_midnight,wed,M007_OFF,0 days 00:00:02.882168,4,0,963,271,1,no_activity,[],11,2
11,96777,2011-04-13 23:34:46.259132,M007,ON,,,2011-04-13 23:34:46.259132,,[],0,,no_activity,str,False,No_Activity,"[963, 271]",2011-04-13,23,night_before_midnight,wed,M007_ON,0 days 00:00:00.396221,4,0,963,271,1,no_activity,[],11,2
12,96778,2011-04-13 23:34:47.180761,M007,OFF,,,2011-04-13 23:34:47.180761,,[],0,,no_activity,str,False,No_Activity,"[963, 271]",2011-04-13,23,night_before_midnight,wed,M007_OFF,0 days 00:00:00.921629,4,0,963,271,1,no_activity,[],11,2
13,96779,2011-04-13 23:34:48.939401,M007,ON,,,2011-04-13 23:34:48.939401,,[],0,,no_activity,str,False,No_Activity,"[963, 271]",2011-04-13,23,night_before_midnight,wed,M007_ON,0 days 00:00:01.758640,4,0,963,271,1,no_activity,[],11,2
14,96780,2011-04-13 23:34:50.68556,M007,OFF,,,2011-04-13 23:34:50.685560,,[],0,,no_activity,str,False,No_Activity,"[963, 271]",2011-04-13,23,night_before_midnight,wed,M007_OFF,0 days 00:00:01.746159,4,0,963,271,1,no_activity,[],11,2
15,96781,2011-04-13 23:34:51.273898,M007,ON,,,2011-04-13 23:34:51.273898,,[],0,,no_activity,str,False,No_Activity,"[963, 271]",2011-04-13,23,night_before_midnight,wed,M007_ON,0 days 00:00:00.588338,4,0,963,271,1,no_activity,[],11,2
16,96782,2011-04-13 23:34:54.681812,M007,OFF,,,2011-04-13 23:34:54.681812,,[],0,,no_activity,str,False,No_Activity,"[963, 271]",2011-04-13,23,night_before_midnight,wed,M007_OFF,0 days 00:00:03.407914,4,0,963,271,1,no_activity,[],11,2
17,96783,2011-04-13 23:35:01.052186,M007,ON,,,2011-04-13 23:35:01.052186,,[],0,,no_activity,str,False,No_Activity,"[963, 271]",2011-04-13,23,night_before_midnight,wed,M007_ON,0 days 00:00:06.370374,4,0,963,271,1,no_activity,[],11,2
18,96784,2011-04-13 23:35:03.133982,M007,OFF,,,2011-04-13 23:35:03.133982,,[],0,,no_activity,str,False,No_Activity,"[963, 271]",2011-04-13,23,night_before_midnight,wed,M007_OFF,0 days 00:00:02.081796,4,0,963,271,1,no_activity,[],11,2
19,96785,2011-04-13 23:35:03.512845,M007,ON,,,2011-04-13 23:35:03.512845,,[],0,,no_activity,str,False,No_Activity,"[963, 271]",2011-04-13,23,night_before_midnight,wed,M007_ON,0 days 00:00:00.378863,4,0,963,271,1,no_activity,[],11,2
20,96786,2011-04-13 23:35:04.438868,M007,OFF,,,2011-04-13 23:35:04.438868,,[],0,,no_activity,str,False,No_Activity,"[963, 271]",2011-04-13,23,night_before_midnight,wed,M007_OFF,0 days 00:00:00.926023,4,0,963,271,1,no_activity,[],11,2
