time,original_idx,date,sensor,state,activity,marker,datetime,activity_full,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,158565,2011-04-20 15:06:12.168189,M007,OFF,,,2011-04-20 15:06:12.168189,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[963, 271]",2011-04-20,15,afternoon,wed,M007_OFF,0 days 00:00:00.117552,3,0,963,271,1,Meal_Preparation,['Meal_Preparation'],9,3
2,158566,2011-04-20 15:06:13.882114,M006,OFF,,,2011-04-20 15:06:13.882114,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[718, 363]",2011-04-20,15,afternoon,wed,M006_OFF,0 days 00:00:01.713925,3,0,718,363,1,Meal_Preparation,['Meal_Preparation'],9,3
3,158567,2011-04-20 15:06:14.951251,M008,OFF,,,2011-04-20 15:06:14.951251,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[675, 363]",2011-04-20,15,afternoon,wed,M008_OFF,0 days 00:00:01.069137,3,0,675,363,1,Meal_Preparation,['Meal_Preparation'],9,3
4,158568,2011-04-20 15:06:18.571899,M020,OFF,,,2011-04-20 15:06:18.571899,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[377, 359]",2011-04-20,15,afternoon,wed,M020_OFF,0 days 00:00:03.620648,3,0,377,359,1,Meal_Preparation,['Meal_Preparation'],9,3
5,158569,2011-04-20 15:06:24.557144,M020,ON,,,2011-04-20 15:06:24.557144,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[377, 359]",2011-04-20,15,afternoon,wed,M020_ON,0 days 00:00:05.985245,3,0,377,359,1,Meal_Preparation,['Meal_Preparation'],9,3
6,158570,2011-04-20 15:06:27.321951,M018,ON,,,2011-04-20 15:06:27.321951,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[477, 743]",2011-04-20,15,afternoon,wed,M018_ON,0 days 00:00:02.764807,3,0,477,743,1,Meal_Preparation,['Meal_Preparation'],9,3
7,158571,2011-04-20 15:06:28.173512,M020,OFF,,,2011-04-20 15:06:28.173512,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[377, 359]",2011-04-20,15,afternoon,wed,M020_OFF,0 days 00:00:00.851561,3,0,377,359,1,Meal_Preparation,['Meal_Preparation'],9,3
8,158572,2011-04-20 15:06:28.991368,M019,ON,,,2011-04-20 15:06:28.991368,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[345, 806]",2011-04-20,15,afternoon,wed,M019_ON,0 days 00:00:00.817856,3,0,345,806,1,Meal_Preparation,['Meal_Preparation'],9,3
9,158573,2011-04-20 15:06:30.510005,M018,OFF,,,2011-04-20 15:06:30.510005,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[477, 743]",2011-04-20,15,afternoon,wed,M018_OFF,0 days 00:00:01.518637,3,0,477,743,1,Meal_Preparation,['Meal_Preparation'],9,3
10,158574,2011-04-20 15:06:31.655262,M015,ON,,,2011-04-20 15:06:31.655262,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[231, 770]",2011-04-20,15,afternoon,wed,M015_ON,0 days 00:00:01.145257,3,0,231,770,1,Meal_Preparation,['Meal_Preparation'],9,3
11,158575,2011-04-20 15:06:33.866085,M015,OFF,,,2011-04-20 15:06:33.866085,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[231, 770]",2011-04-20,15,afternoon,wed,M015_OFF,0 days 00:00:02.210823,3,0,231,770,1,Meal_Preparation,['Meal_Preparation'],9,3
12,158576,2011-04-20 15:06:34.690352,M019,OFF,,,2011-04-20 15:06:34.690352,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[345, 806]",2011-04-20,15,afternoon,wed,M019_OFF,0 days 00:00:00.824267,3,0,345,806,1,Meal_Preparation,['Meal_Preparation'],9,3
13,158577,2011-04-20 15:06:46.449167,M015,ON,,,2011-04-20 15:06:46.449167,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[231, 770]",2011-04-20,15,afternoon,wed,M015_ON,0 days 00:00:11.758815,3,0,231,770,1,Meal_Preparation,['Meal_Preparation'],9,3
14,158578,2011-04-20 15:06:47.048595,M019,ON,,,2011-04-20 15:06:47.048595,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[345, 806]",2011-04-20,15,afternoon,wed,M019_ON,0 days 00:00:00.599428,3,0,345,806,1,Meal_Preparation,['Meal_Preparation'],9,3
15,158579,2011-04-20 15:06:48.231559,M015,OFF,,,2011-04-20 15:06:48.231559,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[231, 770]",2011-04-20,15,afternoon,wed,M015_OFF,0 days 00:00:01.182964,3,0,231,770,1,Meal_Preparation,['Meal_Preparation'],9,3
16,158580,2011-04-20 15:06:49.061325,M019,OFF,,,2011-04-20 15:06:49.061325,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[345, 806]",2011-04-20,15,afternoon,wed,M019_OFF,0 days 00:00:00.829766,3,0,345,806,1,Meal_Preparation,['Meal_Preparation'],9,3
17,158581,2011-04-20 15:06:49.434701,M015,ON,,,2011-04-20 15:06:49.434701,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[231, 770]",2011-04-20,15,afternoon,wed,M015_ON,0 days 00:00:00.373376,3,0,231,770,1,Meal_Preparation,['Meal_Preparation'],9,3
18,158582,2011-04-20 15:06:49.83801,M019,ON,,,2011-04-20 15:06:49.838010,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[345, 806]",2011-04-20,15,afternoon,wed,M019_ON,0 days 00:00:00.403309,3,0,345,806,1,Meal_Preparation,['Meal_Preparation'],9,3
19,158583,2011-04-20 15:06:51.32883,M019,OFF,,,2011-04-20 15:06:51.328830,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[345, 806]",2011-04-20,15,afternoon,wed,M019_OFF,0 days 00:00:01.490820,3,0,345,806,1,Meal_Preparation,['Meal_Preparation'],9,3
20,158584,2011-04-20 15:06:51.704771,M019,ON,,,2011-04-20 15:06:51.704771,,['Meal_Preparation'],1,Meal_Preparation,Meal_Preparation,str,False,Cook,"[345, 806]",2011-04-20,15,afternoon,wed,M019_ON,0 days 00:00:00.375941,3,0,345,806,1,Meal_Preparation,['Meal_Preparation'],9,3
