time,original_idx,date,sensor,state,activity,marker,datetime,activity_full,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,202496,2011-04-28 07:33:49.289861,M009,OFF,,,2011-04-28 07:33:49.289861,,['Relax'],1,Relax,Relax,str,False,Relax,"[537, 339]",2011-04-28,7,early_morning,thu,M009_OFF,0 days 00:00:05.040375,4,0,537,339,1,Relax,['Relax'],13,3
2,202497,2011-04-28 07:33:50.542109,M009,ON,,,2011-04-28 07:33:50.542109,,['Relax'],1,Relax,Relax,str,False,Relax,"[537, 339]",2011-04-28,7,early_morning,thu,M009_ON,0 days 00:00:01.252248,4,0,537,339,1,Relax,['Relax'],13,3
3,202498,2011-04-28 07:33:54.400481,M020,ON,,,2011-04-28 07:33:54.400481,,['Relax'],1,Relax,Relax,str,False,Relax,"[377, 359]",2011-04-28,7,early_morning,thu,M020_ON,0 days 00:00:03.858372,4,0,377,359,1,Relax,['Relax'],13,3
4,202499,2011-04-28 07:33:56.326944,M020,OFF,,,2011-04-28 07:33:56.326944,,['Relax'],1,Relax,Relax,str,False,Relax,"[377, 359]",2011-04-28,7,early_morning,thu,M020_OFF,0 days 00:00:01.926463,4,0,377,359,1,Relax,['Relax'],13,3
5,202500,2011-04-28 07:34:07.625847,M009,OFF,,,2011-04-28 07:34:07.625847,,['Relax'],1,Relax,Relax,str,False,Relax,"[537, 339]",2011-04-28,7,early_morning,thu,M009_OFF,0 days 00:00:11.298903,4,0,537,339,1,Relax,['Relax'],13,3
6,202501,2011-04-28 07:34:08.017679,M009,ON,,,2011-04-28 07:34:08.017679,,['Relax'],1,Relax,Relax,str,False,Relax,"[537, 339]",2011-04-28,7,early_morning,thu,M009_ON,0 days 00:00:00.391832,4,0,537,339,1,Relax,['Relax'],13,3
7,202502,2011-04-28 07:34:12.572193,M009,OFF,,,2011-04-28 07:34:12.572193,,['Relax'],1,Relax,Relax,str,False,Relax,"[537, 339]",2011-04-28,7,early_morning,thu,M009_OFF,0 days 00:00:04.554514,4,0,537,339,1,Relax,['Relax'],13,3
8,202503,2011-04-28 07:34:24.104743,M009,ON,,,2011-04-28 07:34:24.104743,,['Relax'],1,Relax,Relax,str,False,Relax,"[537, 339]",2011-04-28,7,early_morning,thu,M009_ON,0 days 00:00:11.532550,4,0,537,339,1,Relax,['Relax'],13,3
9,202504,2011-04-28 07:34:29.070508,M009,OFF,,,2011-04-28 07:34:29.070508,,['Relax'],1,Relax,Relax,str,False,Relax,"[537, 339]",2011-04-28,7,early_morning,thu,M009_OFF,0 days 00:00:04.965765,4,0,537,339,1,Relax,['Relax'],13,3
10,202505,2011-04-28 07:35:02.907672,M009,ON,,,2011-04-28 07:35:02.907672,,['Relax'],1,Relax,Relax,str,False,Relax,"[537, 339]",2011-04-28,7,early_morning,thu,M009_ON,0 days 00:00:33.837164,4,0,537,339,1,Relax,['Relax'],13,3
11,202506,2011-04-28 07:35:04.200654,M009,OFF,,,2011-04-28 07:35:04.200654,,['Relax'],1,Relax,Relax,str,False,Relax,"[537, 339]",2011-04-28,7,early_morning,thu,M009_OFF,0 days 00:00:01.292982,4,0,537,339,1,Relax,['Relax'],13,3
12,202507,2011-04-28 07:35:05.260755,M009,ON,,,2011-04-28 07:35:05.260755,,['Relax'],1,Relax,Relax,str,False,Relax,"[537, 339]",2011-04-28,7,early_morning,thu,M009_ON,0 days 00:00:01.060101,4,0,537,339,1,Relax,['Relax'],13,3
13,202508,2011-04-28 07:35:09.818217,M009,OFF,,,2011-04-28 07:35:09.818217,,['Relax'],1,Relax,Relax,str,False,Relax,"[537, 339]",2011-04-28,7,early_morning,thu,M009_OFF,0 days 00:00:04.557462,4,0,537,339,1,Relax,['Relax'],13,3
14,202509,2011-04-28 07:35:10.430996,M009,ON,,,2011-04-28 07:35:10.430996,,['Relax'],1,Relax,Relax,str,False,Relax,"[537, 339]",2011-04-28,7,early_morning,thu,M009_ON,0 days 00:00:00.612779,4,0,537,339,1,Relax,['Relax'],13,3
15,202510,2011-04-28 07:35:21.119229,M009,OFF,,,2011-04-28 07:35:21.119229,,['Relax'],1,Relax,Relax,str,False,Relax,"[537, 339]",2011-04-28,7,early_morning,thu,M009_OFF,0 days 00:00:10.688233,4,0,537,339,1,Relax,['Relax'],13,3
16,202511,2011-04-28 07:35:21.729249,M009,ON,,,2011-04-28 07:35:21.729249,,['Relax'],1,Relax,Relax,str,False,Relax,"[537, 339]",2011-04-28,7,early_morning,thu,M009_ON,0 days 00:00:00.610020,4,0,537,339,1,Relax,['Relax'],13,3
17,202512,2011-04-28 07:35:28.741559,M009,OFF,,,2011-04-28 07:35:28.741559,,['Relax'],1,Relax,Relax,str,False,Relax,"[537, 339]",2011-04-28,7,early_morning,thu,M009_OFF,0 days 00:00:07.012310,4,0,537,339,1,Relax,['Relax'],13,3
18,202513,2011-04-28 07:35:31.640209,M009,ON,,,2011-04-28 07:35:31.640209,,['Relax'],1,Relax,Relax,str,False,Relax,"[537, 339]",2011-04-28,7,early_morning,thu,M009_ON,0 days 00:00:02.898650,4,0,537,339,1,Relax,['Relax'],13,3
19,202514,2011-04-28 07:35:36.18535,M009,OFF,,,2011-04-28 07:35:36.185350,,['Relax'],1,Relax,Relax,str,False,Relax,"[537, 339]",2011-04-28,7,early_morning,thu,M009_OFF,0 days 00:00:04.545141,4,0,537,339,1,Relax,['Relax'],13,3
20,202515,2011-04-28 07:35:46.947522,M009,ON,,,2011-04-28 07:35:46.947522,,['Relax'],1,Relax,Relax,str,False,Relax,"[537, 339]",2011-04-28,7,early_morning,thu,M009_ON,0 days 00:00:10.762172,4,0,537,339,1,Relax,['Relax'],13,3
