time,original_idx,date,sensor,state,activity,marker,datetime,activity_full,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,51477,2011-04-08 09:42:19.176141,M014,OFF,,,2011-04-08 09:42:19.176141,,['Eating'],1,Eating,Eating,str,False,Eat,"[338, 614]",2011-04-08,9,late_morning,fri,M014_OFF,0 days 00:00:19.662237,5,0,338,614,1,Eating,['Eating'],8,0
2,51478,2011-04-08 09:42:24.679734,M014,ON,,,2011-04-08 09:42:24.679734,,['Eating'],1,Eating,Eating,str,False,Eat,"[338, 614]",2011-04-08,9,late_morning,fri,M014_ON,0 days 00:00:05.503593,5,0,338,614,1,Eating,['Eating'],8,0
3,51479,2011-04-08 09:42:25.025991,M014,OFF,,,2011-04-08 09:42:25.025991,,['Eating'],1,Eating,Eating,str,False,Eat,"[338, 614]",2011-04-08,9,late_morning,fri,M014_OFF,0 days 00:00:00.346257,5,0,338,614,1,Eating,['Eating'],8,0
4,51480,2011-04-08 09:42:27.528197,M014,ON,,,2011-04-08 09:42:27.528197,,['Eating'],1,Eating,Eating,str,False,Eat,"[338, 614]",2011-04-08,9,late_morning,fri,M014_ON,0 days 00:00:02.502206,5,0,338,614,1,Eating,['Eating'],8,0
5,51481,2011-04-08 09:42:55.958127,M014,OFF,,,2011-04-08 09:42:55.958127,,['Eating'],1,Eating,Eating,str,False,Eat,"[338, 614]",2011-04-08,9,late_morning,fri,M014_OFF,0 days 00:00:28.429930,5,0,338,614,1,Eating,['Eating'],8,0
6,51482,2011-04-08 09:42:59.799192,M014,ON,,,2011-04-08 09:42:59.799192,,['Eating'],1,Eating,Eating,str,False,Eat,"[338, 614]",2011-04-08,9,late_morning,fri,M014_ON,0 days 00:00:03.841065,5,0,338,614,1,Eating,['Eating'],8,0
7,51483,2011-04-08 09:43:02.928211,M014,OFF,,,2011-04-08 09:43:02.928211,,['Eating'],1,Eating,Eating,str,False,Eat,"[338, 614]",2011-04-08,9,late_morning,fri,M014_OFF,0 days 00:00:03.129019,5,0,338,614,1,Eating,['Eating'],8,0
8,51484,2011-04-08 09:43:09.021838,M014,ON,,,2011-04-08 09:43:09.021838,,['Eating'],1,Eating,Eating,str,False,Eat,"[338, 614]",2011-04-08,9,late_morning,fri,M014_ON,0 days 00:00:06.093627,5,0,338,614,1,Eating,['Eating'],8,0
9,51485,2011-04-08 09:43:10.774077,M014,OFF,,,2011-04-08 09:43:10.774077,,['Eating'],1,Eating,Eating,str,False,Eat,"[338, 614]",2011-04-08,9,late_morning,fri,M014_OFF,0 days 00:00:01.752239,5,0,338,614,1,Eating,['Eating'],8,0
10,51486,2011-04-08 09:43:11.869458,M014,ON,,,2011-04-08 09:43:11.869458,,['Eating'],1,Eating,Eating,str,False,Eat,"[338, 614]",2011-04-08,9,late_morning,fri,M014_ON,0 days 00:00:01.095381,5,0,338,614,1,Eating,['Eating'],8,0
