time,original_idx,date,sensor,state,activity,marker,datetime,activity_full,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,170346,2009-12-14 20:44:11.000084,M008,ON,,,2009-12-14 20:44:11.000084,,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[1475, 1943]",2009-12-14,20,evening,mon,M008_ON,0 days 00:00:16.000058,5,0,1475,1943,1,Watch_TV,['Watch_TV'],3,2
2,170347,2009-12-14 20:44:15.000082,M008,OFF,,,2009-12-14 20:44:15.000082,,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[1475, 1943]",2009-12-14,20,evening,mon,M008_OFF,0 days 00:00:03.999998,5,0,1475,1943,1,Watch_TV,['Watch_TV'],3,2
3,170348,2009-12-14 20:44:20.000013,M008,ON,,,2009-12-14 20:44:20.000013,,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[1475, 1943]",2009-12-14,20,evening,mon,M008_ON,0 days 00:00:04.999931,5,0,1475,1943,1,Watch_TV,['Watch_TV'],3,2
4,170349,2009-12-14 20:44:21.000098,M008,OFF,,,2009-12-14 20:44:21.000098,,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[1475, 1943]",2009-12-14,20,evening,mon,M008_OFF,0 days 00:00:01.000085,5,0,1475,1943,1,Watch_TV,['Watch_TV'],3,2
5,170350,2009-12-14 20:44:32.000031,M008,ON,,,2009-12-14 20:44:32.000031,,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[1475, 1943]",2009-12-14,20,evening,mon,M008_ON,0 days 00:00:10.999933,5,0,1475,1943,1,Watch_TV,['Watch_TV'],3,2
6,170351,2009-12-14 20:44:34.000081,M008,OFF,,,2009-12-14 20:44:34.000081,,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[1475, 1943]",2009-12-14,20,evening,mon,M008_OFF,0 days 00:00:02.000050,5,0,1475,1943,1,Watch_TV,['Watch_TV'],3,2
7,170352,2009-12-14 20:44:38.000035,M017,ON,,,2009-12-14 20:44:38.000035,,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[1233, 985]",2009-12-14,20,evening,mon,M017_ON,0 days 00:00:03.999954,5,0,1233,985,1,Watch_TV,['Watch_TV'],3,2
8,170353,2009-12-14 20:44:40.000072,M008,ON,,,2009-12-14 20:44:40.000072,,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[1475, 1943]",2009-12-14,20,evening,mon,M008_ON,0 days 00:00:02.000037,5,0,1475,1943,1,Watch_TV,['Watch_TV'],3,2
9,170354,2009-12-14 20:44:40.000074,M017,OFF,,,2009-12-14 20:44:40.000074,,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[1233, 985]",2009-12-14,20,evening,mon,M017_OFF,0 days 00:00:00.000002,5,0,1233,985,1,Watch_TV,['Watch_TV'],3,2
10,170355,2009-12-14 20:44:43.000030,M008,OFF,,,2009-12-14 20:44:43.000030,,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[1475, 1943]",2009-12-14,20,evening,mon,M008_OFF,0 days 00:00:02.999956,5,0,1475,1943,1,Watch_TV,['Watch_TV'],3,2
11,170356,2009-12-14 20:45:04.000004,M008,ON,,,2009-12-14 20:45:04.000004,,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[1475, 1943]",2009-12-14,20,evening,mon,M008_ON,0 days 00:00:20.999974,5,0,1475,1943,1,Watch_TV,['Watch_TV'],3,2
12,170357,2009-12-14 20:45:11.000038,M008,OFF,,,2009-12-14 20:45:11.000038,,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[1475, 1943]",2009-12-14,20,evening,mon,M008_OFF,0 days 00:00:07.000034,5,0,1475,1943,1,Watch_TV,['Watch_TV'],3,2
13,170358,2009-12-14 20:45:21.000027,M008,ON,,,2009-12-14 20:45:21.000027,,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[1475, 1943]",2009-12-14,20,evening,mon,M008_ON,0 days 00:00:09.999989,5,0,1475,1943,1,Watch_TV,['Watch_TV'],3,2
14,170359,2009-12-14 20:45:23.000080,M008,OFF,,,2009-12-14 20:45:23.000080,,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[1475, 1943]",2009-12-14,20,evening,mon,M008_OFF,0 days 00:00:02.000053,5,0,1475,1943,1,Watch_TV,['Watch_TV'],3,2
15,170360,2009-12-14 20:45:29.000036,M008,ON,,,2009-12-14 20:45:29.000036,,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[1475, 1943]",2009-12-14,20,evening,mon,M008_ON,0 days 00:00:05.999956,5,0,1475,1943,1,Watch_TV,['Watch_TV'],3,2
16,170361,2009-12-14 20:45:38.000033,M008,OFF,,,2009-12-14 20:45:38.000033,,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[1475, 1943]",2009-12-14,20,evening,mon,M008_OFF,0 days 00:00:08.999997,5,0,1475,1943,1,Watch_TV,['Watch_TV'],3,2
17,170362,2009-12-14 20:45:41.000092,M008,ON,,,2009-12-14 20:45:41.000092,,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[1475, 1943]",2009-12-14,20,evening,mon,M008_ON,0 days 00:00:03.000059,5,0,1475,1943,1,Watch_TV,['Watch_TV'],3,2
18,170363,2009-12-14 20:45:46.000093,M008,OFF,,,2009-12-14 20:45:46.000093,,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[1475, 1943]",2009-12-14,20,evening,mon,M008_OFF,0 days 00:00:05.000001,5,0,1475,1943,1,Watch_TV,['Watch_TV'],3,2
19,170364,2009-12-14 20:45:47.000078,M008,ON,,,2009-12-14 20:45:47.000078,,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[1475, 1943]",2009-12-14,20,evening,mon,M008_ON,0 days 00:00:00.999985,5,0,1475,1943,1,Watch_TV,['Watch_TV'],3,2
20,170365,2009-12-14 20:45:57.000090,M008,OFF,,,2009-12-14 20:45:57.000090,,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[1475, 1943]",2009-12-14,20,evening,mon,M008_OFF,0 days 00:00:10.000012,5,0,1475,1943,1,Watch_TV,['Watch_TV'],3,2
