time,original_idx,date,sensor,state,activity,marker,datetime,activity_full,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,90352,2009-12-02 22:12:27.000031,M028,OFF,,,2009-12-02 22:12:27.000031,,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[588, 2038]",2009-12-02,22,night_before_midnight,wed,M028_OFF,0 days 00:00:01.999947,5,0,588,2038,1,Sleep,['Sleep'],12,0
2,90353,2009-12-02 22:12:28.000084,M021,OFF,,,2009-12-02 22:12:28.000084,,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[241, 2263]",2009-12-02,22,night_before_midnight,wed,M021_OFF,0 days 00:00:01.000053,5,0,241,2263,1,Sleep,['Sleep'],12,0
3,90354,2009-12-02 22:15:28.000030,M021,ON,,,2009-12-02 22:15:28.000030,,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[241, 2263]",2009-12-02,22,night_before_midnight,wed,M021_ON,0 days 00:02:59.999946,5,0,241,2263,1,Sleep,['Sleep'],12,0
4,90355,2009-12-02 22:15:29.000089,M028,ON,,,2009-12-02 22:15:29.000089,,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[588, 2038]",2009-12-02,22,night_before_midnight,wed,M028_ON,0 days 00:00:01.000059,5,0,588,2038,1,Sleep,['Sleep'],12,0
5,90356,2009-12-02 22:15:31.000070,M028,OFF,,,2009-12-02 22:15:31.000070,,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[588, 2038]",2009-12-02,22,night_before_midnight,wed,M028_OFF,0 days 00:00:01.999981,5,0,588,2038,1,Sleep,['Sleep'],12,0
6,90357,2009-12-02 22:15:34.000026,M021,OFF,,,2009-12-02 22:15:34.000026,,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[241, 2263]",2009-12-02,22,night_before_midnight,wed,M021_OFF,0 days 00:00:02.999956,5,0,241,2263,1,Sleep,['Sleep'],12,0
7,90358,2009-12-02 22:15:34.000075,M021,ON,,,2009-12-02 22:15:34.000075,,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[241, 2263]",2009-12-02,22,night_before_midnight,wed,M021_ON,0 days 00:00:00.000049,5,0,241,2263,1,Sleep,['Sleep'],12,0
8,90359,2009-12-02 22:15:35.000059,M028,ON,,,2009-12-02 22:15:35.000059,,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[588, 2038]",2009-12-02,22,night_before_midnight,wed,M028_ON,0 days 00:00:00.999984,5,0,588,2038,1,Sleep,['Sleep'],12,0
9,90360,2009-12-02 22:15:37.000082,M028,OFF,,,2009-12-02 22:15:37.000082,,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[588, 2038]",2009-12-02,22,night_before_midnight,wed,M028_OFF,0 days 00:00:02.000023,5,0,588,2038,1,Sleep,['Sleep'],12,0
10,90361,2009-12-02 22:15:40.000040,M020,ON,,,2009-12-02 22:15:40.000040,,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[387, 1916]",2009-12-02,22,night_before_midnight,wed,M020_ON,0 days 00:00:02.999958,5,0,387,1916,1,Sleep,['Sleep'],12,0
11,90362,2009-12-02 22:15:41.000093,M020,OFF,,,2009-12-02 22:15:41.000093,,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[387, 1916]",2009-12-02,22,night_before_midnight,wed,M020_OFF,0 days 00:00:01.000053,5,0,387,1916,1,Sleep,['Sleep'],12,0
12,90363,2009-12-02 22:15:42.000042,M028,ON,,,2009-12-02 22:15:42.000042,,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[588, 2038]",2009-12-02,22,night_before_midnight,wed,M028_ON,0 days 00:00:00.999949,5,0,588,2038,1,Sleep,['Sleep'],12,0
13,90364,2009-12-02 22:15:43.000025,M020,ON,,,2009-12-02 22:15:43.000025,,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[387, 1916]",2009-12-02,22,night_before_midnight,wed,M020_ON,0 days 00:00:00.999983,5,0,387,1916,1,Sleep,['Sleep'],12,0
14,90365,2009-12-02 22:15:45.000011,M021,OFF,,,2009-12-02 22:15:45.000011,,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[241, 2263]",2009-12-02,22,night_before_midnight,wed,M021_OFF,0 days 00:00:01.999986,5,0,241,2263,1,Sleep,['Sleep'],12,0
15,90366,2009-12-02 22:15:47.000043,M020,OFF,,,2009-12-02 22:15:47.000043,,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[387, 1916]",2009-12-02,22,night_before_midnight,wed,M020_OFF,0 days 00:00:02.000032,5,0,387,1916,1,Sleep,['Sleep'],12,0
16,90367,2009-12-02 22:15:47.000044,M028,OFF,,,2009-12-02 22:15:47.000044,,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[588, 2038]",2009-12-02,22,night_before_midnight,wed,M028_OFF,0 days 00:00:00.000001,5,0,588,2038,1,Sleep,['Sleep'],12,0
17,90368,2009-12-02 22:15:47.000089,M025,ON,,,2009-12-02 22:15:47.000089,,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[567, 1308]",2009-12-02,22,night_before_midnight,wed,M025_ON,0 days 00:00:00.000045,5,0,567,1308,1,Sleep,['Sleep'],12,0
18,90369,2009-12-02 22:15:53.000080,M025,OFF,,,2009-12-02 22:15:53.000080,,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[567, 1308]",2009-12-02,22,night_before_midnight,wed,M025_OFF,0 days 00:00:05.999991,5,0,567,1308,1,Sleep,['Sleep'],12,0
19,90370,2009-12-02 22:16:06.000026,M025,ON,,,2009-12-02 22:16:06.000026,,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[567, 1308]",2009-12-02,22,night_before_midnight,wed,M025_ON,0 days 00:00:12.999946,5,0,567,1308,1,Sleep,['Sleep'],12,0
20,90371,2009-12-02 22:16:14.000079,M025,OFF,,,2009-12-02 22:16:14.000079,,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[567, 1308]",2009-12-02,22,night_before_midnight,wed,M025_OFF,0 days 00:00:08.000053,5,0,567,1308,1,Sleep,['Sleep'],12,0
