time,original_idx,date,sensor,state,activity,marker,datetime,activity_full,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,4964,2009-11-19 17:28:09.000051,M014,ON,,,2009-11-19 17:28:09.000051,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[992, 238]",2009-11-19,17,evening,thu,M014_ON,0 days 00:00:00.000049,5,0,992,238,1,Kitchen_Activity,['Kitchen_Activity'],8,1
2,4966,2009-11-19 17:28:12.000093,M014,ON,,,2009-11-19 17:28:12.000093,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[992, 238]",2009-11-19,17,evening,thu,M014_ON,0 days 00:00:00.000048,5,0,992,238,1,Kitchen_Activity,['Kitchen_Activity'],8,1
3,4968,2009-11-19 17:28:18.000003,M014,ON,,,2009-11-19 17:28:18.000003,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[992, 238]",2009-11-19,17,evening,thu,M014_ON,0 days 00:00:02.999988,5,0,992,238,1,Kitchen_Activity,['Kitchen_Activity'],8,1
4,4971,2009-11-19 17:28:20.000077,M015,ON,,,2009-11-19 17:28:20.000077,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[999, 493]",2009-11-19,17,evening,thu,M015_ON,0 days 00:00:00.999979,5,0,999,493,1,Kitchen_Activity,['Kitchen_Activity'],8,1
5,4972,2009-11-19 17:28:21.000056,M023,ON,,,2009-11-19 17:28:21.000056,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[1223, 370]",2009-11-19,17,evening,thu,M023_ON,0 days 00:00:00.999979,5,0,1223,370,1,Kitchen_Activity,['Kitchen_Activity'],8,1
6,4975,2009-11-19 17:28:27.000032,M023,ON,,,2009-11-19 17:28:27.000032,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[1223, 370]",2009-11-19,17,evening,thu,M023_ON,0 days 00:00:01.000012,5,0,1223,370,1,Kitchen_Activity,['Kitchen_Activity'],8,1
7,4976,2009-11-19 17:28:28.000011,M015,ON,,,2009-11-19 17:28:28.000011,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[999, 493]",2009-11-19,17,evening,thu,M015_ON,0 days 00:00:00.999979,5,0,999,493,1,Kitchen_Activity,['Kitchen_Activity'],8,1
8,4979,2009-11-19 17:28:31.000084,M023,ON,,,2009-11-19 17:28:31.000084,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[1223, 370]",2009-11-19,17,evening,thu,M023_ON,0 days 00:00:00.000045,5,0,1223,370,1,Kitchen_Activity,['Kitchen_Activity'],8,1
9,4980,2009-11-19 17:28:36.000081,M022,ON,,,2009-11-19 17:28:36.000081,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[1379, 282]",2009-11-19,17,evening,thu,M022_ON,0 days 00:00:04.999997,5,0,1379,282,1,Kitchen_Activity,['Kitchen_Activity'],8,1
10,4982,2009-11-19 17:28:39.000053,M012,ON,,,2009-11-19 17:28:39.000053,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[1570, 401]",2009-11-19,17,evening,thu,M012_ON,0 days 00:00:00.000049,5,0,1570,401,1,Kitchen_Activity,['Kitchen_Activity'],8,1
