time,original_idx,date,sensor,state,activity,marker,datetime,activity_full,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,74975,2009-11-30 19:34:23.000098,M004,ON,,,2009-11-30 19:34:23.000098,,['Read'],1,Read,Read,str,False,Relax,"[1777, 1926]",2009-11-30,19,evening,mon,M004_ON,0 days 00:00:00.000049,7,0,1777,1926,1,Read,['Read'],6,1
2,74977,2009-11-30 19:34:31.000089,M004,ON,,,2009-11-30 19:34:31.000089,,['Read'],1,Read,Read,str,False,Relax,"[1777, 1926]",2009-11-30,19,evening,mon,M004_ON,0 days 00:00:04.000028,7,0,1777,1926,1,Read,['Read'],6,1
3,74979,2009-11-30 19:34:46.000021,M004,ON,,,2009-11-30 19:34:46.000021,,['Read'],1,Read,Read,str,False,Relax,"[1777, 1926]",2009-11-30,19,evening,mon,M004_ON,0 days 00:00:01.999982,7,0,1777,1926,1,Read,['Read'],6,1
4,74980,2009-11-30 19:34:56.000040,M027,ON,,,2009-11-30 19:34:56.000040,,['Read'],1,Read,Read,str,False,Relax,"[2022, 1125]",2009-11-30,19,evening,mon,M027_ON,0 days 00:00:10.000019,7,0,2022,1125,1,Read,['Read'],6,1
5,74982,2009-11-30 19:35:00.000085,M006,ON,,,2009-11-30 19:35:00.000085,,[],0,,no_activity,str,False,No_Activity,"[1651, 2439]",2009-11-30,19,evening,mon,M006_ON,0 days 00:00:02.000021,7,0,1651,2439,1,no_activity,[],6,1
6,74983,2009-11-30 19:35:01.000033,M026,ON,,,2009-11-30 19:35:01.000033,,[],0,,no_activity,str,False,No_Activity,"[1332, 2242]",2009-11-30,19,evening,mon,M026_ON,0 days 00:00:00.999948,7,0,1332,2242,1,no_activity,[],6,1
7,74985,2009-11-30 19:35:05.000000,M007,ON,,,2009-11-30 19:35:05.000000,,[],0,,no_activity,str,False,No_Activity,"[1026, 2253]",2009-11-30,19,evening,mon,M007_ON,0 days 00:00:00.999980,7,0,1026,2253,1,no_activity,[],6,1
8,74987,2009-11-30 19:35:06.000060,M008,ON,Watch_TV,begin,2009-11-30 19:35:06.000060,Watch_TV begin,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[1475, 1943]",2009-11-30,19,evening,mon,M008_ON,0 days 00:00:00.000001,7,0,1475,1943,1,Watch_TV,['Watch_TV'],6,1
9,74990,2009-11-30 19:35:09.000029,M009,ON,,,2009-11-30 19:35:09.000029,,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[1345, 1403]",2009-11-30,19,evening,mon,M009_ON,0 days 00:00:00.999943,7,0,1345,1403,1,Watch_TV,['Watch_TV'],6,1
10,74991,2009-11-30 19:35:11.000078,M017,ON,,,2009-11-30 19:35:11.000078,,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[1233, 985]",2009-11-30,19,evening,mon,M017_ON,0 days 00:00:02.000049,7,0,1233,985,1,Watch_TV,['Watch_TV'],6,1
11,74993,2009-11-30 19:35:13.000070,M018,ON,,,2009-11-30 19:35:13.000070,,['Watch_TV'],1,Watch_TV,Watch_TV,str,False,Relax,"[894, 1009]",2009-11-30,19,evening,mon,M018_ON,0 days 00:00:01.000047,7,0,894,1009,1,Watch_TV,['Watch_TV'],6,1
