time,original_idx,date,sensor,state,activity,marker,datetime,activity_full,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,51519,2009-11-25 20:47:10.000058,M023,ON,,,2009-11-25 20:47:10.000058,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[1223, 370]",2009-11-25,20,evening,wed,M023_ON,0 days 00:00:07.000035,6,0,1223,370,1,Kitchen_Activity,['Kitchen_Activity'],15,2
2,51520,2009-11-25 20:47:12.000039,M022,ON,,,2009-11-25 20:47:12.000039,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[1379, 282]",2009-11-25,20,evening,wed,M022_ON,0 days 00:00:01.999981,6,0,1379,282,1,Kitchen_Activity,['Kitchen_Activity'],15,2
3,51521,2009-11-25 20:47:12.000084,M015,ON,,,2009-11-25 20:47:12.000084,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[999, 493]",2009-11-25,20,evening,wed,M015_ON,0 days 00:00:00.000045,6,0,999,493,1,Kitchen_Activity,['Kitchen_Activity'],15,2
4,51522,2009-11-25 20:47:14.000031,M022,OFF,,,2009-11-25 20:47:14.000031,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[1379, 282]",2009-11-25,20,evening,wed,M022_OFF,0 days 00:00:01.999947,6,0,1379,282,1,Kitchen_Activity,['Kitchen_Activity'],15,2
5,51523,2009-11-25 20:47:17.000014,M015,OFF,,,2009-11-25 20:47:17.000014,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[999, 493]",2009-11-25,20,evening,wed,M015_OFF,0 days 00:00:02.999983,6,0,999,493,1,Kitchen_Activity,['Kitchen_Activity'],15,2
6,51524,2009-11-25 20:47:18.000027,M022,ON,,,2009-11-25 20:47:18.000027,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[1379, 282]",2009-11-25,20,evening,wed,M022_ON,0 days 00:00:01.000013,6,0,1379,282,1,Kitchen_Activity,['Kitchen_Activity'],15,2
7,51525,2009-11-25 20:47:18.000071,M014,OFF,,,2009-11-25 20:47:18.000071,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[992, 238]",2009-11-25,20,evening,wed,M014_OFF,0 days 00:00:00.000044,6,0,992,238,1,Kitchen_Activity,['Kitchen_Activity'],15,2
8,51526,2009-11-25 20:47:24.000029,M012,ON,,,2009-11-25 20:47:24.000029,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[1570, 401]",2009-11-25,20,evening,wed,M012_ON,0 days 00:00:05.999958,6,0,1570,401,1,Kitchen_Activity,['Kitchen_Activity'],15,2
9,51527,2009-11-25 20:47:26.000017,M027,ON,,,2009-11-25 20:47:26.000017,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[2022, 1125]",2009-11-25,20,evening,wed,M027_ON,0 days 00:00:01.999988,6,0,2022,1125,1,Kitchen_Activity,['Kitchen_Activity'],15,2
10,51528,2009-11-25 20:47:26.000066,M022,OFF,,,2009-11-25 20:47:26.000066,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[1379, 282]",2009-11-25,20,evening,wed,M022_OFF,0 days 00:00:00.000049,6,0,1379,282,1,Kitchen_Activity,['Kitchen_Activity'],15,2
11,51529,2009-11-25 20:47:27.000050,M022,ON,Kitchen_Activity,end,2009-11-25 20:47:27.000050,Kitchen_Activity end,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[1379, 282]",2009-11-25,20,evening,wed,M022_ON,0 days 00:00:00.999984,6,0,1379,282,1,Kitchen_Activity,['Kitchen_Activity'],15,2
12,51530,2009-11-25 20:47:27.000099,M003,ON,,,2009-11-25 20:47:27.000099,,[],0,,no_activity,str,False,No_Activity,"[1957, 394]",2009-11-25,20,evening,wed,M003_ON,0 days 00:00:00.000049,6,0,1957,394,1,no_activity,[],15,2
13,51531,2009-11-25 20:47:28.000048,M023,OFF,,,2009-11-25 20:47:28.000048,,[],0,,no_activity,str,False,No_Activity,"[1223, 370]",2009-11-25,20,evening,wed,M023_OFF,0 days 00:00:00.999949,6,0,1223,370,1,no_activity,[],15,2
14,51532,2009-11-25 20:47:28.000098,M012,OFF,,,2009-11-25 20:47:28.000098,,[],0,,no_activity,str,False,No_Activity,"[1570, 401]",2009-11-25,20,evening,wed,M012_OFF,0 days 00:00:00.000050,6,0,1570,401,1,no_activity,[],15,2
15,51533,2009-11-25 20:47:30.000085,M022,OFF,,,2009-11-25 20:47:30.000085,,[],0,,no_activity,str,False,No_Activity,"[1379, 282]",2009-11-25,20,evening,wed,M022_OFF,0 days 00:00:01.999987,6,0,1379,282,1,no_activity,[],15,2
16,51534,2009-11-25 20:47:32.000039,M003,OFF,,,2009-11-25 20:47:32.000039,,[],0,,no_activity,str,False,No_Activity,"[1957, 394]",2009-11-25,20,evening,wed,M003_OFF,0 days 00:00:01.999954,6,0,1957,394,1,no_activity,[],15,2
17,51535,2009-11-25 20:47:41.000058,M004,ON,Read,begin,2009-11-25 20:47:41.000058,Read begin,['Read'],1,Read,Read,str,False,Relax,"[1777, 1926]",2009-11-25,20,evening,wed,M004_ON,0 days 00:00:09.000019,6,0,1777,1926,1,Read,['Read'],15,2
18,51536,2009-11-25 20:47:41.000060,M027,OFF,,,2009-11-25 20:47:41.000060,,['Read'],1,Read,Read,str,False,Relax,"[2022, 1125]",2009-11-25,20,evening,wed,M027_OFF,0 days 00:00:00.000002,6,0,2022,1125,1,Read,['Read'],15,2
19,51537,2009-11-25 20:47:44.000076,M004,OFF,,,2009-11-25 20:47:44.000076,,['Read'],1,Read,Read,str,False,Relax,"[1777, 1926]",2009-11-25,20,evening,wed,M004_OFF,0 days 00:00:03.000016,6,0,1777,1926,1,Read,['Read'],15,2
20,51538,2009-11-25 20:47:46.000023,M004,ON,,,2009-11-25 20:47:46.000023,,['Read'],1,Read,Read,str,False,Relax,"[1777, 1926]",2009-11-25,20,evening,wed,M004_ON,0 days 00:00:01.999947,6,0,1777,1926,1,Read,['Read'],15,2
