time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,6606,2009-07-23 18:30:40.032937,M024,ON,,2009-07-23 18:30:40.032937,,,['Dinner'],1,Dinner,Dinner,str,False,Eat,"[149, 1924]",[],no_activity,[],no_activity,2009-07-23,18,evening,thu,M024_ON,0 days 00:00:05.988831,7,0,149,1924,1,Dinner,['Dinner'],16,0
2,6607,2009-07-23 18:30:41.010071,M022,ON,,2009-07-23 18:30:41.010071,,,['Dinner'],1,Dinner,Dinner,str,False,Eat,"[694, 1791]",[],no_activity,[],no_activity,2009-07-23,18,evening,thu,M022_ON,0 days 00:00:00.977134,7,0,694,1791,1,Dinner,['Dinner'],16,0
3,6611,2009-07-23 18:30:49.091256,M024,ON,,2009-07-23 18:30:49.091256,,,['Dinner'],1,Dinner,Dinner,str,False,Eat,"[149, 1924]",[],no_activity,[],no_activity,2009-07-23,18,evening,thu,M024_ON,0 days 00:00:03.077029,7,0,149,1924,1,Dinner,['Dinner'],16,0
4,6613,2009-07-23 18:30:55.065099,M024,ON,,2009-07-23 18:30:55.065099,,,['Dinner'],1,Dinner,Dinner,str,False,Eat,"[149, 1924]",[],no_activity,[],no_activity,2009-07-23,18,evening,thu,M024_ON,0 days 00:00:04.060824,7,0,149,1924,1,Dinner,['Dinner'],16,0
5,6615,2009-07-23 18:30:58.099442,M022,ON,,2009-07-23 18:30:58.099442,,,['Dinner'],1,Dinner,Dinner,str,False,Eat,"[694, 1791]",[],no_activity,[],no_activity,2009-07-23,18,evening,thu,M022_ON,0 days 00:00:01.041530,7,0,694,1791,1,Dinner,['Dinner'],16,0
6,6617,2009-07-23 18:31:07.002203,M024,ON,,2009-07-23 18:31:07.002203,,,['Dinner'],1,Dinner,Dinner,str,False,Eat,"[149, 1924]",[],no_activity,[],no_activity,2009-07-23,18,evening,thu,M024_ON,0 days 00:00:04.922419,7,0,149,1924,1,Dinner,['Dinner'],16,0
7,6618,2009-07-23 18:31:08.011993,M021,ON,,2009-07-23 18:31:08.011993,,,['Dinner'],1,Dinner,Dinner,str,False,Eat,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-23,18,evening,thu,M021_ON,0 days 00:00:01.009790,7,0,1003,1788,1,Dinner,['Dinner'],16,0
8,6619,2009-07-23 18:31:08.080639,M022,ON,,2009-07-23 18:31:08.080639,,,['Dinner'],1,Dinner,Dinner,str,False,Eat,"[694, 1791]",[],no_activity,[],no_activity,2009-07-23,18,evening,thu,M022_ON,0 days 00:00:00.068646,7,0,694,1791,1,Dinner,['Dinner'],16,0
9,6621,2009-07-23 18:31:11.066456,M011,ON,,2009-07-23 18:31:11.066456,,,['Dinner'],1,Dinner,Dinner,str,False,Eat,"[1061, 1379]",[],no_activity,[],no_activity,2009-07-23,18,evening,thu,M011_ON,0 days 00:00:00.063125,7,0,1061,1379,1,Dinner,['Dinner'],16,0
10,6622,2009-07-23 18:31:11.081805,M012,ON,,2009-07-23 18:31:11.081805,,,['Dinner'],1,Dinner,Dinner,str,False,Eat,"[1006, 1502]",[],no_activity,[],no_activity,2009-07-23,18,evening,thu,M012_ON,0 days 00:00:00.015349,7,0,1006,1502,1,Dinner,['Dinner'],16,0
11,6625,2009-07-23 18:31:12.033149,M014,ON,,2009-07-23 18:31:12.033149,,,['Dinner'],1,Dinner,Dinner,str,False,Eat,"[1068, 1207]",[],no_activity,[],no_activity,2009-07-23,18,evening,thu,M014_ON,0 days 00:00:00.020605,7,0,1068,1207,1,Dinner,['Dinner'],16,0
