time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,18367,2009-07-25 09:03:34.002665,M017,ON,,2009-07-25 09:03:34.002665,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[574, 1340]",[],no_activity,['R2 wake'],R2 wake,2009-07-25,9,late_morning,sat,M017_ON,0 days 00:00:01.929798,3,0,574,1340,1,R2 wake,['R2 wake'],9,2
2,18369,2009-07-25 09:03:42.036033,M017,ON,,2009-07-25 09:03:42.036033,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[574, 1340]",[],no_activity,['R2 wake'],R2 wake,2009-07-25,9,late_morning,sat,M017_ON,0 days 00:00:07.012184,3,0,574,1340,1,R2 wake,['R2 wake'],9,2
3,18371,2009-07-25 09:03:44.085358,M017,ON,,2009-07-25 09:03:44.085358,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[574, 1340]",[],no_activity,['R2 wake'],R2 wake,2009-07-25,9,late_morning,sat,M017_ON,0 days 00:00:00.078619,3,0,574,1340,1,R2 wake,['R2 wake'],9,2
4,18373,2009-07-25 09:03:48.002074,M017,ON,,2009-07-25 09:03:48.002074,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[574, 1340]",[],no_activity,['R2 wake'],R2 wake,2009-07-25,9,late_morning,sat,M017_ON,0 days 00:00:01.001993,3,0,574,1340,1,R2 wake,['R2 wake'],9,2
5,18375,2009-07-25 09:03:53.094133,M005,ON,,2009-07-25 09:03:53.094133,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[2489, 2197]",[],no_activity,['R2 wake'],R2 wake,2009-07-25,9,late_morning,sat,M005_ON,0 days 00:00:04.011292,3,0,2489,2197,1,R2 wake,['R2 wake'],9,2
6,18376,2009-07-25 09:03:54.083045,M007,ON,,2009-07-25 09:03:54.083045,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[1970, 2369]",[],no_activity,['R2 wake'],R2 wake,2009-07-25,9,late_morning,sat,M007_ON,0 days 00:00:00.988912,3,0,1970,2369,1,R2 wake,['R2 wake'],9,2
7,18379,2009-07-25 09:04:01.061772,M007,ON,,2009-07-25 09:04:01.061772,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[1970, 2369]",[],no_activity,['R2 wake'],R2 wake,2009-07-25,9,late_morning,sat,M007_ON,0 days 00:00:00.963219,3,0,1970,2369,1,R2 wake,['R2 wake'],9,2
8,18381,2009-07-25 09:04:05.036395,M005,ON,,2009-07-25 09:04:05.036395,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[2489, 2197]",[],no_activity,['R2 wake'],R2 wake,2009-07-25,9,late_morning,sat,M005_ON,0 days 00:00:01.992620,3,0,2489,2197,1,R2 wake,['R2 wake'],9,2
9,18382,2009-07-25 09:04:05.063986,M007,ON,,2009-07-25 09:04:05.063986,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[1970, 2369]",[],no_activity,['R2 wake'],R2 wake,2009-07-25,9,late_morning,sat,M007_ON,0 days 00:00:00.027591,3,0,1970,2369,1,R2 wake,['R2 wake'],9,2
10,18384,2009-07-25 09:04:08.003374,M005,ON,,2009-07-25 09:04:08.003374,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[2489, 2197]",[],no_activity,['R2 wake'],R2 wake,2009-07-25,9,late_morning,sat,M005_ON,0 days 00:00:00.927038,3,0,2489,2197,1,R2 wake,['R2 wake'],9,2
11,18385,2009-07-25 09:04:10.062817,M017,ON,,2009-07-25 09:04:10.062817,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[574, 1340]",[],no_activity,['R2 wake'],R2 wake,2009-07-25,9,late_morning,sat,M017_ON,0 days 00:00:02.059443,3,0,574,1340,1,R2 wake,['R2 wake'],9,2
