time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,147423,2009-08-04 18:48:06.099187,M024,ON,,2009-08-04 18:48:06.099187,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-08-04,18,evening,tue,M024_ON,0 days 00:00:02.012175,5,0,149,1924,1,no_activity,[],17,3
2,147424,2009-08-04 18:48:07.007699,M022,ON,,2009-08-04 18:48:07.007699,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-08-04,18,evening,tue,M022_ON,0 days 00:00:00.908512,5,0,694,1791,1,no_activity,[],17,3
3,147427,2009-08-04 18:48:13.063596,M024,ON,,2009-08-04 18:48:13.063596,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-08-04,18,evening,tue,M024_ON,0 days 00:00:02.008655,5,0,149,1924,1,no_activity,[],17,3
4,147429,2009-08-04 18:48:14.076964,M024,ON,,2009-08-04 18:48:14.076964,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-08-04,18,evening,tue,M024_ON,0 days 00:00:00.044527,5,0,149,1924,1,no_activity,[],17,3
5,147430,2009-08-04 18:48:17.062764,M022,ON,,2009-08-04 18:48:17.062764,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-08-04,18,evening,tue,M022_ON,0 days 00:00:02.985800,5,0,694,1791,1,no_activity,[],17,3
6,147433,2009-08-04 18:48:27.049469,M024,ON,,2009-08-04 18:48:27.049469,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-08-04,18,evening,tue,M024_ON,0 days 00:00:01.046962,5,0,149,1924,1,no_activity,[],17,3
7,147434,2009-08-04 18:48:30.005507,M022,ON,,2009-08-04 18:48:30.005507,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-08-04,18,evening,tue,M022_ON,0 days 00:00:02.956038,5,0,694,1791,1,no_activity,[],17,3
8,147435,2009-08-04 18:48:34.076405,M021,ON,,2009-08-04 18:48:34.076405,,,[],0,,no_activity,str,False,No_Activity,"[1003, 1788]",[],no_activity,[],no_activity,2009-08-04,18,evening,tue,M021_ON,0 days 00:00:04.070898,5,0,1003,1788,1,no_activity,[],17,3
9,147438,2009-08-04 18:48:40.000118,M024,ON,,2009-08-04 18:48:40.000118,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-08-04,18,evening,tue,M024_ON,0 days 00:00:02.994399,5,0,149,1924,1,no_activity,[],17,3
10,147440,2009-08-04 18:48:45.074808,M024,ON,,2009-08-04 18:48:45.074808,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-08-04,18,evening,tue,M024_ON,0 days 00:00:04.033125,5,0,149,1924,1,no_activity,[],17,3
