time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,110913,2009-08-02 07:53:50.072038,M024,OFF,,2009-08-02 07:53:50.072038,,,['R1 work in office'],1,R1 work in office,R1 work in office,str,False,Work,"[149, 1924]",['R1 work in office'],R1 work in office,[],no_activity,2009-08-02,7,early_morning,sun,M024_OFF,0 days 00:00:01.050614,4,0,149,1924,1,R1 work in office,['R1 work in office'],5,3
2,110914,2009-08-02 07:53:50.098469,M021,OFF,,2009-08-02 07:53:50.098469,,,['R1 work in office'],1,R1 work in office,R1 work in office,str,False,Work,"[1003, 1788]",['R1 work in office'],R1 work in office,[],no_activity,2009-08-02,7,early_morning,sun,M021_OFF,0 days 00:00:00.026431,4,0,1003,1788,1,R1 work in office,['R1 work in office'],5,3
3,110915,2009-08-02 07:53:51.050684,M022,ON,,2009-08-02 07:53:51.050684,,,['R1 work in office'],1,R1 work in office,R1 work in office,str,False,Work,"[694, 1791]",['R1 work in office'],R1 work in office,[],no_activity,2009-08-02,7,early_morning,sun,M022_ON,0 days 00:00:00.952215,4,0,694,1791,1,R1 work in office,['R1 work in office'],5,3
4,110916,2009-08-02 07:53:51.077872,M024,ON,,2009-08-02 07:53:51.077872,,,['R1 work in office'],1,R1 work in office,R1 work in office,str,False,Work,"[149, 1924]",['R1 work in office'],R1 work in office,[],no_activity,2009-08-02,7,early_morning,sun,M024_ON,0 days 00:00:00.027188,4,0,149,1924,1,R1 work in office,['R1 work in office'],5,3
5,110917,2009-08-02 07:53:53.026521,M024,OFF,,2009-08-02 07:53:53.026521,,,['R1 work in office'],1,R1 work in office,R1 work in office,str,False,Work,"[149, 1924]",['R1 work in office'],R1 work in office,[],no_activity,2009-08-02,7,early_morning,sun,M024_OFF,0 days 00:00:01.948649,4,0,149,1924,1,R1 work in office,['R1 work in office'],5,3
6,110918,2009-08-02 07:53:55.010998,M024,ON,,2009-08-02 07:53:55.010998,,,['R1 work in office'],1,R1 work in office,R1 work in office,str,False,Work,"[149, 1924]",['R1 work in office'],R1 work in office,[],no_activity,2009-08-02,7,early_morning,sun,M024_ON,0 days 00:00:01.984477,4,0,149,1924,1,R1 work in office,['R1 work in office'],5,3
7,110919,2009-08-02 07:53:57.084325,M012,ON,,2009-08-02 07:53:57.084325,,,['R1 work in office'],1,R1 work in office,R1 work in office,str,False,Work,"[1006, 1502]",['R1 work in office'],R1 work in office,[],no_activity,2009-08-02,7,early_morning,sun,M012_ON,0 days 00:00:02.073327,4,0,1006,1502,1,R1 work in office,['R1 work in office'],5,3
8,110920,2009-08-02 07:53:58.010161,M011,ON,,2009-08-02 07:53:58.010161,,,['R1 work in office'],1,R1 work in office,R1 work in office,str,False,Work,"[1061, 1379]",['R1 work in office'],R1 work in office,[],no_activity,2009-08-02,7,early_morning,sun,M011_ON,0 days 00:00:00.925836,4,0,1061,1379,1,R1 work in office,['R1 work in office'],5,3
9,110921,2009-08-02 07:53:58.053688,M022,OFF,,2009-08-02 07:53:58.053688,,,['R1 work in office'],1,R1 work in office,R1 work in office,str,False,Work,"[694, 1791]",['R1 work in office'],R1 work in office,[],no_activity,2009-08-02,7,early_morning,sun,M022_OFF,0 days 00:00:00.043527,4,0,694,1791,1,R1 work in office,['R1 work in office'],5,3
10,110922,2009-08-02 07:53:59.010074,M024,OFF,,2009-08-02 07:53:59.010074,,,['R1 work in office'],1,R1 work in office,R1 work in office,str,False,Work,"[149, 1924]",['R1 work in office'],R1 work in office,[],no_activity,2009-08-02,7,early_morning,sun,M024_OFF,0 days 00:00:00.956386,4,0,149,1924,1,R1 work in office,['R1 work in office'],5,3
