time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,64872,2009-07-29 15:06:47.093766,M013,ON,,2009-07-29 15:06:47.093766,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-07-29,15,afternoon,wed,M013_ON,0 days 00:00:01.092564,9,0,805,1343,1,no_activity,[],2,0
2,64873,2009-07-29 15:06:49.044563,M013,OFF,,2009-07-29 15:06:49.044563,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-07-29,15,afternoon,wed,M013_OFF,0 days 00:00:01.950797,9,0,805,1343,1,no_activity,[],2,0
3,64874,2009-07-29 15:06:51.001702,M013,ON,,2009-07-29 15:06:51.001702,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-07-29,15,afternoon,wed,M013_ON,0 days 00:00:01.957139,9,0,805,1343,1,no_activity,[],2,0
4,64875,2009-07-29 15:06:52.057067,M013,OFF,,2009-07-29 15:06:52.057067,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-07-29,15,afternoon,wed,M013_OFF,0 days 00:00:01.055365,9,0,805,1343,1,no_activity,[],2,0
5,64876,2009-07-29 15:06:52.085144,M013,ON,,2009-07-29 15:06:52.085144,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-07-29,15,afternoon,wed,M013_ON,0 days 00:00:00.028077,9,0,805,1343,1,no_activity,[],2,0
6,64877,2009-07-29 15:06:59.030053,M013,OFF,,2009-07-29 15:06:59.030053,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-07-29,15,afternoon,wed,M013_OFF,0 days 00:00:06.944909,9,0,805,1343,1,no_activity,[],2,0
7,64878,2009-07-29 15:07:06.033252,M013,ON,,2009-07-29 15:07:06.033252,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-07-29,15,afternoon,wed,M013_ON,0 days 00:00:07.003199,9,0,805,1343,1,no_activity,[],2,0
8,64879,2009-07-29 15:07:08.099078,M013,OFF,,2009-07-29 15:07:08.099078,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-07-29,15,afternoon,wed,M013_OFF,0 days 00:00:02.065826,9,0,805,1343,1,no_activity,[],2,0
9,64880,2009-07-29 15:07:17.080547,M013,ON,,2009-07-29 15:07:17.080547,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-07-29,15,afternoon,wed,M013_ON,0 days 00:00:08.981469,9,0,805,1343,1,no_activity,[],2,0
10,64881,2009-07-29 15:07:21.008638,M013,ON,,2009-07-29 15:07:21.008638,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-07-29,15,afternoon,wed,M013_ON,0 days 00:00:03.928091,9,0,805,1343,1,no_activity,[],2,0
