time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,89018,2009-07-31 14:59:23.055462,M024,ON,,2009-07-31 14:59:23.055462,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,14,afternoon,fri,M024_ON,0 days 00:00:04.033523,5,0,149,1924,1,no_activity,[],11,2
2,89019,2009-07-31 14:59:23.082117,M021,ON,,2009-07-31 14:59:23.082117,,,[],0,,no_activity,str,False,No_Activity,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-31,14,afternoon,fri,M021_ON,0 days 00:00:00.026655,5,0,1003,1788,1,no_activity,[],11,2
3,89020,2009-07-31 14:59:29.048141,M022,ON,,2009-07-31 14:59:29.048141,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-07-31,14,afternoon,fri,M022_ON,0 days 00:00:05.966024,5,0,694,1791,1,no_activity,[],11,2
4,89023,2009-07-31 14:59:36.096428,M022,ON,,2009-07-31 14:59:36.096428,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-07-31,14,afternoon,fri,M022_ON,0 days 00:00:02.044031,5,0,694,1791,1,no_activity,[],11,2
5,89025,2009-07-31 14:59:39.079182,M024,ON,,2009-07-31 14:59:39.079182,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,14,afternoon,fri,M024_ON,0 days 00:00:00.025774,5,0,149,1924,1,no_activity,[],11,2
6,89027,2009-07-31 14:59:50.085042,M021,ON,,2009-07-31 14:59:50.085042,,,[],0,,no_activity,str,False,No_Activity,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-31,14,afternoon,fri,M021_ON,0 days 00:00:03.006549,5,0,1003,1788,1,no_activity,[],11,2
7,89028,2009-07-31 14:59:52.089713,M002,ON,,2009-07-31 14:59:52.089713,,,[],0,,no_activity,str,False,No_Activity,"[1960, 1863]",[],no_activity,[],no_activity,2009-07-31,14,afternoon,fri,M002_ON,0 days 00:00:02.004671,5,0,1960,1863,1,no_activity,[],11,2
8,89029,2009-07-31 14:59:53.006694,M012,ON,,2009-07-31 14:59:53.006694,,,[],0,,no_activity,str,False,No_Activity,"[1006, 1502]",[],no_activity,[],no_activity,2009-07-31,14,afternoon,fri,M012_ON,0 days 00:00:00.916981,5,0,1006,1502,1,no_activity,[],11,2
9,89030,2009-07-31 14:59:53.048303,M006,ON,,2009-07-31 14:59:53.048303,,,[],0,,no_activity,str,False,No_Activity,"[1963, 1960]",[],no_activity,[],no_activity,2009-07-31,14,afternoon,fri,M006_ON,0 days 00:00:00.041609,5,0,1963,1960,1,no_activity,[],11,2
10,89032,2009-07-31 14:59:54.005671,M011,ON,,2009-07-31 14:59:54.005671,,,[],0,,no_activity,str,False,No_Activity,"[1061, 1379]",[],no_activity,[],no_activity,2009-07-31,14,afternoon,fri,M011_ON,0 days 00:00:00.912728,5,0,1061,1379,1,no_activity,[],11,2
11,89034,2009-07-31 14:59:55.008106,M010,ON,,2009-07-31 14:59:55.008106,,,[],0,,no_activity,str,False,No_Activity,"[1551, 1866]",[],no_activity,[],no_activity,2009-07-31,14,afternoon,fri,M010_ON,0 days 00:00:00.979899,5,0,1551,1866,1,no_activity,[],11,2
