time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,720,2009-07-23 09:02:01.068816,M009,ON,,2009-07-23 09:02:01.068816,,,"['R1 work in office', 'R2 wake']",2,"R1 work in office, R2 wake",R1 work in office,str,False,Work,"[2362, 2362]",['R1 work in office'],R1 work in office,['R2 wake'],R2 wake,2009-07-23,9,late_morning,thu,M009_ON,0 days 00:00:00.068373,5,0,2362,2362,1,R1 work in office,"['R1 work in office', 'R2 wake']",1,0
2,722,2009-07-23 09:02:04.099882,M005,ON,,2009-07-23 09:02:04.099882,,,"['R1 work in office', 'R2 wake']",2,"R1 work in office, R2 wake",R1 work in office,str,False,Work,"[2489, 2197]",['R1 work in office'],R1 work in office,['R2 wake'],R2 wake,2009-07-23,9,late_morning,thu,M005_ON,0 days 00:00:02.083653,5,0,2489,2197,1,R1 work in office,"['R1 work in office', 'R2 wake']",1,0
3,724,2009-07-23 09:02:06.075025,M009,ON,,2009-07-23 09:02:06.075025,,,"['R1 work in office', 'R2 wake']",2,"R1 work in office, R2 wake",R1 work in office,str,False,Work,"[2362, 2362]",['R1 work in office'],R1 work in office,['R2 wake'],R2 wake,2009-07-23,9,late_morning,thu,M009_ON,0 days 00:00:00.067181,5,0,2362,2362,1,R1 work in office,"['R1 work in office', 'R2 wake']",1,0
4,726,2009-07-23 09:02:10.005807,M005,ON,,2009-07-23 09:02:10.005807,,,"['R1 work in office', 'R2 wake']",2,"R1 work in office, R2 wake",R1 work in office,str,False,Work,"[2489, 2197]",['R1 work in office'],R1 work in office,['R2 wake'],R2 wake,2009-07-23,9,late_morning,thu,M005_ON,0 days 00:00:00.984976,5,0,2489,2197,1,R1 work in office,"['R1 work in office', 'R2 wake']",1,0
5,728,2009-07-23 09:02:10.036762,M009,ON,,2009-07-23 09:02:10.036762,,,"['R1 work in office', 'R2 wake']",2,"R1 work in office, R2 wake",R1 work in office,str,False,Work,"[2362, 2362]",['R1 work in office'],R1 work in office,['R2 wake'],R2 wake,2009-07-23,9,late_morning,thu,M009_ON,0 days 00:00:00.026885,5,0,2362,2362,1,R1 work in office,"['R1 work in office', 'R2 wake']",1,0
6,731,2009-07-23 09:02:16.096056,M009,ON,,2009-07-23 09:02:16.096056,,,"['R1 work in office', 'R2 wake']",2,"R1 work in office, R2 wake",R1 work in office,str,False,Work,"[2362, 2362]",['R1 work in office'],R1 work in office,['R2 wake'],R2 wake,2009-07-23,9,late_morning,thu,M009_ON,0 days 00:00:01.070883,5,0,2362,2362,1,R1 work in office,"['R1 work in office', 'R2 wake']",1,0
7,732,2009-07-23 09:02:18.048189,M005,ON,,2009-07-23 09:02:18.048189,,,"['R1 work in office', 'R2 wake']",2,"R1 work in office, R2 wake",R1 work in office,str,False,Work,"[2489, 2197]",['R1 work in office'],R1 work in office,['R2 wake'],R2 wake,2009-07-23,9,late_morning,thu,M005_ON,0 days 00:00:01.952133,5,0,2489,2197,1,R1 work in office,"['R1 work in office', 'R2 wake']",1,0
8,735,2009-07-23 09:02:26.055907,M009,ON,,2009-07-23 09:02:26.055907,,,"['R1 work in office', 'R2 wake']",2,"R1 work in office, R2 wake",R1 work in office,str,False,Work,"[2362, 2362]",['R1 work in office'],R1 work in office,['R2 wake'],R2 wake,2009-07-23,9,late_morning,thu,M009_ON,0 days 00:00:00.966748,5,0,2362,2362,1,R1 work in office,"['R1 work in office', 'R2 wake']",1,0
9,736,2009-07-23 09:02:27.096804,M005,ON,,2009-07-23 09:02:27.096804,,,"['R1 work in office', 'R2 wake']",2,"R1 work in office, R2 wake",R1 work in office,str,False,Work,"[2489, 2197]",['R1 work in office'],R1 work in office,['R2 wake'],R2 wake,2009-07-23,9,late_morning,thu,M005_ON,0 days 00:00:01.040897,5,0,2489,2197,1,R1 work in office,"['R1 work in office', 'R2 wake']",1,0
10,738,2009-07-23 09:02:31.052446,M009,ON,,2009-07-23 09:02:31.052446,,,"['R1 work in office', 'R2 wake']",2,"R1 work in office, R2 wake",R1 work in office,str,False,Work,"[2362, 2362]",['R1 work in office'],R1 work in office,['R2 wake'],R2 wake,2009-07-23,9,late_morning,thu,M009_ON,0 days 00:00:02.035041,5,0,2362,2362,1,R1 work in office,"['R1 work in office', 'R2 wake']",1,0
