time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,135678,2009-08-04 07:30:38.062602,M022,ON,,2009-08-04 07:30:38.062602,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-08-04,7,early_morning,tue,M022_ON,0 days 00:00:01.029201,4,0,694,1791,1,no_activity,[],12,3
2,135679,2009-08-04 07:30:39.072132,M022,OFF,,2009-08-04 07:30:39.072132,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-08-04,7,early_morning,tue,M022_OFF,0 days 00:00:01.009530,4,0,694,1791,1,no_activity,[],12,3
3,135680,2009-08-04 07:30:41.097253,M024,OFF,,2009-08-04 07:30:41.097253,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-08-04,7,early_morning,tue,M024_OFF,0 days 00:00:02.025121,4,0,149,1924,1,no_activity,[],12,3
4,135681,2009-08-04 07:30:51.060658,M024,ON,,2009-08-04 07:30:51.060658,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-08-04,7,early_morning,tue,M024_ON,0 days 00:00:09.963405,4,0,149,1924,1,no_activity,[],12,3
5,135682,2009-08-04 07:30:52.059964,M022,ON,,2009-08-04 07:30:52.059964,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-08-04,7,early_morning,tue,M022_ON,0 days 00:00:00.999306,4,0,694,1791,1,no_activity,[],12,3
6,135683,2009-08-04 07:30:56.092372,M022,OFF,,2009-08-04 07:30:56.092372,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-08-04,7,early_morning,tue,M022_OFF,0 days 00:00:04.032408,4,0,694,1791,1,no_activity,[],12,3
7,135684,2009-08-04 07:30:57.009899,M024,OFF,,2009-08-04 07:30:57.009899,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-08-04,7,early_morning,tue,M024_OFF,0 days 00:00:00.917527,4,0,149,1924,1,no_activity,[],12,3
8,135685,2009-08-04 07:30:59.092363,M024,ON,,2009-08-04 07:30:59.092363,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-08-04,7,early_morning,tue,M024_ON,0 days 00:00:02.082464,4,0,149,1924,1,no_activity,[],12,3
9,135686,2009-08-04 07:31:03.062464,M024,OFF,,2009-08-04 07:31:03.062464,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-08-04,7,early_morning,tue,M024_OFF,0 days 00:00:03.970101,4,0,149,1924,1,no_activity,[],12,3
10,135687,2009-08-04 07:31:27.097928,M024,ON,,2009-08-04 07:31:27.097928,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-08-04,7,early_morning,tue,M024_ON,0 days 00:00:24.035464,4,0,149,1924,1,no_activity,[],12,3
