time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,13492,2009-07-24 11:58:45.058928,M024,OFF,,2009-07-24 11:58:45.058928,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[149, 1924]",[],no_activity,[],no_activity,2009-07-24,11,late_morning,fri,M024_OFF,0 days 00:00:03.048876,4,0,149,1924,1,Lunch,['Lunch'],8,0
2,13493,2009-07-24 11:58:47.000693,M021,OFF,,2009-07-24 11:58:47.000693,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-24,11,late_morning,fri,M021_OFF,0 days 00:00:01.941765,4,0,1003,1788,1,Lunch,['Lunch'],8,0
3,13494,2009-07-24 11:59:13.093725,M024,ON,,2009-07-24 11:59:13.093725,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[149, 1924]",[],no_activity,[],no_activity,2009-07-24,11,late_morning,fri,M024_ON,0 days 00:00:26.093032,4,0,149,1924,1,Lunch,['Lunch'],8,0
4,13495,2009-07-24 11:59:14.020886,M021,ON,,2009-07-24 11:59:14.020886,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-24,11,late_morning,fri,M021_ON,0 days 00:00:00.927161,4,0,1003,1788,1,Lunch,['Lunch'],8,0
5,13496,2009-07-24 11:59:15.047548,M024,OFF,,2009-07-24 11:59:15.047548,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[149, 1924]",[],no_activity,[],no_activity,2009-07-24,11,late_morning,fri,M024_OFF,0 days 00:00:01.026662,4,0,149,1924,1,Lunch,['Lunch'],8,0
6,13497,2009-07-24 11:59:17.070965,M021,OFF,,2009-07-24 11:59:17.070965,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-24,11,late_morning,fri,M021_OFF,0 days 00:00:02.023417,4,0,1003,1788,1,Lunch,['Lunch'],8,0
7,13498,2009-07-24 11:59:20.079408,M024,ON,,2009-07-24 11:59:20.079408,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[149, 1924]",[],no_activity,[],no_activity,2009-07-24,11,late_morning,fri,M024_ON,0 days 00:00:03.008443,4,0,149,1924,1,Lunch,['Lunch'],8,0
8,13499,2009-07-24 11:59:21.006987,M021,ON,,2009-07-24 11:59:21.006987,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-24,11,late_morning,fri,M021_ON,0 days 00:00:00.927579,4,0,1003,1788,1,Lunch,['Lunch'],8,0
9,13500,2009-07-24 11:59:22.053443,M021,OFF,,2009-07-24 11:59:22.053443,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-24,11,late_morning,fri,M021_OFF,0 days 00:00:01.046456,4,0,1003,1788,1,Lunch,['Lunch'],8,0
10,13501,2009-07-24 11:59:28.001789,M024,OFF,,2009-07-24 11:59:28.001789,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[149, 1924]",[],no_activity,[],no_activity,2009-07-24,11,late_morning,fri,M024_OFF,0 days 00:00:05.948346,4,0,149,1924,1,Lunch,['Lunch'],8,0
11,13502,2009-07-24 11:59:29.003215,M024,ON,,2009-07-24 11:59:29.003215,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[149, 1924]",[],no_activity,[],no_activity,2009-07-24,11,late_morning,fri,M024_ON,0 days 00:00:01.001426,4,0,149,1924,1,Lunch,['Lunch'],8,0
12,13503,2009-07-24 11:59:29.007641,M021,ON,,2009-07-24 11:59:29.007641,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-24,11,late_morning,fri,M021_ON,0 days 00:00:00.004426,4,0,1003,1788,1,Lunch,['Lunch'],8,0
13,13504,2009-07-24 11:59:30.013596,M024,OFF,,2009-07-24 11:59:30.013596,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[149, 1924]",[],no_activity,[],no_activity,2009-07-24,11,late_morning,fri,M024_OFF,0 days 00:00:01.005955,4,0,149,1924,1,Lunch,['Lunch'],8,0
14,13505,2009-07-24 11:59:32.079261,M021,OFF,,2009-07-24 11:59:32.079261,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-24,11,late_morning,fri,M021_OFF,0 days 00:00:02.065665,4,0,1003,1788,1,Lunch,['Lunch'],8,0
