time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,147236,2009-08-04 18:40:09.075783,M022,OFF,,2009-08-04 18:40:09.075783,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-08-04,18,evening,tue,M022_OFF,0 days 00:00:01.019418,5,0,694,1791,1,no_activity,[],12,4
2,147237,2009-08-04 18:40:10.003226,M021,OFF,,2009-08-04 18:40:10.003226,,,[],0,,no_activity,str,False,No_Activity,"[1003, 1788]",[],no_activity,[],no_activity,2009-08-04,18,evening,tue,M021_OFF,0 days 00:00:00.927443,5,0,1003,1788,1,no_activity,[],12,4
3,147238,2009-08-04 18:40:10.056347,M022,ON,,2009-08-04 18:40:10.056347,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-08-04,18,evening,tue,M022_ON,0 days 00:00:00.053121,5,0,694,1791,1,no_activity,[],12,4
4,147239,2009-08-04 18:40:13.061573,M024,OFF,,2009-08-04 18:40:13.061573,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-08-04,18,evening,tue,M024_OFF,0 days 00:00:03.005226,5,0,149,1924,1,no_activity,[],12,4
5,147240,2009-08-04 18:40:14.001847,M024,ON,,2009-08-04 18:40:14.001847,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-08-04,18,evening,tue,M024_ON,0 days 00:00:00.940274,5,0,149,1924,1,no_activity,[],12,4
6,147241,2009-08-04 18:40:19.065655,M022,OFF,,2009-08-04 18:40:19.065655,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-08-04,18,evening,tue,M022_OFF,0 days 00:00:05.063808,5,0,694,1791,1,no_activity,[],12,4
7,147242,2009-08-04 18:40:19.091393,M021,ON,,2009-08-04 18:40:19.091393,,,[],0,,no_activity,str,False,No_Activity,"[1003, 1788]",[],no_activity,[],no_activity,2009-08-04,18,evening,tue,M021_ON,0 days 00:00:00.025738,5,0,1003,1788,1,no_activity,[],12,4
8,147243,2009-08-04 18:40:22.067631,M024,OFF,,2009-08-04 18:40:22.067631,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-08-04,18,evening,tue,M024_OFF,0 days 00:00:02.976238,5,0,149,1924,1,no_activity,[],12,4
9,147244,2009-08-04 18:40:23.035445,M021,OFF,,2009-08-04 18:40:23.035445,,,[],0,,no_activity,str,False,No_Activity,"[1003, 1788]",[],no_activity,[],no_activity,2009-08-04,18,evening,tue,M021_OFF,0 days 00:00:00.967814,5,0,1003,1788,1,no_activity,[],12,4
10,147245,2009-08-04 18:40:29.066602,M024,ON,,2009-08-04 18:40:29.066602,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-08-04,18,evening,tue,M024_ON,0 days 00:00:06.031157,5,0,149,1924,1,no_activity,[],12,4
