time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,77878,2009-07-30 17:32:59.026122,M022,ON,,2009-07-30 17:32:59.026122,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-07-30,17,evening,thu,M022_ON,0 days 00:00:01.017813,7,0,694,1791,1,no_activity,[],16,1
2,77879,2009-07-30 17:33:04.074277,M022,OFF,,2009-07-30 17:33:04.074277,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-07-30,17,evening,thu,M022_OFF,0 days 00:00:05.048155,7,0,694,1791,1,no_activity,[],16,1
3,77880,2009-07-30 17:33:06.047196,M024,OFF,,2009-07-30 17:33:06.047196,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-30,17,evening,thu,M024_OFF,0 days 00:00:01.972919,7,0,149,1924,1,no_activity,[],16,1
4,77881,2009-07-30 17:33:07.025072,M024,ON,,2009-07-30 17:33:07.025072,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-30,17,evening,thu,M024_ON,0 days 00:00:00.977876,7,0,149,1924,1,no_activity,[],16,1
5,77882,2009-07-30 17:33:09.014284,M024,OFF,,2009-07-30 17:33:09.014284,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-30,17,evening,thu,M024_OFF,0 days 00:00:01.989212,7,0,149,1924,1,no_activity,[],16,1
6,77883,2009-07-30 17:33:09.092903,M024,ON,,2009-07-30 17:33:09.092903,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-30,17,evening,thu,M024_ON,0 days 00:00:00.078619,7,0,149,1924,1,no_activity,[],16,1
7,77884,2009-07-30 17:33:14.087156,M024,OFF,,2009-07-30 17:33:14.087156,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-30,17,evening,thu,M024_OFF,0 days 00:00:04.994253,7,0,149,1924,1,no_activity,[],16,1
8,77885,2009-07-30 17:33:16.049175,M022,ON,,2009-07-30 17:33:16.049175,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-07-30,17,evening,thu,M022_ON,0 days 00:00:01.962019,7,0,694,1791,1,no_activity,[],16,1
9,77886,2009-07-30 17:33:16.077098,M024,ON,,2009-07-30 17:33:16.077098,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-30,17,evening,thu,M024_ON,0 days 00:00:00.027923,7,0,149,1924,1,no_activity,[],16,1
10,77887,2009-07-30 17:33:27.045772,M022,OFF,,2009-07-30 17:33:27.045772,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-07-30,17,evening,thu,M022_OFF,0 days 00:00:10.968674,7,0,694,1791,1,no_activity,[],16,1
