time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,105008,2009-08-01 15:25:43.068273,M024,ON,,2009-08-01 15:25:43.068273,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-08-01,15,afternoon,sat,M024_ON,0 days 00:00:01.063460,6,0,149,1924,1,no_activity,[],10,3
2,105011,2009-08-01 15:25:57.091536,M024,ON,,2009-08-01 15:25:57.091536,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-08-01,15,afternoon,sat,M024_ON,0 days 00:00:03.046909,6,0,149,1924,1,no_activity,[],10,3
3,105012,2009-08-01 15:26:04.001839,M020,ON,,2009-08-01 15:26:04.001839,,,[],0,,no_activity,str,False,No_Activity,"[380, 1587]",[],no_activity,[],no_activity,2009-08-01,15,afternoon,sat,M020_ON,0 days 00:00:06.910303,6,0,380,1587,1,no_activity,[],10,3
4,105015,2009-08-01 15:26:25.030092,M020,ON,,2009-08-01 15:26:25.030092,,,[],0,,no_activity,str,False,No_Activity,"[380, 1587]",[],no_activity,[],no_activity,2009-08-01,15,afternoon,sat,M020_ON,0 days 00:00:18.977986,6,0,380,1587,1,no_activity,[],10,3
5,105016,2009-08-01 15:26:28.088519,M024,ON,,2009-08-01 15:26:28.088519,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-08-01,15,afternoon,sat,M024_ON,0 days 00:00:03.058427,6,0,149,1924,1,no_activity,[],10,3
6,105019,2009-08-01 15:26:34.023989,M020,ON,,2009-08-01 15:26:34.023989,,,[],0,,no_activity,str,False,No_Activity,"[380, 1587]",[],no_activity,[],no_activity,2009-08-01,15,afternoon,sat,M020_ON,0 days 00:00:01.928703,6,0,380,1587,1,no_activity,[],10,3
7,105020,2009-08-01 15:26:34.070721,M024,ON,,2009-08-01 15:26:34.070721,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-08-01,15,afternoon,sat,M024_ON,0 days 00:00:00.046732,6,0,149,1924,1,no_activity,[],10,3
8,105022,2009-08-01 15:26:39.016308,M024,ON,,2009-08-01 15:26:39.016308,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-08-01,15,afternoon,sat,M024_ON,0 days 00:00:01.992509,6,0,149,1924,1,no_activity,[],10,3
9,105025,2009-08-01 15:26:46.061114,M022,ON,,2009-08-01 15:26:46.061114,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-08-01,15,afternoon,sat,M022_ON,0 days 00:00:01.061037,6,0,694,1791,1,no_activity,[],10,3
10,105026,2009-08-01 15:26:47.051762,M024,ON,,2009-08-01 15:26:47.051762,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-08-01,15,afternoon,sat,M024_ON,0 days 00:00:00.990648,6,0,149,1924,1,no_activity,[],10,3
