time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,150482,2009-08-05 07:13:02.037987,M022,OFF,,2009-08-05 07:13:02.037987,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[694, 1791]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-08-05,7,early_morning,wed,M022_OFF,0 days 00:00:00.015255,4,0,694,1791,1,R2 take medicine,['R2 take medicine'],15,4
2,150483,2009-08-05 07:13:05.009916,M024,ON,,2009-08-05 07:13:05.009916,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[149, 1924]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-08-05,7,early_morning,wed,M024_ON,0 days 00:00:02.971929,4,0,149,1924,1,R2 take medicine,['R2 take medicine'],15,4
3,150484,2009-08-05 07:13:05.052195,M024,OFF,,2009-08-05 07:13:05.052195,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[149, 1924]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-08-05,7,early_morning,wed,M024_OFF,0 days 00:00:00.042279,4,0,149,1924,1,R2 take medicine,['R2 take medicine'],15,4
4,150485,2009-08-05 07:13:07.060166,M022,ON,,2009-08-05 07:13:07.060166,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[694, 1791]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-08-05,7,early_morning,wed,M022_ON,0 days 00:00:02.007971,4,0,694,1791,1,R2 take medicine,['R2 take medicine'],15,4
5,150486,2009-08-05 07:13:08.099804,M022,OFF,,2009-08-05 07:13:08.099804,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[694, 1791]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-08-05,7,early_morning,wed,M022_OFF,0 days 00:00:01.039638,4,0,694,1791,1,R2 take medicine,['R2 take medicine'],15,4
6,150487,2009-08-05 07:13:09.047076,M021,ON,,2009-08-05 07:13:09.047076,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[1003, 1788]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-08-05,7,early_morning,wed,M021_ON,0 days 00:00:00.947272,4,0,1003,1788,1,R2 take medicine,['R2 take medicine'],15,4
7,150488,2009-08-05 07:13:11.082436,M024,OFF,,2009-08-05 07:13:11.082436,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[149, 1924]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-08-05,7,early_morning,wed,M024_OFF,0 days 00:00:02.035360,4,0,149,1924,1,R2 take medicine,['R2 take medicine'],15,4
8,150489,2009-08-05 07:13:12.041052,M021,OFF,,2009-08-05 07:13:12.041052,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[1003, 1788]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-08-05,7,early_morning,wed,M021_OFF,0 days 00:00:00.958616,4,0,1003,1788,1,R2 take medicine,['R2 take medicine'],15,4
9,150490,2009-08-05 07:13:15.074838,M021,ON,,2009-08-05 07:13:15.074838,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[1003, 1788]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-08-05,7,early_morning,wed,M021_ON,0 days 00:00:03.033786,4,0,1003,1788,1,R2 take medicine,['R2 take medicine'],15,4
10,150491,2009-08-05 07:13:17.098427,M021,OFF,,2009-08-05 07:13:17.098427,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[1003, 1788]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-08-05,7,early_morning,wed,M021_OFF,0 days 00:00:02.023589,4,0,1003,1788,1,R2 take medicine,['R2 take medicine'],15,4
11,150492,2009-08-05 07:13:29.063885,M024,ON,,2009-08-05 07:13:29.063885,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[149, 1924]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-08-05,7,early_morning,wed,M024_ON,0 days 00:00:11.965458,4,0,149,1924,1,R2 take medicine,['R2 take medicine'],15,4
12,150493,2009-08-05 07:13:30.093738,M021,ON,,2009-08-05 07:13:30.093738,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[1003, 1788]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-08-05,7,early_morning,wed,M021_ON,0 days 00:00:01.029853,4,0,1003,1788,1,R2 take medicine,['R2 take medicine'],15,4
13,150494,2009-08-05 07:13:31.090641,M021,OFF,,2009-08-05 07:13:31.090641,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[1003, 1788]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-08-05,7,early_morning,wed,M021_OFF,0 days 00:00:00.996903,4,0,1003,1788,1,R2 take medicine,['R2 take medicine'],15,4
14,150495,2009-08-05 07:13:32.026216,M024,OFF,,2009-08-05 07:13:32.026216,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[149, 1924]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-08-05,7,early_morning,wed,M024_OFF,0 days 00:00:00.935575,4,0,149,1924,1,R2 take medicine,['R2 take medicine'],15,4
15,150496,2009-08-05 07:13:44.019928,M023,ON,,2009-08-05 07:13:44.019928,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[149, 964]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-08-05,7,early_morning,wed,M023_ON,0 days 00:00:11.993712,4,0,149,964,1,R2 take medicine,['R2 take medicine'],15,4
16,150497,2009-08-05 07:13:47.063427,M021,ON,,2009-08-05 07:13:47.063427,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[1003, 1788]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-08-05,7,early_morning,wed,M021_ON,0 days 00:00:03.043499,4,0,1003,1788,1,R2 take medicine,['R2 take medicine'],15,4
17,150498,2009-08-05 07:13:47.089455,M024,ON,,2009-08-05 07:13:47.089455,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[149, 1924]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-08-05,7,early_morning,wed,M024_ON,0 days 00:00:00.026028,4,0,149,1924,1,R2 take medicine,['R2 take medicine'],15,4
18,150499,2009-08-05 07:13:51.002772,M024,OFF,,2009-08-05 07:13:51.002772,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[149, 1924]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-08-05,7,early_morning,wed,M024_OFF,0 days 00:00:03.913317,4,0,149,1924,1,R2 take medicine,['R2 take medicine'],15,4
19,150500,2009-08-05 07:13:52.087782,M024,ON,,2009-08-05 07:13:52.087782,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[149, 1924]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-08-05,7,early_morning,wed,M024_ON,0 days 00:00:01.085010,4,0,149,1924,1,R2 take medicine,['R2 take medicine'],15,4
20,150501,2009-08-05 07:13:53.007837,M013,ON,,2009-08-05 07:13:53.007837,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[805, 1343]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-08-05,7,early_morning,wed,M013_ON,0 days 00:00:00.920055,4,0,805,1343,1,R2 take medicine,['R2 take medicine'],15,4
