time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,50035,2009-07-27 19:53:11.000086,M024,OFF,,2009-07-27 19:53:11.000086,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-27,19,evening,mon,M024_OFF,0 days 00:00:02.974220,5,0,149,1924,1,no_activity,[],18,1
2,50036,2009-07-27 19:53:11.016393,M021,OFF,,2009-07-27 19:53:11.016393,,,[],0,,no_activity,str,False,No_Activity,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-27,19,evening,mon,M021_OFF,0 days 00:00:00.016307,5,0,1003,1788,1,no_activity,[],18,1
3,50037,2009-07-27 19:53:11.042036,M024,ON,,2009-07-27 19:53:11.042036,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-27,19,evening,mon,M024_ON,0 days 00:00:00.025643,5,0,149,1924,1,no_activity,[],18,1
4,50038,2009-07-27 19:53:14.055265,M021,ON,,2009-07-27 19:53:14.055265,,,[],0,,no_activity,str,False,No_Activity,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-27,19,evening,mon,M021_ON,0 days 00:00:03.013229,5,0,1003,1788,1,no_activity,[],18,1
5,50039,2009-07-27 19:53:15.002924,M022,OFF,,2009-07-27 19:53:15.002924,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-07-27,19,evening,mon,M022_OFF,0 days 00:00:00.947659,5,0,694,1791,1,no_activity,[],18,1
6,50040,2009-07-27 19:53:16.029339,M024,OFF,,2009-07-27 19:53:16.029339,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-27,19,evening,mon,M024_OFF,0 days 00:00:01.026415,5,0,149,1924,1,no_activity,[],18,1
7,50041,2009-07-27 19:53:17.028138,M021,OFF,,2009-07-27 19:53:17.028138,,,[],0,,no_activity,str,False,No_Activity,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-27,19,evening,mon,M021_OFF,0 days 00:00:00.998799,5,0,1003,1788,1,no_activity,[],18,1
8,50042,2009-07-27 19:53:33.095998,M024,ON,,2009-07-27 19:53:33.095998,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-27,19,evening,mon,M024_ON,0 days 00:00:16.067860,5,0,149,1924,1,no_activity,[],18,1
9,50043,2009-07-27 19:53:36.004259,M024,OFF,,2009-07-27 19:53:36.004259,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-27,19,evening,mon,M024_OFF,0 days 00:00:02.908261,5,0,149,1924,1,no_activity,[],18,1
10,50044,2009-07-27 19:53:37.041211,M024,ON,,2009-07-27 19:53:37.041211,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-27,19,evening,mon,M024_ON,0 days 00:00:01.036952,5,0,149,1924,1,no_activity,[],18,1
11,50045,2009-07-27 19:53:38.009232,M017,ON,,2009-07-27 19:53:38.009232,,,[],0,,no_activity,str,False,No_Activity,"[574, 1340]",[],no_activity,[],no_activity,2009-07-27,19,evening,mon,M017_ON,0 days 00:00:00.968021,5,0,574,1340,1,no_activity,[],18,1
12,50046,2009-07-27 19:53:39.004131,M013,ON,,2009-07-27 19:53:39.004131,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-07-27,19,evening,mon,M013_ON,0 days 00:00:00.994899,5,0,805,1343,1,no_activity,[],18,1
13,50047,2009-07-27 19:53:39.017452,M024,OFF,,2009-07-27 19:53:39.017452,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-27,19,evening,mon,M024_OFF,0 days 00:00:00.013321,5,0,149,1924,1,no_activity,[],18,1
14,50048,2009-07-27 19:53:40.091477,M017,OFF,,2009-07-27 19:53:40.091477,,,[],0,,no_activity,str,False,No_Activity,"[574, 1340]",[],no_activity,[],no_activity,2009-07-27,19,evening,mon,M017_OFF,0 days 00:00:01.074025,5,0,574,1340,1,no_activity,[],18,1
15,50049,2009-07-27 19:53:41.057134,M013,OFF,,2009-07-27 19:53:41.057134,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-07-27,19,evening,mon,M013_OFF,0 days 00:00:00.965657,5,0,805,1343,1,no_activity,[],18,1
16,50050,2009-07-27 19:53:45.047268,M024,ON,,2009-07-27 19:53:45.047268,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-27,19,evening,mon,M024_ON,0 days 00:00:03.990134,5,0,149,1924,1,no_activity,[],18,1
17,50051,2009-07-27 19:53:47.070645,M024,OFF,,2009-07-27 19:53:47.070645,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-27,19,evening,mon,M024_OFF,0 days 00:00:02.023377,5,0,149,1924,1,no_activity,[],18,1
18,50052,2009-07-27 19:53:49.000059,M024,ON,,2009-07-27 19:53:49.000059,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-27,19,evening,mon,M024_ON,0 days 00:00:01.929414,5,0,149,1924,1,no_activity,[],18,1
19,50053,2009-07-27 19:53:50.093881,M024,OFF,,2009-07-27 19:53:50.093881,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-27,19,evening,mon,M024_OFF,0 days 00:00:01.093822,5,0,149,1924,1,no_activity,[],18,1
20,50054,2009-07-27 19:53:51.019775,M024,ON,,2009-07-27 19:53:51.019775,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-27,19,evening,mon,M024_ON,0 days 00:00:00.925894,5,0,149,1924,1,no_activity,[],18,1
