time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,157577,2009-08-05 17:32:54.037168,M022,ON,,2009-08-05 17:32:54.037168,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-08-05,17,evening,wed,M022_ON,0 days 00:00:00.947355,5,0,694,1791,1,no_activity,[],14,4
2,157578,2009-08-05 17:32:55.087758,M021,OFF,,2009-08-05 17:32:55.087758,,,[],0,,no_activity,str,False,No_Activity,"[1003, 1788]",[],no_activity,[],no_activity,2009-08-05,17,evening,wed,M021_OFF,0 days 00:00:01.050590,5,0,1003,1788,1,no_activity,[],14,4
3,157579,2009-08-05 17:32:57.090815,M005,OFF,,2009-08-05 17:32:57.090815,,,[],0,,no_activity,str,False,No_Activity,"[2489, 2197]",[],no_activity,[],no_activity,2009-08-05,17,evening,wed,M005_OFF,0 days 00:00:02.003057,5,0,2489,2197,1,no_activity,[],14,4
4,157580,2009-08-05 17:32:58.008218,M022,OFF,,2009-08-05 17:32:58.008218,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-08-05,17,evening,wed,M022_OFF,0 days 00:00:00.917403,5,0,694,1791,1,no_activity,[],14,4
5,157581,2009-08-05 17:32:58.080259,M022,ON,,2009-08-05 17:32:58.080259,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-08-05,17,evening,wed,M022_ON,0 days 00:00:00.072041,5,0,694,1791,1,no_activity,[],14,4
6,157582,2009-08-05 17:32:59.007499,M005,ON,,2009-08-05 17:32:59.007499,,,[],0,,no_activity,str,False,No_Activity,"[2489, 2197]",[],no_activity,[],no_activity,2009-08-05,17,evening,wed,M005_ON,0 days 00:00:00.927240,5,0,2489,2197,1,no_activity,[],14,4
7,157583,2009-08-05 17:32:59.093773,M005,OFF,,2009-08-05 17:32:59.093773,,,[],0,,no_activity,str,False,No_Activity,"[2489, 2197]",[],no_activity,[],no_activity,2009-08-05,17,evening,wed,M005_OFF,0 days 00:00:00.086274,5,0,2489,2197,1,no_activity,[],14,4
8,157584,2009-08-05 17:33:00.040876,M021,ON,,2009-08-05 17:33:00.040876,,,[],0,,no_activity,str,False,No_Activity,"[1003, 1788]",[],no_activity,[],no_activity,2009-08-05,17,evening,wed,M021_ON,0 days 00:00:00.947103,5,0,1003,1788,1,no_activity,[],14,4
9,157585,2009-08-05 17:33:02.007713,M022,OFF,,2009-08-05 17:33:02.007713,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-08-05,17,evening,wed,M022_OFF,0 days 00:00:01.966837,5,0,694,1791,1,no_activity,[],14,4
10,157586,2009-08-05 17:33:03.008882,M021,OFF,,2009-08-05 17:33:03.008882,,,[],0,,no_activity,str,False,No_Activity,"[1003, 1788]",[],no_activity,[],no_activity,2009-08-05,17,evening,wed,M021_OFF,0 days 00:00:01.001169,5,0,1003,1788,1,no_activity,[],14,4
