time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,80585,2009-07-30 19:17:55.075489,M024,OFF,,2009-07-30 19:17:55.075489,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-30,19,evening,thu,M024_OFF,0 days 00:00:02.982444,7,0,149,1924,1,no_activity,[],18,3
2,80586,2009-07-30 19:17:56.003123,M022,OFF,,2009-07-30 19:17:56.003123,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-07-30,19,evening,thu,M022_OFF,0 days 00:00:00.927634,7,0,694,1791,1,no_activity,[],18,3
3,80587,2009-07-30 19:17:57.062724,M024,ON,,2009-07-30 19:17:57.062724,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-30,19,evening,thu,M024_ON,0 days 00:00:01.059601,7,0,149,1924,1,no_activity,[],18,3
4,80588,2009-07-30 19:17:59.034837,M024,OFF,,2009-07-30 19:17:59.034837,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-30,19,evening,thu,M024_OFF,0 days 00:00:01.972113,7,0,149,1924,1,no_activity,[],18,3
5,80589,2009-07-30 19:18:00.096115,M024,ON,,2009-07-30 19:18:00.096115,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-30,19,evening,thu,M024_ON,0 days 00:00:01.061278,7,0,149,1924,1,no_activity,[],18,3
6,80590,2009-07-30 19:18:02.096208,M024,OFF,,2009-07-30 19:18:02.096208,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-30,19,evening,thu,M024_OFF,0 days 00:00:02.000093,7,0,149,1924,1,no_activity,[],18,3
7,80591,2009-07-30 19:18:04.094054,M024,ON,,2009-07-30 19:18:04.094054,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-30,19,evening,thu,M024_ON,0 days 00:00:01.997846,7,0,149,1924,1,no_activity,[],18,3
8,80592,2009-07-30 19:18:06.086131,M024,OFF,,2009-07-30 19:18:06.086131,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-30,19,evening,thu,M024_OFF,0 days 00:00:01.992077,7,0,149,1924,1,no_activity,[],18,3
9,80593,2009-07-30 19:18:10.013489,M022,ON,,2009-07-30 19:18:10.013489,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-07-30,19,evening,thu,M022_ON,0 days 00:00:03.927358,7,0,694,1791,1,no_activity,[],18,3
10,80594,2009-07-30 19:18:10.061063,M024,ON,,2009-07-30 19:18:10.061063,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-30,19,evening,thu,M024_ON,0 days 00:00:00.047574,7,0,149,1924,1,no_activity,[],18,3
