time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,156099,2009-08-05 15:12:53.083875,M026,OFF,,2009-08-05 15:12:53.083875,,,[],0,,no_activity,str,False,No_Activity,"[1580, 964]",[],no_activity,[],no_activity,2009-08-05,15,afternoon,wed,M026_OFF,0 days 00:00:02.045659,5,0,1580,964,1,no_activity,[],19,4
2,156100,2009-08-05 15:12:54.021219,M026,ON,,2009-08-05 15:12:54.021219,,,[],0,,no_activity,str,False,No_Activity,"[1580, 964]",[],no_activity,[],no_activity,2009-08-05,15,afternoon,wed,M026_ON,0 days 00:00:00.937344,5,0,1580,964,1,no_activity,[],19,4
3,156101,2009-08-05 15:12:56.005591,M026,OFF,,2009-08-05 15:12:56.005591,,,[],0,,no_activity,str,False,No_Activity,"[1580, 964]",[],no_activity,[],no_activity,2009-08-05,15,afternoon,wed,M026_OFF,0 days 00:00:01.984372,5,0,1580,964,1,no_activity,[],19,4
4,156102,2009-08-05 15:12:57.024637,M026,ON,,2009-08-05 15:12:57.024637,,,[],0,,no_activity,str,False,No_Activity,"[1580, 964]",[],no_activity,[],no_activity,2009-08-05,15,afternoon,wed,M026_ON,0 days 00:00:01.019046,5,0,1580,964,1,no_activity,[],19,4
5,156103,2009-08-05 15:13:02.077137,M026,OFF,,2009-08-05 15:13:02.077137,,,[],0,,no_activity,str,False,No_Activity,"[1580, 964]",[],no_activity,[],no_activity,2009-08-05,15,afternoon,wed,M026_OFF,0 days 00:00:05.052500,5,0,1580,964,1,no_activity,[],19,4
6,156104,2009-08-05 15:13:09.082751,M026,ON,,2009-08-05 15:13:09.082751,,,[],0,,no_activity,str,False,No_Activity,"[1580, 964]",[],no_activity,[],no_activity,2009-08-05,15,afternoon,wed,M026_ON,0 days 00:00:07.005614,5,0,1580,964,1,no_activity,[],19,4
7,156105,2009-08-05 15:13:12.090395,M026,OFF,,2009-08-05 15:13:12.090395,,,[],0,,no_activity,str,False,No_Activity,"[1580, 964]",[],no_activity,[],no_activity,2009-08-05,15,afternoon,wed,M026_OFF,0 days 00:00:03.007644,5,0,1580,964,1,no_activity,[],19,4
8,156106,2009-08-05 15:13:15.025443,M026,ON,,2009-08-05 15:13:15.025443,,,[],0,,no_activity,str,False,No_Activity,"[1580, 964]",[],no_activity,[],no_activity,2009-08-05,15,afternoon,wed,M026_ON,0 days 00:00:02.935048,5,0,1580,964,1,no_activity,[],19,4
9,156107,2009-08-05 15:13:21.046996,M026,OFF,,2009-08-05 15:13:21.046996,,,[],0,,no_activity,str,False,No_Activity,"[1580, 964]",[],no_activity,[],no_activity,2009-08-05,15,afternoon,wed,M026_OFF,0 days 00:00:06.021553,5,0,1580,964,1,no_activity,[],19,4
10,156108,2009-08-05 15:13:23.049957,M026,ON,,2009-08-05 15:13:23.049957,,,[],0,,no_activity,str,False,No_Activity,"[1580, 964]",[],no_activity,[],no_activity,2009-08-05,15,afternoon,wed,M026_ON,0 days 00:00:02.002961,5,0,1580,964,1,no_activity,[],19,4
