time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,59699,2009-07-29 06:54:59.004921,M024,OFF,,2009-07-29 06:54:59.004921,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[149, 1924]",[],no_activity,['R2 wake'],R2 wake,2009-07-29,6,early_morning,wed,M024_OFF,0 days 00:00:03.002990,7,0,149,1924,1,R2 wake,['R2 wake'],0,0
2,59700,2009-07-29 06:55:01.029798,M024,ON,,2009-07-29 06:55:01.029798,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[149, 1924]",[],no_activity,['R2 wake'],R2 wake,2009-07-29,6,early_morning,wed,M024_ON,0 days 00:00:02.024877,7,0,149,1924,1,R2 wake,['R2 wake'],0,0
3,59701,2009-07-29 06:55:01.056276,M021,ON,,2009-07-29 06:55:01.056276,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[1003, 1788]",[],no_activity,['R2 wake'],R2 wake,2009-07-29,6,early_morning,wed,M021_ON,0 days 00:00:00.026478,7,0,1003,1788,1,R2 wake,['R2 wake'],0,0
4,59702,2009-07-29 06:55:04.078557,M021,OFF,,2009-07-29 06:55:04.078557,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[1003, 1788]",[],no_activity,['R2 wake'],R2 wake,2009-07-29,6,early_morning,wed,M021_OFF,0 days 00:00:03.022281,7,0,1003,1788,1,R2 wake,['R2 wake'],0,0
5,59703,2009-07-29 06:55:05.004957,M024,OFF,,2009-07-29 06:55:05.004957,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[149, 1924]",[],no_activity,['R2 wake'],R2 wake,2009-07-29,6,early_morning,wed,M024_OFF,0 days 00:00:00.926400,7,0,149,1924,1,R2 wake,['R2 wake'],0,0
6,59704,2009-07-29 06:55:05.088918,M024,ON,,2009-07-29 06:55:05.088918,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[149, 1924]",[],no_activity,['R2 wake'],R2 wake,2009-07-29,6,early_morning,wed,M024_ON,0 days 00:00:00.083961,7,0,149,1924,1,R2 wake,['R2 wake'],0,0
7,59705,2009-07-29 06:55:06.025622,M022,ON,,2009-07-29 06:55:06.025622,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[694, 1791]",[],no_activity,['R2 wake'],R2 wake,2009-07-29,6,early_morning,wed,M022_ON,0 days 00:00:00.936704,7,0,694,1791,1,R2 wake,['R2 wake'],0,0
8,59706,2009-07-29 06:55:07.000999,M012,ON,,2009-07-29 06:55:07.000999,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[1006, 1502]",[],no_activity,['R2 wake'],R2 wake,2009-07-29,6,early_morning,wed,M012_ON,0 days 00:00:00.975377,7,0,1006,1502,1,R2 wake,['R2 wake'],0,0
9,59707,2009-07-29 06:55:07.068011,M011,ON,,2009-07-29 06:55:07.068011,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[1061, 1379]",[],no_activity,['R2 wake'],R2 wake,2009-07-29,6,early_morning,wed,M011_ON,0 days 00:00:00.067012,7,0,1061,1379,1,R2 wake,['R2 wake'],0,0
10,59708,2009-07-29 06:55:08.013223,M024,OFF,,2009-07-29 06:55:08.013223,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[149, 1924]",[],no_activity,['R2 wake'],R2 wake,2009-07-29,6,early_morning,wed,M024_OFF,0 days 00:00:00.945212,7,0,149,1924,1,R2 wake,['R2 wake'],0,0
