time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,10884,2009-07-24 07:28:41.080895,M022,OFF,,2009-07-24 07:28:41.080895,,,['Breakfast'],1,Breakfast,Breakfast,str,False,Eat,"[694, 1791]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M022_OFF,0 days 00:00:00.056650,3,0,694,1791,1,Breakfast,['Breakfast'],5,1
2,10885,2009-07-24 07:28:48.066253,M024,OFF,,2009-07-24 07:28:48.066253,,,['Breakfast'],1,Breakfast,Breakfast,str,False,Eat,"[149, 1924]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M024_OFF,0 days 00:00:06.985358,3,0,149,1924,1,Breakfast,['Breakfast'],5,1
3,10886,2009-07-24 07:28:49.043154,M024,ON,,2009-07-24 07:28:49.043154,,,['Breakfast'],1,Breakfast,Breakfast,str,False,Eat,"[149, 1924]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M024_ON,0 days 00:00:00.976901,3,0,149,1924,1,Breakfast,['Breakfast'],5,1
4,10887,2009-07-24 07:28:52.014846,M022,ON,,2009-07-24 07:28:52.014846,,,['Breakfast'],1,Breakfast,Breakfast,str,False,Eat,"[694, 1791]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M022_ON,0 days 00:00:02.971692,3,0,694,1791,1,Breakfast,['Breakfast'],5,1
5,10888,2009-07-24 07:28:55.074121,M024,OFF,,2009-07-24 07:28:55.074121,,,['Breakfast'],1,Breakfast,Breakfast,str,False,Eat,"[149, 1924]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M024_OFF,0 days 00:00:03.059275,3,0,149,1924,1,Breakfast,['Breakfast'],5,1
6,10889,2009-07-24 07:28:56.010558,M012,ON,,2009-07-24 07:28:56.010558,,,['Breakfast'],1,Breakfast,Breakfast,str,False,Eat,"[1006, 1502]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M012_ON,0 days 00:00:00.936437,3,0,1006,1502,1,Breakfast,['Breakfast'],5,1
7,10890,2009-07-24 07:28:56.033281,M022,OFF,Breakfast end,2009-07-24 07:28:56.033281,Breakfast,end,['Breakfast'],1,Breakfast,Breakfast,str,False,Eat,"[694, 1791]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M022_OFF,0 days 00:00:00.022723,3,0,694,1791,1,Breakfast,['Breakfast'],5,1
8,10891,2009-07-24 07:28:56.055337,M011,ON,,2009-07-24 07:28:56.055337,,,[],0,,no_activity,str,False,No_Activity,"[1061, 1379]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M011_ON,0 days 00:00:00.022056,3,0,1061,1379,1,no_activity,[],5,1
9,10892,2009-07-24 07:29:00.009149,M011,OFF,,2009-07-24 07:29:00.009149,,,[],0,,no_activity,str,False,No_Activity,"[1061, 1379]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M011_OFF,0 days 00:00:03.953812,3,0,1061,1379,1,no_activity,[],5,1
10,10893,2009-07-24 07:29:00.042973,M014,ON,,2009-07-24 07:29:00.042973,,,[],0,,no_activity,str,False,No_Activity,"[1068, 1207]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M014_ON,0 days 00:00:00.033824,3,0,1068,1207,1,no_activity,[],5,1
11,10894,2009-07-24 07:29:01.044534,M012,OFF,,2009-07-24 07:29:01.044534,,,[],0,,no_activity,str,False,No_Activity,"[1006, 1502]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M012_OFF,0 days 00:00:01.001561,3,0,1006,1502,1,no_activity,[],5,1
12,10895,2009-07-24 07:29:05.017015,M014,OFF,,2009-07-24 07:29:05.017015,,,[],0,,no_activity,str,False,No_Activity,"[1068, 1207]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M014_OFF,0 days 00:00:03.972481,3,0,1068,1207,1,no_activity,[],5,1
13,10896,2009-07-24 07:29:05.031926,M010,ON,,2009-07-24 07:29:05.031926,,,[],0,,no_activity,str,False,No_Activity,"[1551, 1866]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M010_ON,0 days 00:00:00.014911,3,0,1551,1866,1,no_activity,[],5,1
14,10897,2009-07-24 07:29:09.000042,M010,OFF,,2009-07-24 07:29:09.000042,,,[],0,,no_activity,str,False,No_Activity,"[1551, 1866]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M010_OFF,0 days 00:00:03.968116,3,0,1551,1866,1,no_activity,[],5,1
15,10898,2009-07-24 07:29:09.092341,M003,ON,,2009-07-24 07:29:09.092341,,,[],0,,no_activity,str,False,No_Activity,"[1674, 1866]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M003_ON,0 days 00:00:00.092299,3,0,1674,1866,1,no_activity,[],5,1
16,10899,2009-07-24 07:29:12.089984,M001,ON,,2009-07-24 07:29:12.089984,,,[],0,,no_activity,str,False,No_Activity,"[1438, 1369]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M001_ON,0 days 00:00:02.997643,3,0,1438,1369,1,no_activity,[],5,1
17,10900,2009-07-24 07:29:14.007363,M003,OFF,,2009-07-24 07:29:14.007363,,,[],0,,no_activity,str,False,No_Activity,"[1674, 1866]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M003_OFF,0 days 00:00:01.917379,3,0,1674,1866,1,no_activity,[],5,1
18,10901,2009-07-24 07:29:15.007207,M001,OFF,,2009-07-24 07:29:15.007207,,,[],0,,no_activity,str,False,No_Activity,"[1438, 1369]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M001_OFF,0 days 00:00:00.999844,3,0,1438,1369,1,no_activity,[],5,1
19,10902,2009-07-24 07:29:16.050331,M001,ON,,2009-07-24 07:29:16.050331,,,[],0,,no_activity,str,False,No_Activity,"[1438, 1369]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M001_ON,0 days 00:00:01.043124,3,0,1438,1369,1,no_activity,[],5,1
20,10903,2009-07-24 07:29:18.044162,M001,OFF,,2009-07-24 07:29:18.044162,,,[],0,,no_activity,str,False,No_Activity,"[1438, 1369]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M001_OFF,0 days 00:00:01.993831,3,0,1438,1369,1,no_activity,[],5,1
