time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,8375,2009-07-23 20:24:09.048255,M024,ON,,2009-07-23 20:24:09.048255,,,['R2 sleep'],1,R2 sleep,R2 sleep,str,False,Sleep,"[149, 1924]",[],no_activity,['R2 sleep'],R2 sleep,2009-07-23,20,evening,thu,M024_ON,0 days 00:00:03.971080,7,0,149,1924,1,R2 sleep,['R2 sleep'],5,0
2,8376,2009-07-23 20:24:11.062339,M024,OFF,,2009-07-23 20:24:11.062339,,,['R2 sleep'],1,R2 sleep,R2 sleep,str,False,Sleep,"[149, 1924]",[],no_activity,['R2 sleep'],R2 sleep,2009-07-23,20,evening,thu,M024_OFF,0 days 00:00:02.014084,7,0,149,1924,1,R2 sleep,['R2 sleep'],5,0
3,8377,2009-07-23 20:24:16.005031,M024,ON,,2009-07-23 20:24:16.005031,,,['R2 sleep'],1,R2 sleep,R2 sleep,str,False,Sleep,"[149, 1924]",[],no_activity,['R2 sleep'],R2 sleep,2009-07-23,20,evening,thu,M024_ON,0 days 00:00:04.942692,7,0,149,1924,1,R2 sleep,['R2 sleep'],5,0
4,8378,2009-07-23 20:24:18.061328,M022,ON,,2009-07-23 20:24:18.061328,,,['R2 sleep'],1,R2 sleep,R2 sleep,str,False,Sleep,"[694, 1791]",[],no_activity,['R2 sleep'],R2 sleep,2009-07-23,20,evening,thu,M022_ON,0 days 00:00:02.056297,7,0,694,1791,1,R2 sleep,['R2 sleep'],5,0
5,8379,2009-07-23 20:24:20.001942,M022,OFF,,2009-07-23 20:24:20.001942,,,['R2 sleep'],1,R2 sleep,R2 sleep,str,False,Sleep,"[694, 1791]",[],no_activity,['R2 sleep'],R2 sleep,2009-07-23,20,evening,thu,M022_OFF,0 days 00:00:01.940614,7,0,694,1791,1,R2 sleep,['R2 sleep'],5,0
6,8380,2009-07-23 20:24:21.001579,M024,OFF,,2009-07-23 20:24:21.001579,,,['R2 sleep'],1,R2 sleep,R2 sleep,str,False,Sleep,"[149, 1924]",[],no_activity,['R2 sleep'],R2 sleep,2009-07-23,20,evening,thu,M024_OFF,0 days 00:00:00.999637,7,0,149,1924,1,R2 sleep,['R2 sleep'],5,0
7,8381,2009-07-23 20:24:21.001671,M012,ON,,2009-07-23 20:24:21.001671,,,['R2 sleep'],1,R2 sleep,R2 sleep,str,False,Sleep,"[1006, 1502]",[],no_activity,['R2 sleep'],R2 sleep,2009-07-23,20,evening,thu,M012_ON,0 days 00:00:00.000092,7,0,1006,1502,1,R2 sleep,['R2 sleep'],5,0
8,8382,2009-07-23 20:24:21.074918,M011,ON,,2009-07-23 20:24:21.074918,,,['R2 sleep'],1,R2 sleep,R2 sleep,str,False,Sleep,"[1061, 1379]",[],no_activity,['R2 sleep'],R2 sleep,2009-07-23,20,evening,thu,M011_ON,0 days 00:00:00.073247,7,0,1061,1379,1,R2 sleep,['R2 sleep'],5,0
9,8383,2009-07-23 20:24:23.003209,M012,OFF,,2009-07-23 20:24:23.003209,,,['R2 sleep'],1,R2 sleep,R2 sleep,str,False,Sleep,"[1006, 1502]",[],no_activity,['R2 sleep'],R2 sleep,2009-07-23,20,evening,thu,M012_OFF,0 days 00:00:01.928291,7,0,1006,1502,1,R2 sleep,['R2 sleep'],5,0
10,8384,2009-07-23 20:24:24.021316,M010,ON,,2009-07-23 20:24:24.021316,,,['R2 sleep'],1,R2 sleep,R2 sleep,str,False,Sleep,"[1551, 1866]",[],no_activity,['R2 sleep'],R2 sleep,2009-07-23,20,evening,thu,M010_ON,0 days 00:00:01.018107,7,0,1551,1866,1,R2 sleep,['R2 sleep'],5,0
11,8385,2009-07-23 20:24:24.048382,M011,OFF,,2009-07-23 20:24:24.048382,,,['R2 sleep'],1,R2 sleep,R2 sleep,str,False,Sleep,"[1061, 1379]",[],no_activity,['R2 sleep'],R2 sleep,2009-07-23,20,evening,thu,M011_OFF,0 days 00:00:00.027066,7,0,1061,1379,1,R2 sleep,['R2 sleep'],5,0
12,8386,2009-07-23 20:24:27.020977,M010,OFF,,2009-07-23 20:24:27.020977,,,['R2 sleep'],1,R2 sleep,R2 sleep,str,False,Sleep,"[1551, 1866]",[],no_activity,['R2 sleep'],R2 sleep,2009-07-23,20,evening,thu,M010_OFF,0 days 00:00:02.972595,7,0,1551,1866,1,R2 sleep,['R2 sleep'],5,0
13,8387,2009-07-23 20:24:27.048653,M003,ON,,2009-07-23 20:24:27.048653,,,['R2 sleep'],1,R2 sleep,R2 sleep,str,False,Sleep,"[1674, 1866]",[],no_activity,['R2 sleep'],R2 sleep,2009-07-23,20,evening,thu,M003_ON,0 days 00:00:00.027676,7,0,1674,1866,1,R2 sleep,['R2 sleep'],5,0
14,8388,2009-07-23 20:24:30.072028,M001,ON,,2009-07-23 20:24:30.072028,,,['R2 sleep'],1,R2 sleep,R2 sleep,str,False,Sleep,"[1438, 1369]",[],no_activity,['R2 sleep'],R2 sleep,2009-07-23,20,evening,thu,M001_ON,0 days 00:00:03.023375,7,0,1438,1369,1,R2 sleep,['R2 sleep'],5,0
15,8389,2009-07-23 20:24:32.034773,M003,OFF,,2009-07-23 20:24:32.034773,,,['R2 sleep'],1,R2 sleep,R2 sleep,str,False,Sleep,"[1674, 1866]",[],no_activity,['R2 sleep'],R2 sleep,2009-07-23,20,evening,thu,M003_OFF,0 days 00:00:01.962745,7,0,1674,1866,1,R2 sleep,['R2 sleep'],5,0
16,8390,2009-07-23 20:24:35.083764,M001,OFF,,2009-07-23 20:24:35.083764,,,['R2 sleep'],1,R2 sleep,R2 sleep,str,False,Sleep,"[1438, 1369]",[],no_activity,['R2 sleep'],R2 sleep,2009-07-23,20,evening,thu,M001_OFF,0 days 00:00:03.048991,7,0,1438,1369,1,R2 sleep,['R2 sleep'],5,0
17,8391,2009-07-23 20:28:53.038795,M001,ON,,2009-07-23 20:28:53.038795,,,['R2 sleep'],1,R2 sleep,R2 sleep,str,False,Sleep,"[1438, 1369]",[],no_activity,['R2 sleep'],R2 sleep,2009-07-23,20,evening,thu,M001_ON,0 days 00:04:17.955031,7,0,1438,1369,1,R2 sleep,['R2 sleep'],5,0
18,8392,2009-07-23 20:28:54.058884,M001,OFF,,2009-07-23 20:28:54.058884,,,['R2 sleep'],1,R2 sleep,R2 sleep,str,False,Sleep,"[1438, 1369]",[],no_activity,['R2 sleep'],R2 sleep,2009-07-23,20,evening,thu,M001_OFF,0 days 00:00:01.020089,7,0,1438,1369,1,R2 sleep,['R2 sleep'],5,0
