time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,134022,2009-08-03 23:37:53.016573,M013,ON,,2009-08-03 23:37:53.016573,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-08-03,23,night_before_midnight,mon,M013_ON,0 days 00:00:00.943020,8,0,805,1343,1,no_activity,[],2,3
2,134023,2009-08-03 23:37:54.056631,M013,OFF,,2009-08-03 23:37:54.056631,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-08-03,23,night_before_midnight,mon,M013_OFF,0 days 00:00:01.040058,8,0,805,1343,1,no_activity,[],2,3
3,134024,2009-08-03 23:38:02.056101,M013,ON,,2009-08-03 23:38:02.056101,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-08-03,23,night_before_midnight,mon,M013_ON,0 days 00:00:07.999470,8,0,805,1343,1,no_activity,[],2,3
4,134025,2009-08-03 23:38:05.093864,M013,OFF,,2009-08-03 23:38:05.093864,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-08-03,23,night_before_midnight,mon,M013_OFF,0 days 00:00:03.037763,8,0,805,1343,1,no_activity,[],2,3
5,134026,2009-08-03 23:38:06.021069,M013,ON,,2009-08-03 23:38:06.021069,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-08-03,23,night_before_midnight,mon,M013_ON,0 days 00:00:00.927205,8,0,805,1343,1,no_activity,[],2,3
6,134027,2009-08-03 23:38:11.037845,M013,OFF,,2009-08-03 23:38:11.037845,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-08-03,23,night_before_midnight,mon,M013_OFF,0 days 00:00:05.016776,8,0,805,1343,1,no_activity,[],2,3
7,134028,2009-08-03 23:38:21.088838,M013,ON,,2009-08-03 23:38:21.088838,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-08-03,23,night_before_midnight,mon,M013_ON,0 days 00:00:10.050993,8,0,805,1343,1,no_activity,[],2,3
8,134029,2009-08-03 23:38:31.042758,M013,OFF,,2009-08-03 23:38:31.042758,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-08-03,23,night_before_midnight,mon,M013_OFF,0 days 00:00:09.953920,8,0,805,1343,1,no_activity,[],2,3
9,134030,2009-08-03 23:38:45.002221,M013,ON,,2009-08-03 23:38:45.002221,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-08-03,23,night_before_midnight,mon,M013_ON,0 days 00:00:13.959463,8,0,805,1343,1,no_activity,[],2,3
10,134031,2009-08-03 23:38:46.084853,M013,OFF,,2009-08-03 23:38:46.084853,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-08-03,23,night_before_midnight,mon,M013_OFF,0 days 00:00:01.082632,8,0,805,1343,1,no_activity,[],2,3
11,134032,2009-08-03 23:38:47.005259,M013,ON,,2009-08-03 23:38:47.005259,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-08-03,23,night_before_midnight,mon,M013_ON,0 days 00:00:00.920406,8,0,805,1343,1,no_activity,[],2,3
12,134033,2009-08-03 23:38:49.096899,M013,OFF,,2009-08-03 23:38:49.096899,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-08-03,23,night_before_midnight,mon,M013_OFF,0 days 00:00:02.091640,8,0,805,1343,1,no_activity,[],2,3
13,134034,2009-08-03 23:38:55.005254,M013,ON,,2009-08-03 23:38:55.005254,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-08-03,23,night_before_midnight,mon,M013_ON,0 days 00:00:05.908355,8,0,805,1343,1,no_activity,[],2,3
14,134035,2009-08-03 23:38:58.030019,M013,OFF,,2009-08-03 23:38:58.030019,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-08-03,23,night_before_midnight,mon,M013_OFF,0 days 00:00:03.024765,8,0,805,1343,1,no_activity,[],2,3
15,134036,2009-08-03 23:38:58.066905,M013,ON,,2009-08-03 23:38:58.066905,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-08-03,23,night_before_midnight,mon,M013_ON,0 days 00:00:00.036886,8,0,805,1343,1,no_activity,[],2,3
16,134037,2009-08-03 23:39:00.048033,M013,OFF,,2009-08-03 23:39:00.048033,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-08-03,23,night_before_midnight,mon,M013_OFF,0 days 00:00:01.981128,8,0,805,1343,1,no_activity,[],2,3
17,134038,2009-08-03 23:39:01.026872,M013,ON,,2009-08-03 23:39:01.026872,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-08-03,23,night_before_midnight,mon,M013_ON,0 days 00:00:00.978839,8,0,805,1343,1,no_activity,[],2,3
18,134039,2009-08-03 23:39:07.016066,M013,OFF,,2009-08-03 23:39:07.016066,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-08-03,23,night_before_midnight,mon,M013_OFF,0 days 00:00:05.989194,8,0,805,1343,1,no_activity,[],2,3
19,134040,2009-08-03 23:39:19.079971,M013,ON,,2009-08-03 23:39:19.079971,,,[],0,,no_activity,str,False,No_Activity,"[805, 1343]",[],no_activity,[],no_activity,2009-08-03,23,night_before_midnight,mon,M013_ON,0 days 00:00:12.063905,8,0,805,1343,1,no_activity,[],2,3
20,134041,2009-08-03 23:39:21.062853,M017,ON,,2009-08-03 23:39:21.062853,,,[],0,,no_activity,str,False,No_Activity,"[574, 1340]",[],no_activity,[],no_activity,2009-08-03,23,night_before_midnight,mon,M017_ON,0 days 00:00:01.982882,8,0,574,1340,1,no_activity,[],2,3
