time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,90548,2009-07-31 16:06:22.091436,M018,ON,,2009-07-31 16:06:22.091436,,,[],0,,no_activity,str,False,No_Activity,"[328, 1236]",[],no_activity,[],no_activity,2009-07-31,16,afternoon,fri,M018_ON,0 days 00:00:04.018984,5,0,328,1236,1,no_activity,[],10,2
2,90549,2009-07-31 16:06:23.029444,M022,OFF,,2009-07-31 16:06:23.029444,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-07-31,16,afternoon,fri,M022_OFF,0 days 00:00:00.938008,5,0,694,1791,1,no_activity,[],10,2
3,90550,2009-07-31 16:06:24.025449,M024,OFF,,2009-07-31 16:06:24.025449,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,16,afternoon,fri,M024_OFF,0 days 00:00:00.996005,5,0,149,1924,1,no_activity,[],10,2
4,90551,2009-07-31 16:06:24.099909,M018,OFF,,2009-07-31 16:06:24.099909,,,[],0,,no_activity,str,False,No_Activity,"[328, 1236]",[],no_activity,[],no_activity,2009-07-31,16,afternoon,fri,M018_OFF,0 days 00:00:00.074460,5,0,328,1236,1,no_activity,[],10,2
5,90552,2009-07-31 16:06:27.096886,M024,ON,,2009-07-31 16:06:27.096886,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,16,afternoon,fri,M024_ON,0 days 00:00:02.996977,5,0,149,1924,1,no_activity,[],10,2
6,90553,2009-07-31 16:06:28.004433,M021,ON,,2009-07-31 16:06:28.004433,,,[],0,,no_activity,str,False,No_Activity,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-31,16,afternoon,fri,M021_ON,0 days 00:00:00.907547,5,0,1003,1788,1,no_activity,[],10,2
7,90554,2009-07-31 16:06:30.088983,M022,ON,,2009-07-31 16:06:30.088983,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-07-31,16,afternoon,fri,M022_ON,0 days 00:00:02.084550,5,0,694,1791,1,no_activity,[],10,2
8,90555,2009-07-31 16:06:32.007999,M021,OFF,,2009-07-31 16:06:32.007999,,,[],0,,no_activity,str,False,No_Activity,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-31,16,afternoon,fri,M021_OFF,0 days 00:00:01.919016,5,0,1003,1788,1,no_activity,[],10,2
9,90556,2009-07-31 16:06:32.055319,M022,OFF,,2009-07-31 16:06:32.055319,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-07-31,16,afternoon,fri,M022_OFF,0 days 00:00:00.047320,5,0,694,1791,1,no_activity,[],10,2
10,90557,2009-07-31 16:06:33.085394,M024,OFF,,2009-07-31 16:06:33.085394,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,16,afternoon,fri,M024_OFF,0 days 00:00:01.030075,5,0,149,1924,1,no_activity,[],10,2
11,90558,2009-07-31 16:06:35.007917,M024,ON,,2009-07-31 16:06:35.007917,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,16,afternoon,fri,M024_ON,0 days 00:00:01.922523,5,0,149,1924,1,no_activity,[],10,2
12,90559,2009-07-31 16:06:37.001588,M024,OFF,,2009-07-31 16:06:37.001588,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,16,afternoon,fri,M024_OFF,0 days 00:00:01.993671,5,0,149,1924,1,no_activity,[],10,2
13,90560,2009-07-31 16:06:44.033397,M018,ON,,2009-07-31 16:06:44.033397,,,[],0,,no_activity,str,False,No_Activity,"[328, 1236]",[],no_activity,[],no_activity,2009-07-31,16,afternoon,fri,M018_ON,0 days 00:00:07.031809,5,0,328,1236,1,no_activity,[],10,2
14,90561,2009-07-31 16:06:46.066925,M018,OFF,,2009-07-31 16:06:46.066925,,,[],0,,no_activity,str,False,No_Activity,"[328, 1236]",[],no_activity,[],no_activity,2009-07-31,16,afternoon,fri,M018_OFF,0 days 00:00:02.033528,5,0,328,1236,1,no_activity,[],10,2
15,90562,2009-07-31 16:06:56.061907,M024,ON,,2009-07-31 16:06:56.061907,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,16,afternoon,fri,M024_ON,0 days 00:00:09.994982,5,0,149,1924,1,no_activity,[],10,2
16,90563,2009-07-31 16:07:00.021955,M024,OFF,,2009-07-31 16:07:00.021955,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,16,afternoon,fri,M024_OFF,0 days 00:00:03.960048,5,0,149,1924,1,no_activity,[],10,2
17,90564,2009-07-31 16:07:13.029344,M024,ON,,2009-07-31 16:07:13.029344,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,16,afternoon,fri,M024_ON,0 days 00:00:13.007389,5,0,149,1924,1,no_activity,[],10,2
18,90565,2009-07-31 16:07:18.002951,M024,OFF,,2009-07-31 16:07:18.002951,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,16,afternoon,fri,M024_OFF,0 days 00:00:04.973607,5,0,149,1924,1,no_activity,[],10,2
19,90566,2009-07-31 16:07:20.038263,M024,ON,,2009-07-31 16:07:20.038263,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,16,afternoon,fri,M024_ON,0 days 00:00:02.035312,5,0,149,1924,1,no_activity,[],10,2
20,90567,2009-07-31 16:07:22.053016,M024,OFF,,2009-07-31 16:07:22.053016,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,16,afternoon,fri,M024_OFF,0 days 00:00:02.014753,5,0,149,1924,1,no_activity,[],10,2
