time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,117130,2009-08-02 15:12:35.067306,M001,ON,,2009-08-02 15:12:35.067306,,,[],0,,no_activity,str,False,No_Activity,"[1438, 1369]",[],no_activity,[],no_activity,2009-08-02,15,afternoon,sun,M001_ON,0 days 00:00:00.026072,5,0,1438,1369,1,no_activity,[],7,3
2,117131,2009-08-02 15:12:37.026864,M002,OFF,,2009-08-02 15:12:37.026864,,,[],0,,no_activity,str,False,No_Activity,"[1960, 1863]",[],no_activity,[],no_activity,2009-08-02,15,afternoon,sun,M002_OFF,0 days 00:00:01.959558,5,0,1960,1863,1,no_activity,[],7,3
3,117132,2009-08-02 15:12:40.054361,M001,OFF,,2009-08-02 15:12:40.054361,,,[],0,,no_activity,str,False,No_Activity,"[1438, 1369]",[],no_activity,[],no_activity,2009-08-02,15,afternoon,sun,M001_OFF,0 days 00:00:03.027497,5,0,1438,1369,1,no_activity,[],7,3
4,117133,2009-08-02 15:12:41.013679,M001,ON,,2009-08-02 15:12:41.013679,,,[],0,,no_activity,str,False,No_Activity,"[1438, 1369]",[],no_activity,[],no_activity,2009-08-02,15,afternoon,sun,M001_ON,0 days 00:00:00.959318,5,0,1438,1369,1,no_activity,[],7,3
5,117134,2009-08-02 15:12:45.093437,M001,OFF,,2009-08-02 15:12:45.093437,,,[],0,,no_activity,str,False,No_Activity,"[1438, 1369]",[],no_activity,[],no_activity,2009-08-02,15,afternoon,sun,M001_OFF,0 days 00:00:04.079758,5,0,1438,1369,1,no_activity,[],7,3
6,117135,2009-08-02 15:12:46.069441,M001,ON,,2009-08-02 15:12:46.069441,,,[],0,,no_activity,str,False,No_Activity,"[1438, 1369]",[],no_activity,[],no_activity,2009-08-02,15,afternoon,sun,M001_ON,0 days 00:00:00.976004,5,0,1438,1369,1,no_activity,[],7,3
7,117136,2009-08-02 15:12:53.072397,M001,OFF,,2009-08-02 15:12:53.072397,,,[],0,,no_activity,str,False,No_Activity,"[1438, 1369]",[],no_activity,[],no_activity,2009-08-02,15,afternoon,sun,M001_OFF,0 days 00:00:07.002956,5,0,1438,1369,1,no_activity,[],7,3
8,117137,2009-08-02 15:12:54.061947,M001,ON,,2009-08-02 15:12:54.061947,,,[],0,,no_activity,str,False,No_Activity,"[1438, 1369]",[],no_activity,[],no_activity,2009-08-02,15,afternoon,sun,M001_ON,0 days 00:00:00.989550,5,0,1438,1369,1,no_activity,[],7,3
9,117138,2009-08-02 15:12:56.033189,M001,OFF,,2009-08-02 15:12:56.033189,,,[],0,,no_activity,str,False,No_Activity,"[1438, 1369]",[],no_activity,[],no_activity,2009-08-02,15,afternoon,sun,M001_OFF,0 days 00:00:01.971242,5,0,1438,1369,1,no_activity,[],7,3
10,117139,2009-08-02 15:13:03.045526,M001,ON,,2009-08-02 15:13:03.045526,,,[],0,,no_activity,str,False,No_Activity,"[1438, 1369]",[],no_activity,[],no_activity,2009-08-02,15,afternoon,sun,M001_ON,0 days 00:00:07.012337,5,0,1438,1369,1,no_activity,[],7,3
