time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,37793,2009-07-27 07:21:57.099998,M023,ON,,2009-07-27 07:21:57.099998,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[149, 964]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-07-27,7,early_morning,mon,M023_ON,0 days 00:00:00.080872,5,0,149,964,1,R2 take medicine,['R2 take medicine'],11,0
2,37794,2009-07-27 07:21:58.053514,M011,ON,,2009-07-27 07:21:58.053514,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[1061, 1379]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-07-27,7,early_morning,mon,M011_ON,0 days 00:00:00.953516,5,0,1061,1379,1,R2 take medicine,['R2 take medicine'],11,0
3,37795,2009-07-27 07:21:59.001198,M012,ON,,2009-07-27 07:21:59.001198,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[1006, 1502]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-07-27,7,early_morning,mon,M012_ON,0 days 00:00:00.947684,5,0,1006,1502,1,R2 take medicine,['R2 take medicine'],11,0
4,37799,2009-07-27 07:22:01.027532,M021,ON,,2009-07-27 07:22:01.027532,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[1003, 1788]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-07-27,7,early_morning,mon,M021_ON,0 days 00:00:00.015423,5,0,1003,1788,1,R2 take medicine,['R2 take medicine'],11,0
5,37801,2009-07-27 07:22:03.002296,M022,ON,,2009-07-27 07:22:03.002296,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[694, 1791]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-07-27,7,early_morning,mon,M022_ON,0 days 00:00:01.948101,5,0,694,1791,1,R2 take medicine,['R2 take medicine'],11,0
6,37806,2009-07-27 07:22:13.009637,M021,ON,,2009-07-27 07:22:13.009637,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[1003, 1788]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-07-27,7,early_morning,mon,M021_ON,0 days 00:00:04.008224,5,0,1003,1788,1,R2 take medicine,['R2 take medicine'],11,0
7,37807,2009-07-27 07:22:14.073333,M024,ON,,2009-07-27 07:22:14.073333,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[149, 1924]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-07-27,7,early_morning,mon,M024_ON,0 days 00:00:01.063696,5,0,149,1924,1,R2 take medicine,['R2 take medicine'],11,0
8,37808,2009-07-27 07:22:19.042637,M011,ON,,2009-07-27 07:22:19.042637,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[1061, 1379]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-07-27,7,early_morning,mon,M011_ON,0 days 00:00:04.969304,5,0,1061,1379,1,R2 take medicine,['R2 take medicine'],11,0
9,37809,2009-07-27 07:22:19.060836,M012,ON,,2009-07-27 07:22:19.060836,,,['R2 take medicine'],1,R2 take medicine,R2 take medicine,str,False,Take_medicine,"[1006, 1502]",[],no_activity,['R2 take medicine'],R2 take medicine,2009-07-27,7,early_morning,mon,M012_ON,0 days 00:00:00.018199,5,0,1006,1502,1,R2 take medicine,['R2 take medicine'],11,0
10,37811,2009-07-27 07:22:22.006264,M010,ON,,2009-07-27 07:22:22.006264,,,[],0,,no_activity,str,False,No_Activity,"[1551, 1866]",[],no_activity,[],no_activity,2009-07-27,7,early_morning,mon,M010_ON,0 days 00:00:00.937069,5,0,1551,1866,1,no_activity,[],11,0
