time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,52748,2009-07-28 08:06:34.065382,M005,ON,,2009-07-28 08:06:34.065382,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[2489, 2197]",[],no_activity,['R2 wake'],R2 wake,2009-07-28,8,late_morning,tue,M005_ON,0 days 00:00:04.037516,5,0,2489,2197,1,R2 wake,['R2 wake'],1,2
2,52749,2009-07-28 08:06:35.064919,M008,ON,,2009-07-28 08:06:35.064919,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[2268, 2109]",[],no_activity,['R2 wake'],R2 wake,2009-07-28,8,late_morning,tue,M008_ON,0 days 00:00:00.999537,5,0,2268,2109,1,R2 wake,['R2 wake'],1,2
3,52752,2009-07-28 08:06:43.085204,M009,ON,,2009-07-28 08:06:43.085204,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[2362, 2362]",[],no_activity,['R2 wake'],R2 wake,2009-07-28,8,late_morning,tue,M009_ON,0 days 00:00:05.039361,5,0,2362,2362,1,R2 wake,['R2 wake'],1,2
4,52755,2009-07-28 08:06:47.009765,M009,ON,,2009-07-28 08:06:47.009765,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[2362, 2362]",[],no_activity,['R2 wake'],R2 wake,2009-07-28,8,late_morning,tue,M009_ON,0 days 00:00:01.992714,5,0,2362,2362,1,R2 wake,['R2 wake'],1,2
5,52756,2009-07-28 08:06:48.040707,M005,ON,,2009-07-28 08:06:48.040707,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[2489, 2197]",[],no_activity,['R2 wake'],R2 wake,2009-07-28,8,late_morning,tue,M005_ON,0 days 00:00:01.030942,5,0,2489,2197,1,R2 wake,['R2 wake'],1,2
6,52759,2009-07-28 08:06:59.000314,M009,ON,,2009-07-28 08:06:59.000314,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[2362, 2362]",[],no_activity,['R2 wake'],R2 wake,2009-07-28,8,late_morning,tue,M009_ON,0 days 00:00:07.905489,5,0,2362,2362,1,R2 wake,['R2 wake'],1,2
7,52761,2009-07-28 08:07:06.018914,M009,ON,,2009-07-28 08:07:06.018914,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[2362, 2362]",[],no_activity,['R2 wake'],R2 wake,2009-07-28,8,late_morning,tue,M009_ON,0 days 00:00:00.998809,5,0,2362,2362,1,R2 wake,['R2 wake'],1,2
8,52763,2009-07-28 08:07:18.063127,M009,ON,,2009-07-28 08:07:18.063127,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[2362, 2362]",[],no_activity,['R2 wake'],R2 wake,2009-07-28,8,late_morning,tue,M009_ON,0 days 00:00:01.984279,5,0,2362,2362,1,R2 wake,['R2 wake'],1,2
9,52765,2009-07-28 08:07:25.093231,M009,ON,,2009-07-28 08:07:25.093231,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[2362, 2362]",[],no_activity,['R2 wake'],R2 wake,2009-07-28,8,late_morning,tue,M009_ON,0 days 00:00:00.078840,5,0,2362,2362,1,R2 wake,['R2 wake'],1,2
10,52766,2009-07-28 08:07:30.025393,M005,ON,,2009-07-28 08:07:30.025393,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[2489, 2197]",[],no_activity,['R2 wake'],R2 wake,2009-07-28,8,late_morning,tue,M005_ON,0 days 00:00:04.932162,5,0,2489,2197,1,R2 wake,['R2 wake'],1,2
