time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,79550,2009-07-30 18:32:29.046167,M021,ON,,2009-07-30 18:32:29.046167,,,[],0,,no_activity,str,False,No_Activity,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-30,18,evening,thu,M021_ON,0 days 00:00:01.038391,7,0,1003,1788,1,no_activity,[],0,1
2,79551,2009-07-30 18:32:29.071997,M022,ON,,2009-07-30 18:32:29.071997,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-07-30,18,evening,thu,M022_ON,0 days 00:00:00.025830,7,0,694,1791,1,no_activity,[],0,1
3,79554,2009-07-30 18:32:33.038227,M022,ON,,2009-07-30 18:32:33.038227,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-07-30,18,evening,thu,M022_ON,0 days 00:00:00.948339,7,0,694,1791,1,no_activity,[],0,1
4,79555,2009-07-30 18:32:35.055257,M021,ON,,2009-07-30 18:32:35.055257,,,[],0,,no_activity,str,False,No_Activity,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-30,18,evening,thu,M021_ON,0 days 00:00:02.017030,7,0,1003,1788,1,no_activity,[],0,1
5,79558,2009-07-30 18:32:39.045159,M022,ON,,2009-07-30 18:32:39.045159,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-07-30,18,evening,thu,M022_ON,0 days 00:00:00.969061,7,0,694,1791,1,no_activity,[],0,1
6,79560,2009-07-30 18:32:42.015441,M012,ON,,2009-07-30 18:32:42.015441,,,[],0,,no_activity,str,False,No_Activity,"[1006, 1502]",[],no_activity,[],no_activity,2009-07-30,18,evening,thu,M012_ON,0 days 00:00:00.936199,7,0,1006,1502,1,no_activity,[],0,1
7,79561,2009-07-30 18:32:42.044232,M011,ON,,2009-07-30 18:32:42.044232,,,[],0,,no_activity,str,False,No_Activity,"[1061, 1379]",[],no_activity,[],no_activity,2009-07-30,18,evening,thu,M011_ON,0 days 00:00:00.028791,7,0,1061,1379,1,no_activity,[],0,1
8,79564,2009-07-30 18:32:45.071335,M014,ON,,2009-07-30 18:32:45.071335,,,[],0,,no_activity,str,False,No_Activity,"[1068, 1207]",[],no_activity,[],no_activity,2009-07-30,18,evening,thu,M014_ON,0 days 00:00:00.058410,7,0,1068,1207,1,no_activity,[],0,1
9,79566,2009-07-30 18:32:47.005485,M023,ON,,2009-07-30 18:32:47.005485,,,[],0,,no_activity,str,False,No_Activity,"[149, 964]",[],no_activity,[],no_activity,2009-07-30,18,evening,thu,M023_ON,0 days 00:00:01.004848,7,0,149,964,1,no_activity,[],0,1
10,79567,2009-07-30 18:32:47.053052,M016,ON,,2009-07-30 18:32:47.053052,,,[],0,,no_activity,str,False,No_Activity,"[649, 1035]",[],no_activity,[],no_activity,2009-07-30,18,evening,thu,M016_ON,0 days 00:00:00.047567,7,0,649,1035,1,no_activity,[],0,1
