time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,89536,2009-07-31 15:17:11.048239,M021,ON,,2009-07-31 15:17:11.048239,,,[],0,,no_activity,str,False,No_Activity,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-31,15,afternoon,fri,M021_ON,0 days 00:00:01.992245,5,0,1003,1788,1,no_activity,[],8,1
2,89537,2009-07-31 15:17:13.029967,M021,OFF,,2009-07-31 15:17:13.029967,,,[],0,,no_activity,str,False,No_Activity,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-31,15,afternoon,fri,M021_OFF,0 days 00:00:01.981728,5,0,1003,1788,1,no_activity,[],8,1
3,89538,2009-07-31 15:17:21.053028,M024,ON,,2009-07-31 15:17:21.053028,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,15,afternoon,fri,M024_ON,0 days 00:00:08.023061,5,0,149,1924,1,no_activity,[],8,1
4,89539,2009-07-31 15:17:24.060306,M024,OFF,,2009-07-31 15:17:24.060306,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,15,afternoon,fri,M024_OFF,0 days 00:00:03.007278,5,0,149,1924,1,no_activity,[],8,1
5,89540,2009-07-31 15:17:27.004569,M024,ON,,2009-07-31 15:17:27.004569,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,15,afternoon,fri,M024_ON,0 days 00:00:02.944263,5,0,149,1924,1,no_activity,[],8,1
6,89541,2009-07-31 15:17:31.092606,M024,OFF,,2009-07-31 15:17:31.092606,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,15,afternoon,fri,M024_OFF,0 days 00:00:04.088037,5,0,149,1924,1,no_activity,[],8,1
7,89542,2009-07-31 15:17:50.005264,M024,ON,,2009-07-31 15:17:50.005264,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,15,afternoon,fri,M024_ON,0 days 00:00:18.912658,5,0,149,1924,1,no_activity,[],8,1
8,89543,2009-07-31 15:17:54.061025,M024,OFF,,2009-07-31 15:17:54.061025,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,15,afternoon,fri,M024_OFF,0 days 00:00:04.055761,5,0,149,1924,1,no_activity,[],8,1
9,89544,2009-07-31 15:17:57.008882,M024,ON,,2009-07-31 15:17:57.008882,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,15,afternoon,fri,M024_ON,0 days 00:00:02.947857,5,0,149,1924,1,no_activity,[],8,1
10,89545,2009-07-31 15:18:01.011155,M024,OFF,,2009-07-31 15:18:01.011155,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,15,afternoon,fri,M024_OFF,0 days 00:00:04.002273,5,0,149,1924,1,no_activity,[],8,1
11,89546,2009-07-31 15:18:02.008991,M021,ON,,2009-07-31 15:18:02.008991,,,[],0,,no_activity,str,False,No_Activity,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-31,15,afternoon,fri,M021_ON,0 days 00:00:00.997836,5,0,1003,1788,1,no_activity,[],8,1
12,89547,2009-07-31 15:18:02.074056,M024,ON,,2009-07-31 15:18:02.074056,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,15,afternoon,fri,M024_ON,0 days 00:00:00.065065,5,0,149,1924,1,no_activity,[],8,1
13,89548,2009-07-31 15:18:06.035182,M021,OFF,,2009-07-31 15:18:06.035182,,,[],0,,no_activity,str,False,No_Activity,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-31,15,afternoon,fri,M021_OFF,0 days 00:00:03.961126,5,0,1003,1788,1,no_activity,[],8,1
14,89549,2009-07-31 15:18:08.038987,M024,OFF,,2009-07-31 15:18:08.038987,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,15,afternoon,fri,M024_OFF,0 days 00:00:02.003805,5,0,149,1924,1,no_activity,[],8,1
15,89550,2009-07-31 15:18:13.074961,M024,ON,,2009-07-31 15:18:13.074961,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,15,afternoon,fri,M024_ON,0 days 00:00:05.035974,5,0,149,1924,1,no_activity,[],8,1
16,89551,2009-07-31 15:18:17.065361,M024,OFF,,2009-07-31 15:18:17.065361,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,15,afternoon,fri,M024_OFF,0 days 00:00:03.990400,5,0,149,1924,1,no_activity,[],8,1
17,89552,2009-07-31 15:18:20.028315,M024,ON,,2009-07-31 15:18:20.028315,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,15,afternoon,fri,M024_ON,0 days 00:00:02.962954,5,0,149,1924,1,no_activity,[],8,1
18,89553,2009-07-31 15:18:21.006718,M024,OFF,,2009-07-31 15:18:21.006718,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,15,afternoon,fri,M024_OFF,0 days 00:00:00.978403,5,0,149,1924,1,no_activity,[],8,1
19,89554,2009-07-31 15:18:21.009459,M024,ON,,2009-07-31 15:18:21.009459,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,15,afternoon,fri,M024_ON,0 days 00:00:00.002741,5,0,149,1924,1,no_activity,[],8,1
20,89555,2009-07-31 15:18:23.084902,M024,OFF,,2009-07-31 15:18:23.084902,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-31,15,afternoon,fri,M024_OFF,0 days 00:00:02.075443,5,0,149,1924,1,no_activity,[],8,1
