time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,11007,2009-07-24 07:34:27.061278,M002,ON,,2009-07-24 07:34:27.061278,,,[],0,,no_activity,str,False,No_Activity,"[1960, 1863]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M002_ON,0 days 00:00:00.024825,3,0,1960,1863,1,no_activity,[],7,0
2,11008,2009-07-24 07:34:29.007084,M001,ON,,2009-07-24 07:34:29.007084,,,[],0,,no_activity,str,False,No_Activity,"[1438, 1369]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M001_ON,0 days 00:00:01.945806,3,0,1438,1369,1,no_activity,[],7,0
3,11009,2009-07-24 07:34:29.009442,M006,OFF,,2009-07-24 07:34:29.009442,,,[],0,,no_activity,str,False,No_Activity,"[1963, 1960]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M006_OFF,0 days 00:00:00.002358,3,0,1963,1960,1,no_activity,[],7,0
4,11010,2009-07-24 07:34:31.014367,M002,OFF,,2009-07-24 07:34:31.014367,,,[],0,,no_activity,str,False,No_Activity,"[1960, 1863]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M002_OFF,0 days 00:00:02.004925,3,0,1960,1863,1,no_activity,[],7,0
5,11011,2009-07-24 07:34:35.060425,M001,OFF,,2009-07-24 07:34:35.060425,,,[],0,,no_activity,str,False,No_Activity,"[1438, 1369]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M001_OFF,0 days 00:00:04.046058,3,0,1438,1369,1,no_activity,[],7,0
6,11012,2009-07-24 07:34:39.071857,M001,ON,,2009-07-24 07:34:39.071857,,,[],0,,no_activity,str,False,No_Activity,"[1438, 1369]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M001_ON,0 days 00:00:04.011432,3,0,1438,1369,1,no_activity,[],7,0
7,11013,2009-07-24 07:34:42.087744,M001,OFF,,2009-07-24 07:34:42.087744,,,[],0,,no_activity,str,False,No_Activity,"[1438, 1369]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M001_OFF,0 days 00:00:03.015887,3,0,1438,1369,1,no_activity,[],7,0
8,11014,2009-07-24 07:34:46.005816,M001,ON,,2009-07-24 07:34:46.005816,,,[],0,,no_activity,str,False,No_Activity,"[1438, 1369]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M001_ON,0 days 00:00:03.918072,3,0,1438,1369,1,no_activity,[],7,0
9,11015,2009-07-24 07:34:49.077313,M001,OFF,,2009-07-24 07:34:49.077313,,,[],0,,no_activity,str,False,No_Activity,"[1438, 1369]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M001_OFF,0 days 00:00:03.071497,3,0,1438,1369,1,no_activity,[],7,0
10,11016,2009-07-24 07:34:52.024176,M001,ON,,2009-07-24 07:34:52.024176,,,[],0,,no_activity,str,False,No_Activity,"[1438, 1369]",[],no_activity,[],no_activity,2009-07-24,7,early_morning,fri,M001_ON,0 days 00:00:02.946863,3,0,1438,1369,1,no_activity,[],7,0
