time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,52243,2009-07-28 07:45:18.019435,M022,ON,,2009-07-28 07:45:18.019435,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-07-28,7,early_morning,tue,M022_ON,0 days 00:00:00.927044,5,0,694,1791,1,no_activity,[],17,0
2,52244,2009-07-28 07:45:18.043463,M024,ON,,2009-07-28 07:45:18.043463,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-28,7,early_morning,tue,M024_ON,0 days 00:00:00.024028,5,0,149,1924,1,no_activity,[],17,0
3,52247,2009-07-28 07:45:38.050035,M022,ON,,2009-07-28 07:45:38.050035,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-07-28,7,early_morning,tue,M022_ON,0 days 00:00:14.048362,5,0,694,1791,1,no_activity,[],17,0
4,52249,2009-07-28 07:45:47.019325,M024,ON,,2009-07-28 07:45:47.019325,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-28,7,early_morning,tue,M024_ON,0 days 00:00:06.010314,5,0,149,1924,1,no_activity,[],17,0
5,52250,2009-07-28 07:45:49.022899,M022,ON,,2009-07-28 07:45:49.022899,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-07-28,7,early_morning,tue,M022_ON,0 days 00:00:02.003574,5,0,694,1791,1,no_activity,[],17,0
6,52251,2009-07-28 07:45:51.006509,M024,ON,,2009-07-28 07:45:51.006509,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-28,7,early_morning,tue,M024_ON,0 days 00:00:01.983610,5,0,149,1924,1,no_activity,[],17,0
7,52255,2009-07-28 07:45:57.069351,M024,ON,,2009-07-28 07:45:57.069351,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-28,7,early_morning,tue,M024_ON,0 days 00:00:02.028400,5,0,149,1924,1,no_activity,[],17,0
8,52256,2009-07-28 07:45:59.007831,M024,ON,,2009-07-28 07:45:59.007831,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-28,7,early_morning,tue,M024_ON,0 days 00:00:01.938480,5,0,149,1924,1,no_activity,[],17,0
9,52258,2009-07-28 07:46:01.058253,M022,ON,,2009-07-28 07:46:01.058253,,,[],0,,no_activity,str,False,No_Activity,"[694, 1791]",[],no_activity,[],no_activity,2009-07-28,7,early_morning,tue,M022_ON,0 days 00:00:02.036987,5,0,694,1791,1,no_activity,[],17,0
10,52261,2009-07-28 07:46:15.092165,M024,ON,,2009-07-28 07:46:15.092165,,,[],0,,no_activity,str,False,No_Activity,"[149, 1924]",[],no_activity,[],no_activity,2009-07-28,7,early_morning,tue,M024_ON,0 days 00:00:09.086068,5,0,149,1924,1,no_activity,[],17,0
11,52262,2009-07-28 07:46:16.080561,M021,ON,,2009-07-28 07:46:16.080561,,,[],0,,no_activity,str,False,No_Activity,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-28,7,early_morning,tue,M021_ON,0 days 00:00:00.988396,5,0,1003,1788,1,no_activity,[],17,0
