time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,107513,2009-08-01 18:45:29.091275,M005,ON,,2009-08-01 18:45:29.091275,,,[],0,,no_activity,str,False,No_Activity,"[2489, 2197]",[],no_activity,[],no_activity,2009-08-01,18,evening,sat,M005_ON,0 days 00:00:06.082540,6,0,2489,2197,1,no_activity,[],3,4
2,107515,2009-08-01 18:45:34.076415,M005,ON,,2009-08-01 18:45:34.076415,,,[],0,,no_activity,str,False,No_Activity,"[2489, 2197]",[],no_activity,[],no_activity,2009-08-01,18,evening,sat,M005_ON,0 days 00:00:02.061396,6,0,2489,2197,1,no_activity,[],3,4
3,107516,2009-08-01 18:45:45.079705,M006,ON,,2009-08-01 18:45:45.079705,,,[],0,,no_activity,str,False,No_Activity,"[1963, 1960]",[],no_activity,[],no_activity,2009-08-01,18,evening,sat,M006_ON,0 days 00:00:11.003290,6,0,1963,1960,1,no_activity,[],3,4
4,107518,2009-08-01 18:45:46.092056,M002,ON,,2009-08-01 18:45:46.092056,,,[],0,,no_activity,str,False,No_Activity,"[1960, 1863]",[],no_activity,[],no_activity,2009-08-01,18,evening,sat,M002_ON,0 days 00:00:00.075322,6,0,1960,1863,1,no_activity,[],3,4
5,107520,2009-08-01 18:45:53.022434,M006,ON,,2009-08-01 18:45:53.022434,,,[],0,,no_activity,str,False,No_Activity,"[1963, 1960]",[],no_activity,[],no_activity,2009-08-01,18,evening,sat,M006_ON,0 days 00:00:03.948252,6,0,1963,1960,1,no_activity,[],3,4
6,107522,2009-08-01 18:45:56.055539,M005,ON,,2009-08-01 18:45:56.055539,,,[],0,,no_activity,str,False,No_Activity,"[2489, 2197]",[],no_activity,[],no_activity,2009-08-01,18,evening,sat,M005_ON,0 days 00:00:00.978308,6,0,2489,2197,1,no_activity,[],3,4
7,107524,2009-08-01 18:46:04.015898,M006,ON,,2009-08-01 18:46:04.015898,,,[],0,,no_activity,str,False,No_Activity,"[1963, 1960]",[],no_activity,[],no_activity,2009-08-01,18,evening,sat,M006_ON,0 days 00:00:06.975604,6,0,1963,1960,1,no_activity,[],3,4
8,107525,2009-08-01 18:46:05.000158,M002,ON,,2009-08-01 18:46:05.000158,,,[],0,,no_activity,str,False,No_Activity,"[1960, 1863]",[],no_activity,[],no_activity,2009-08-01,18,evening,sat,M002_ON,0 days 00:00:00.984260,6,0,1960,1863,1,no_activity,[],3,4
9,107527,2009-08-01 18:46:06.007108,M003,ON,,2009-08-01 18:46:06.007108,,,[],0,,no_activity,str,False,No_Activity,"[1674, 1866]",[],no_activity,[],no_activity,2009-08-01,18,evening,sat,M003_ON,0 days 00:00:00.999009,6,0,1674,1866,1,no_activity,[],3,4
10,107528,2009-08-01 18:46:07.055055,M001,ON,,2009-08-01 18:46:07.055055,,,[],0,,no_activity,str,False,No_Activity,"[1438, 1369]",[],no_activity,[],no_activity,2009-08-01,18,evening,sat,M001_ON,0 days 00:00:01.047947,6,0,1438,1369,1,no_activity,[],3,4
