time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,13573,2009-07-24 12:01:45.095091,M022,ON,,2009-07-24 12:01:45.095091,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[694, 1791]",[],no_activity,[],no_activity,2009-07-24,12,afternoon,fri,M022_ON,0 days 00:00:00.042269,4,0,694,1791,1,Lunch,['Lunch'],14,2
2,13574,2009-07-24 12:01:46.086333,M021,ON,,2009-07-24 12:01:46.086333,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-24,12,afternoon,fri,M021_ON,0 days 00:00:00.991242,4,0,1003,1788,1,Lunch,['Lunch'],14,2
3,13578,2009-07-24 12:02:03.096869,M021,ON,,2009-07-24 12:02:03.096869,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-24,12,afternoon,fri,M021_ON,0 days 00:00:11.087044,4,0,1003,1788,1,Lunch,['Lunch'],14,2
4,13580,2009-07-24 12:02:13.042218,M024,ON,,2009-07-24 12:02:13.042218,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[149, 1924]",[],no_activity,[],no_activity,2009-07-24,12,afternoon,fri,M024_ON,0 days 00:00:05.965330,4,0,149,1924,1,Lunch,['Lunch'],14,2
5,13582,2009-07-24 12:02:16.026339,M024,ON,,2009-07-24 12:02:16.026339,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[149, 1924]",[],no_activity,[],no_activity,2009-07-24,12,afternoon,fri,M024_ON,0 days 00:00:01.021656,4,0,149,1924,1,Lunch,['Lunch'],14,2
6,13583,2009-07-24 12:02:16.041949,M021,ON,,2009-07-24 12:02:16.041949,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[1003, 1788]",[],no_activity,[],no_activity,2009-07-24,12,afternoon,fri,M021_ON,0 days 00:00:00.015610,4,0,1003,1788,1,Lunch,['Lunch'],14,2
7,13585,2009-07-24 12:02:18.048096,M024,ON,,2009-07-24 12:02:18.048096,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[149, 1924]",[],no_activity,[],no_activity,2009-07-24,12,afternoon,fri,M024_ON,0 days 00:00:00.028103,4,0,149,1924,1,Lunch,['Lunch'],14,2
8,13587,2009-07-24 12:02:20.062931,M024,ON,,2009-07-24 12:02:20.062931,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[149, 1924]",[],no_activity,[],no_activity,2009-07-24,12,afternoon,fri,M024_ON,0 days 00:00:00.059226,4,0,149,1924,1,Lunch,['Lunch'],14,2
9,13588,2009-07-24 12:02:21.008036,M005,ON,,2009-07-24 12:02:21.008036,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[2489, 2197]",[],no_activity,[],no_activity,2009-07-24,12,afternoon,fri,M005_ON,0 days 00:00:00.945105,4,0,2489,2197,1,Lunch,['Lunch'],14,2
10,13590,2009-07-24 12:02:23.017374,M007,ON,,2009-07-24 12:02:23.017374,,,['Lunch'],1,Lunch,Lunch,str,False,Eat,"[1970, 2369]",[],no_activity,[],no_activity,2009-07-24,12,afternoon,fri,M007_ON,0 days 00:00:00.926640,4,0,1970,2369,1,Lunch,['Lunch'],14,2
