time,original_idx,date,sensor,state,activity,marker,datetime,activity_full,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,102011,2011-04-14 15:20:57.923373,D002,OPEN,,,2011-04-14 15:20:57.923373,,[],0,,no_activity,str,False,No_Activity,"[451, 960]",2011-04-14,15,afternoon,thu,D002_OPEN,0 days 00:00:05.592682,3,0,451,960,1,no_activity,[],0,0
2,102014,2011-04-14 15:21:02.046614,M019,ON,,,2011-04-14 15:21:02.046614,,[],0,,no_activity,str,False,No_Activity,"[345, 806]",2011-04-14,15,afternoon,thu,M019_ON,0 days 00:00:00.153860,3,0,345,806,1,no_activity,[],0,0
3,102015,2011-04-14 15:21:02.796249,M016,ON,,,2011-04-14 15:21:02.796249,,[],0,,no_activity,str,False,No_Activity,"[449, 937]",2011-04-14,15,afternoon,thu,M016_ON,0 days 00:00:00.749635,3,0,449,937,1,no_activity,[],0,0
4,102016,2011-04-14 15:21:03.85902,M017,ON,,,2011-04-14 15:21:03.859020,,[],0,,no_activity,str,False,No_Activity,"[457, 873]",2011-04-14,15,afternoon,thu,M017_ON,0 days 00:00:01.062771,3,0,457,873,1,no_activity,[],0,0
5,102018,2011-04-14 15:21:08.067144,M016,ON,,,2011-04-14 15:21:08.067144,,[],0,,no_activity,str,False,No_Activity,"[449, 937]",2011-04-14,15,afternoon,thu,M016_ON,0 days 00:00:02.668117,3,0,449,937,1,no_activity,[],0,0
6,102021,2011-04-14 15:21:09.043983,M019,ON,,,2011-04-14 15:21:09.043983,,[],0,,no_activity,str,False,No_Activity,"[345, 806]",2011-04-14,15,afternoon,thu,M019_ON,0 days 00:00:00.065676,3,0,345,806,1,no_activity,[],0,0
7,102024,2011-04-14 15:21:35.353637,M016,ON,,,2011-04-14 15:21:35.353637,,[],0,,no_activity,str,False,No_Activity,"[449, 937]",2011-04-14,15,afternoon,thu,M016_ON,0 days 00:00:10.681796,3,0,449,937,1,no_activity,[],0,0
8,102025,2011-04-14 15:21:49.775445,M017,ON,,,2011-04-14 15:21:49.775445,,[],0,,no_activity,str,False,No_Activity,"[457, 873]",2011-04-14,15,afternoon,thu,M017_ON,0 days 00:00:14.421808,3,0,457,873,1,no_activity,[],0,0
9,102027,2011-04-14 15:21:59.224354,M018,ON,,,2011-04-14 15:21:59.224354,,[],0,,no_activity,str,False,No_Activity,"[477, 743]",2011-04-14,15,afternoon,thu,M018_ON,0 days 00:00:07.695829,3,0,477,743,1,no_activity,[],0,0
10,102028,2011-04-14 15:21:59.289992,M019,ON,,,2011-04-14 15:21:59.289992,,[],0,,no_activity,str,False,No_Activity,"[345, 806]",2011-04-14,15,afternoon,thu,M019_ON,0 days 00:00:00.065638,3,0,345,806,1,no_activity,[],0,0
