timestamp_round,sensor,value,label,time,x,y,label_first,label_list
2009-11-21 10:01:00,M014,4,Kitchen_Activity,1,453,77,Kitchen_Activity,[]
2009-11-21 10:01:00,M015,2,Kitchen_Activity,1,455,184,Kitchen_Activity,[]
2009-11-21 10:01:00,M022,2,Kitchen_Activity,1,630,104,Kitchen_Activity,[]
2009-11-21 10:01:00,M023,0,no_sensor_readings,1,543,146,Kitchen_Activity,[]
2009-11-21 10:01:00,M003,0,no_sensor_readings,1,918,148,Kitchen_Activity,[]
2009-11-21 10:01:00,M012,0,no_sensor_readings,1,716,150,Kitchen_Activity,[]
2009-11-21 10:01:00,M027,0,no_sensor_readings,1,974,495,Kitchen_Activity,[]
2009-11-21 10:01:00,M004,0,no_sensor_readings,1,818,906,Kitchen_Activity,[]
2009-11-21 10:01:00,M001,0,no_sensor_readings,1,1154,69,Kitchen_Activity,[]
2009-11-21 10:01:00,M002,0,no_sensor_readings,1,1156,250,Kitchen_Activity,[]
2009-11-21 10:01:00,D003,0,no_sensor_readings,1,449,27,Kitchen_Activity,[]
2009-11-21 10:01:00,M009,0,no_sensor_readings,1,599,655,Kitchen_Activity,[]
2009-11-21 10:01:00,M010,0,no_sensor_readings,1,716,344,Kitchen_Activity,[]
2009-11-21 10:01:00,M019,0,no_sensor_readings,1,532,787,Kitchen_Activity,[]
2009-11-21 10:01:00,M020,0,no_sensor_readings,1,161,889,Kitchen_Activity,[]
2009-11-21 10:01:00,M021,0,no_sensor_readings,1,98,1079,Kitchen_Activity,[]
2009-11-21 10:01:00,M028,0,no_sensor_readings,1,209,964,Kitchen_Activity,[]
2009-11-21 10:01:00,M013,0,no_sensor_readings,1,422,689,Kitchen_Activity,[]
2009-11-21 10:01:00,M017,0,no_sensor_readings,1,528,447,Kitchen_Activity,[]
2009-11-21 10:01:00,M018,0,no_sensor_readings,1,392,451,Kitchen_Activity,[]
2009-11-21 10:01:00,M025,0,no_sensor_readings,1,246,626,Kitchen_Activity,[]
2009-11-21 10:01:00,M008,0,no_sensor_readings,1,678,908,Kitchen_Activity,[]
2009-11-21 10:01:00,M006,0,no_sensor_readings,1,762,1135,Kitchen_Activity,[]
2009-11-21 10:01:00,M007,0,no_sensor_readings,1,467,1075,Kitchen_Activity,[]
2009-11-21 10:01:00,M026,0,no_sensor_readings,1,568,1045,Kitchen_Activity,[]
2009-11-21 10:01:00,M005,0,no_sensor_readings,1,1043,1210,Kitchen_Activity,[]
2009-11-21 10:01:00,M011,0,no_sensor_readings,1,597,340,Kitchen_Activity,[]
2009-11-21 10:01:00,M016,0,no_sensor_readings,1,478,265,Kitchen_Activity,[]
2009-11-21 10:01:00,D001,0,no_sensor_readings,1,1160,15,Kitchen_Activity,[]
2009-11-21 10:01:00,D002,0,no_sensor_readings,1,1093,163,Kitchen_Activity,[]
2009-11-21 10:02:00,M014,0,no_sensor_readings,2,453,77,no_sensor_readings,[]
2009-11-21 10:02:00,M015,0,no_sensor_readings,2,455,184,no_sensor_readings,[]
2009-11-21 10:02:00,M022,0,no_sensor_readings,2,630,104,no_sensor_readings,[]
2009-11-21 10:02:00,M023,0,no_sensor_readings,2,543,146,no_sensor_readings,[]
2009-11-21 10:02:00,M003,0,no_sensor_readings,2,918,148,no_sensor_readings,[]
2009-11-21 10:02:00,M012,0,no_sensor_readings,2,716,150,no_sensor_readings,[]
2009-11-21 10:02:00,M027,0,no_sensor_readings,2,974,495,no_sensor_readings,[]
2009-11-21 10:02:00,M004,0,no_sensor_readings,2,818,906,no_sensor_readings,[]
2009-11-21 10:02:00,M001,0,no_sensor_readings,2,1154,69,no_sensor_readings,[]
2009-11-21 10:02:00,M002,0,no_sensor_readings,2,1156,250,no_sensor_readings,[]
2009-11-21 10:02:00,D003,0,no_sensor_readings,2,449,27,no_sensor_readings,[]
2009-11-21 10:02:00,M009,0,no_sensor_readings,2,599,655,no_sensor_readings,[]
2009-11-21 10:02:00,M010,0,no_sensor_readings,2,716,344,no_sensor_readings,[]
2009-11-21 10:02:00,M019,0,no_sensor_readings,2,532,787,no_sensor_readings,[]
2009-11-21 10:02:00,M020,0,no_sensor_readings,2,161,889,no_sensor_readings,[]
2009-11-21 10:02:00,M021,0,no_sensor_readings,2,98,1079,no_sensor_readings,[]
2009-11-21 10:02:00,M028,0,no_sensor_readings,2,209,964,no_sensor_readings,[]
2009-11-21 10:02:00,M013,0,no_sensor_readings,2,422,689,no_sensor_readings,[]
2009-11-21 10:02:00,M017,0,no_sensor_readings,2,528,447,no_sensor_readings,[]
2009-11-21 10:02:00,M018,0,no_sensor_readings,2,392,451,no_sensor_readings,[]
2009-11-21 10:02:00,M025,0,no_sensor_readings,2,246,626,no_sensor_readings,[]
2009-11-21 10:02:00,M008,0,no_sensor_readings,2,678,908,no_sensor_readings,[]
2009-11-21 10:02:00,M006,0,no_sensor_readings,2,762,1135,no_sensor_readings,[]
2009-11-21 10:02:00,M007,0,no_sensor_readings,2,467,1075,no_sensor_readings,[]
2009-11-21 10:02:00,M026,0,no_sensor_readings,2,568,1045,no_sensor_readings,[]
2009-11-21 10:02:00,M005,0,no_sensor_readings,2,1043,1210,no_sensor_readings,[]
2009-11-21 10:02:00,M011,0,no_sensor_readings,2,597,340,no_sensor_readings,[]
2009-11-21 10:02:00,M016,0,no_sensor_readings,2,478,265,no_sensor_readings,[]
2009-11-21 10:02:00,D001,0,no_sensor_readings,2,1160,15,no_sensor_readings,[]
2009-11-21 10:02:00,D002,0,no_sensor_readings,2,1093,163,no_sensor_readings,[]
2009-11-21 10:03:00,M014,4,Kitchen_Activity,3,453,77,Kitchen_Activity,[]
2009-11-21 10:03:00,M015,1,Kitchen_Activity,3,455,184,Kitchen_Activity,[]
2009-11-21 10:03:00,M022,2,Kitchen_Activity,3,630,104,Kitchen_Activity,[]
2009-11-21 10:03:00,M023,0,no_sensor_readings,3,543,146,Kitchen_Activity,[]
2009-11-21 10:03:00,M003,0,no_sensor_readings,3,918,148,Kitchen_Activity,[]
2009-11-21 10:03:00,M012,0,no_sensor_readings,3,716,150,Kitchen_Activity,[]
2009-11-21 10:03:00,M027,0,no_sensor_readings,3,974,495,Kitchen_Activity,[]
2009-11-21 10:03:00,M004,0,no_sensor_readings,3,818,906,Kitchen_Activity,[]
2009-11-21 10:03:00,M001,0,no_sensor_readings,3,1154,69,Kitchen_Activity,[]
2009-11-21 10:03:00,M002,0,no_sensor_readings,3,1156,250,Kitchen_Activity,[]
2009-11-21 10:03:00,D003,0,no_sensor_readings,3,449,27,Kitchen_Activity,[]
2009-11-21 10:03:00,M009,0,no_sensor_readings,3,599,655,Kitchen_Activity,[]
2009-11-21 10:03:00,M010,0,no_sensor_readings,3,716,344,Kitchen_Activity,[]
2009-11-21 10:03:00,M019,0,no_sensor_readings,3,532,787,Kitchen_Activity,[]
2009-11-21 10:03:00,M020,0,no_sensor_readings,3,161,889,Kitchen_Activity,[]
2009-11-21 10:03:00,M021,0,no_sensor_readings,3,98,1079,Kitchen_Activity,[]
2009-11-21 10:03:00,M028,0,no_sensor_readings,3,209,964,Kitchen_Activity,[]
2009-11-21 10:03:00,M013,0,no_sensor_readings,3,422,689,Kitchen_Activity,[]
2009-11-21 10:03:00,M017,0,no_sensor_readings,3,528,447,Kitchen_Activity,[]
2009-11-21 10:03:00,M018,0,no_sensor_readings,3,392,451,Kitchen_Activity,[]
2009-11-21 10:03:00,M025,0,no_sensor_readings,3,246,626,Kitchen_Activity,[]
2009-11-21 10:03:00,M008,0,no_sensor_readings,3,678,908,Kitchen_Activity,[]
2009-11-21 10:03:00,M006,0,no_sensor_readings,3,762,1135,Kitchen_Activity,[]
2009-11-21 10:03:00,M007,0,no_sensor_readings,3,467,1075,Kitchen_Activity,[]
2009-11-21 10:03:00,M026,0,no_sensor_readings,3,568,1045,Kitchen_Activity,[]
2009-11-21 10:03:00,M005,0,no_sensor_readings,3,1043,1210,Kitchen_Activity,[]
2009-11-21 10:03:00,M011,0,no_sensor_readings,3,597,340,Kitchen_Activity,[]
2009-11-21 10:03:00,M016,0,no_sensor_readings,3,478,265,Kitchen_Activity,[]
2009-11-21 10:03:00,D001,0,no_sensor_readings,3,1160,15,Kitchen_Activity,[]
2009-11-21 10:03:00,D002,0,no_sensor_readings,3,1093,163,Kitchen_Activity,[]
2009-11-21 10:04:00,M014,3,Kitchen_Activity,4,453,77,Kitchen_Activity,[]
2009-11-21 10:04:00,M015,6,Kitchen_Activity,4,455,184,Kitchen_Activity,[]
2009-11-21 10:04:00,M022,2,Kitchen_Activity,4,630,104,Kitchen_Activity,[]
2009-11-21 10:04:00,M023,0,no_sensor_readings,4,543,146,Kitchen_Activity,[]
2009-11-21 10:04:00,M003,0,no_sensor_readings,4,918,148,Kitchen_Activity,[]
2009-11-21 10:04:00,M012,0,no_sensor_readings,4,716,150,Kitchen_Activity,[]
2009-11-21 10:04:00,M027,0,no_sensor_readings,4,974,495,Kitchen_Activity,[]
2009-11-21 10:04:00,M004,0,no_sensor_readings,4,818,906,Kitchen_Activity,[]
2009-11-21 10:04:00,M001,0,no_sensor_readings,4,1154,69,Kitchen_Activity,[]
2009-11-21 10:04:00,M002,0,no_sensor_readings,4,1156,250,Kitchen_Activity,[]
2009-11-21 10:04:00,D003,0,no_sensor_readings,4,449,27,Kitchen_Activity,[]
2009-11-21 10:04:00,M009,0,no_sensor_readings,4,599,655,Kitchen_Activity,[]
2009-11-21 10:04:00,M010,0,no_sensor_readings,4,716,344,Kitchen_Activity,[]
2009-11-21 10:04:00,M019,0,no_sensor_readings,4,532,787,Kitchen_Activity,[]
2009-11-21 10:04:00,M020,0,no_sensor_readings,4,161,889,Kitchen_Activity,[]
2009-11-21 10:04:00,M021,0,no_sensor_readings,4,98,1079,Kitchen_Activity,[]
2009-11-21 10:04:00,M028,0,no_sensor_readings,4,209,964,Kitchen_Activity,[]
2009-11-21 10:04:00,M013,0,no_sensor_readings,4,422,689,Kitchen_Activity,[]
2009-11-21 10:04:00,M017,0,no_sensor_readings,4,528,447,Kitchen_Activity,[]
2009-11-21 10:04:00,M018,0,no_sensor_readings,4,392,451,Kitchen_Activity,[]
2009-11-21 10:04:00,M025,0,no_sensor_readings,4,246,626,Kitchen_Activity,[]
2009-11-21 10:04:00,M008,0,no_sensor_readings,4,678,908,Kitchen_Activity,[]
2009-11-21 10:04:00,M006,0,no_sensor_readings,4,762,1135,Kitchen_Activity,[]
2009-11-21 10:04:00,M007,0,no_sensor_readings,4,467,1075,Kitchen_Activity,[]
2009-11-21 10:04:00,M026,0,no_sensor_readings,4,568,1045,Kitchen_Activity,[]
2009-11-21 10:04:00,M005,0,no_sensor_readings,4,1043,1210,Kitchen_Activity,[]
2009-11-21 10:04:00,M011,0,no_sensor_readings,4,597,340,Kitchen_Activity,[]
2009-11-21 10:04:00,M016,0,no_sensor_readings,4,478,265,Kitchen_Activity,[]
2009-11-21 10:04:00,D001,0,no_sensor_readings,4,1160,15,Kitchen_Activity,[]
2009-11-21 10:04:00,D002,0,no_sensor_readings,4,1093,163,Kitchen_Activity,[]
2009-11-21 10:05:00,M014,5,Kitchen_Activity,5,453,77,Kitchen_Activity,[]
2009-11-21 10:05:00,M015,4,Kitchen_Activity,5,455,184,Kitchen_Activity,[]
2009-11-21 10:05:00,M022,7,Kitchen_Activity,5,630,104,Kitchen_Activity,[]
2009-11-21 10:05:00,M023,3,Kitchen_Activity,5,543,146,Kitchen_Activity,[]
2009-11-21 10:05:00,M003,0,no_sensor_readings,5,918,148,Kitchen_Activity,[]
2009-11-21 10:05:00,M012,0,no_sensor_readings,5,716,150,Kitchen_Activity,[]
2009-11-21 10:05:00,M027,0,no_sensor_readings,5,974,495,Kitchen_Activity,[]
2009-11-21 10:05:00,M004,0,no_sensor_readings,5,818,906,Kitchen_Activity,[]
2009-11-21 10:05:00,M001,0,no_sensor_readings,5,1154,69,Kitchen_Activity,[]
2009-11-21 10:05:00,M002,0,no_sensor_readings,5,1156,250,Kitchen_Activity,[]
2009-11-21 10:05:00,D003,0,no_sensor_readings,5,449,27,Kitchen_Activity,[]
2009-11-21 10:05:00,M009,0,no_sensor_readings,5,599,655,Kitchen_Activity,[]
2009-11-21 10:05:00,M010,0,no_sensor_readings,5,716,344,Kitchen_Activity,[]
2009-11-21 10:05:00,M019,0,no_sensor_readings,5,532,787,Kitchen_Activity,[]
2009-11-21 10:05:00,M020,0,no_sensor_readings,5,161,889,Kitchen_Activity,[]
2009-11-21 10:05:00,M021,0,no_sensor_readings,5,98,1079,Kitchen_Activity,[]
2009-11-21 10:05:00,M028,0,no_sensor_readings,5,209,964,Kitchen_Activity,[]
2009-11-21 10:05:00,M013,0,no_sensor_readings,5,422,689,Kitchen_Activity,[]
2009-11-21 10:05:00,M017,0,no_sensor_readings,5,528,447,Kitchen_Activity,[]
2009-11-21 10:05:00,M018,0,no_sensor_readings,5,392,451,Kitchen_Activity,[]
2009-11-21 10:05:00,M025,0,no_sensor_readings,5,246,626,Kitchen_Activity,[]
2009-11-21 10:05:00,M008,0,no_sensor_readings,5,678,908,Kitchen_Activity,[]
2009-11-21 10:05:00,M006,0,no_sensor_readings,5,762,1135,Kitchen_Activity,[]
2009-11-21 10:05:00,M007,0,no_sensor_readings,5,467,1075,Kitchen_Activity,[]
2009-11-21 10:05:00,M026,0,no_sensor_readings,5,568,1045,Kitchen_Activity,[]
2009-11-21 10:05:00,M005,0,no_sensor_readings,5,1043,1210,Kitchen_Activity,[]
2009-11-21 10:05:00,M011,0,no_sensor_readings,5,597,340,Kitchen_Activity,[]
