time,original_idx,date,sensor,state,activity,marker,datetime,activity_full,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,179151,2009-12-16 12:50:11.000038,M025,ON,,,2009-12-16 12:50:11.000038,,[],0,,no_activity,str,False,No_Activity,"[441, 1205]",2009-12-16,12,afternoon,wed,M025_ON,0 days 00:00:05.999955,6,0,441,1205,1,no_activity,[],12,3
2,179153,2009-12-16 12:50:17.000080,M025,ON,,,2009-12-16 12:50:17.000080,,[],0,,no_activity,str,False,No_Activity,"[441, 1205]",2009-12-16,12,afternoon,wed,M025_ON,0 days 00:00:05.000029,6,0,441,1205,1,no_activity,[],12,3
3,179155,2009-12-16 12:50:23.000065,M028,ON,,,2009-12-16 12:50:23.000065,,[],0,,no_activity,str,False,No_Activity,"[457, 1937]",2009-12-16,12,afternoon,wed,M028_ON,0 days 00:00:01.000054,6,0,457,1937,1,no_activity,[],12,3
4,179156,2009-12-16 12:50:24.000014,M020,ON,,,2009-12-16 12:50:24.000014,,[],0,,no_activity,str,False,No_Activity,"[263, 1815]",2009-12-16,12,afternoon,wed,M020_ON,0 days 00:00:00.999949,6,0,263,1815,1,no_activity,[],12,3
5,179159,2009-12-16 12:50:31.000077,M028,ON,,,2009-12-16 12:50:31.000077,,[],0,,no_activity,str,False,No_Activity,"[457, 1937]",2009-12-16,12,afternoon,wed,M028_ON,0 days 00:00:00.999980,6,0,457,1937,1,no_activity,[],12,3
6,179161,2009-12-16 12:50:34.000072,M028,ON,,,2009-12-16 12:50:34.000072,,[],0,,no_activity,str,False,No_Activity,"[457, 1937]",2009-12-16,12,afternoon,wed,M028_ON,0 days 00:00:01.000013,6,0,457,1937,1,no_activity,[],12,3
7,179162,2009-12-16 12:50:35.000084,M021,ON,Sleep,begin,2009-12-16 12:50:35.000084,Sleep begin,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[119, 2153]",2009-12-16,12,afternoon,wed,M021_ON,0 days 00:00:01.000012,6,0,119,2153,1,Sleep,['Sleep'],12,3
8,179165,2009-12-16 12:50:38.000089,M021,ON,,,2009-12-16 12:50:38.000089,,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[119, 2153]",2009-12-16,12,afternoon,wed,M021_ON,0 days 00:00:00.000043,6,0,119,2153,1,Sleep,['Sleep'],12,3
9,179167,2009-12-16 12:51:01.000092,M021,ON,,,2009-12-16 12:51:01.000092,,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[119, 2153]",2009-12-16,12,afternoon,wed,M021_ON,0 days 00:00:12.000062,6,0,119,2153,1,Sleep,['Sleep'],12,3
10,179169,2009-12-16 12:57:03.000074,M021,ON,,,2009-12-16 12:57:03.000074,,['Sleep'],1,Sleep,Sleep,str,False,Sleep,"[119, 2153]",2009-12-16,12,afternoon,wed,M021_ON,0 days 00:05:59.000065,6,0,119,2153,1,Sleep,['Sleep'],12,3
