time,original_idx,date,sensor,state,activity,marker,datetime,activity_full,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,5385,2009-11-19 17:51:48.000086,M023,ON,,,2009-11-19 17:51:48.000086,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[1096, 269]",2009-11-19,17,evening,thu,M023_ON,0 days 00:00:01.000054,5,0,1096,269,1,Kitchen_Activity,['Kitchen_Activity'],5,1
2,5386,2009-11-19 17:51:51.000043,M014,ON,,,2009-11-19 17:51:51.000043,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[870, 131]",2009-11-19,17,evening,thu,M014_ON,0 days 00:00:02.999957,5,0,870,131,1,Kitchen_Activity,['Kitchen_Activity'],5,1
3,5389,2009-11-19 17:52:06.000023,M023,ON,,,2009-11-19 17:52:06.000023,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[1096, 269]",2009-11-19,17,evening,thu,M023_ON,0 days 00:00:09.999967,5,0,1096,269,1,Kitchen_Activity,['Kitchen_Activity'],5,1
4,5390,2009-11-19 17:52:09.000075,M014,ON,,,2009-11-19 17:52:09.000075,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[870, 131]",2009-11-19,17,evening,thu,M014_ON,0 days 00:00:03.000052,5,0,870,131,1,Kitchen_Activity,['Kitchen_Activity'],5,1
5,5393,2009-11-19 17:52:29.000082,M023,ON,,,2009-11-19 17:52:29.000082,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[1096, 269]",2009-11-19,17,evening,thu,M023_ON,0 days 00:00:13.999999,5,0,1096,269,1,Kitchen_Activity,['Kitchen_Activity'],5,1
6,5394,2009-11-19 17:52:30.000061,M014,ON,,,2009-11-19 17:52:30.000061,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[870, 131]",2009-11-19,17,evening,thu,M014_ON,0 days 00:00:00.999979,5,0,870,131,1,Kitchen_Activity,['Kitchen_Activity'],5,1
7,5397,2009-11-19 17:52:49.000015,M023,ON,,,2009-11-19 17:52:49.000015,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[1096, 269]",2009-11-19,17,evening,thu,M023_ON,0 days 00:00:07.999973,5,0,1096,269,1,Kitchen_Activity,['Kitchen_Activity'],5,1
8,5399,2009-11-19 17:52:52.000023,M023,ON,,,2009-11-19 17:52:52.000023,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[1096, 269]",2009-11-19,17,evening,thu,M023_ON,0 days 00:00:00.999984,5,0,1096,269,1,Kitchen_Activity,['Kitchen_Activity'],5,1
9,5401,2009-11-19 17:52:59.000043,M023,ON,,,2009-11-19 17:52:59.000043,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[1096, 269]",2009-11-19,17,evening,thu,M023_ON,0 days 00:00:05.000032,5,0,1096,269,1,Kitchen_Activity,['Kitchen_Activity'],5,1
10,5403,2009-11-19 17:53:51.000090,M023,ON,,,2009-11-19 17:53:51.000090,,['Kitchen_Activity'],1,Kitchen_Activity,Kitchen_Activity,str,False,Cook,"[1096, 269]",2009-11-19,17,evening,thu,M023_ON,0 days 00:00:46.000090,5,0,1096,269,1,Kitchen_Activity,['Kitchen_Activity'],5,1
