time,original_idx,date,sensor,state,activity,marker,datetime,activity_full,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,179071,2009-12-16 12:29:10.000045,M002,ON,,,2009-12-16 12:29:10.000045,,[],0,,no_activity,str,False,No_Activity,"[2322, 451]",2009-12-16,12,afternoon,wed,M002_ON,0 days 00:00:03.000019,6,0,2322,451,1,no_activity,[],7,3
2,179073,2009-12-16 12:29:13.000051,M002,ON,,,2009-12-16 12:29:13.000051,,[],0,,no_activity,str,False,No_Activity,"[2322, 451]",2009-12-16,12,afternoon,wed,M002_ON,0 days 00:00:00.999984,6,0,2322,451,1,no_activity,[],7,3
3,179075,2009-12-16 12:29:19.000002,M002,ON,,,2009-12-16 12:29:19.000002,,[],0,,no_activity,str,False,No_Activity,"[2322, 451]",2009-12-16,12,afternoon,wed,M002_ON,0 days 00:00:02.999992,6,0,2322,451,1,no_activity,[],7,3
4,179077,2009-12-16 12:29:24.000084,M002,ON,,,2009-12-16 12:29:24.000084,,[],0,,no_activity,str,False,No_Activity,"[2322, 451]",2009-12-16,12,afternoon,wed,M002_ON,0 days 00:00:03.000024,6,0,2322,451,1,no_activity,[],7,3
5,179079,2009-12-16 12:29:47.000005,M002,ON,,,2009-12-16 12:29:47.000005,,[],0,,no_activity,str,False,No_Activity,"[2322, 451]",2009-12-16,12,afternoon,wed,M002_ON,0 days 00:00:02.999958,6,0,2322,451,1,no_activity,[],7,3
6,179081,2009-12-16 12:29:50.000082,M002,ON,,,2009-12-16 12:29:50.000082,,[],0,,no_activity,str,False,No_Activity,"[2322, 451]",2009-12-16,12,afternoon,wed,M002_ON,0 days 00:00:00.999985,6,0,2322,451,1,no_activity,[],7,3
7,179083,2009-12-16 12:29:59.000067,M002,ON,,,2009-12-16 12:29:59.000067,,[],0,,no_activity,str,False,No_Activity,"[2322, 451]",2009-12-16,12,afternoon,wed,M002_ON,0 days 00:00:04.000057,6,0,2322,451,1,no_activity,[],7,3
8,179085,2009-12-16 12:30:10.000014,M002,ON,,,2009-12-16 12:30:10.000014,,[],0,,no_activity,str,False,No_Activity,"[2322, 451]",2009-12-16,12,afternoon,wed,M002_ON,0 days 00:00:05.999922,6,0,2322,451,1,no_activity,[],7,3
9,179087,2009-12-16 12:30:23.000090,M002,ON,,,2009-12-16 12:30:23.000090,,[],0,,no_activity,str,False,No_Activity,"[2322, 451]",2009-12-16,12,afternoon,wed,M002_ON,0 days 00:00:11.000061,6,0,2322,451,1,no_activity,[],7,3
10,179089,2009-12-16 12:30:38.000048,M002,ON,,,2009-12-16 12:30:38.000048,,[],0,,no_activity,str,False,No_Activity,"[2322, 451]",2009-12-16,12,afternoon,wed,M002_ON,0 days 00:00:00.000045,6,0,2322,451,1,no_activity,[],7,3
