time,original_idx,date,sensor,state,activity,marker,datetime,activity_full,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,99757,2009-12-04 13:30:44.000077,M027,OFF,,,2009-12-04 13:30:44.000077,,[],0,,no_activity,str,False,No_Activity,"[2022, 1125]",2009-12-04,13,afternoon,fri,M027_OFF,0 days 00:00:01.999982,7,0,2022,1125,1,no_activity,[],10,3
2,99758,2009-12-04 13:30:45.000090,M007,ON,,,2009-12-04 13:30:45.000090,,[],0,,no_activity,str,False,No_Activity,"[1026, 2253]",2009-12-04,13,afternoon,fri,M007_ON,0 days 00:00:01.000013,7,0,1026,2253,1,no_activity,[],10,3
3,99759,2009-12-04 13:30:46.000035,M006,OFF,,,2009-12-04 13:30:46.000035,,[],0,,no_activity,str,False,No_Activity,"[1651, 2439]",2009-12-04,13,afternoon,fri,M006_OFF,0 days 00:00:00.999945,7,0,1651,2439,1,no_activity,[],10,3
4,99760,2009-12-04 13:30:48.000092,M026,OFF,,,2009-12-04 13:30:48.000092,,[],0,,no_activity,str,False,No_Activity,"[1332, 2242]",2009-12-04,13,afternoon,fri,M026_OFF,0 days 00:00:02.000057,7,0,1332,2242,1,no_activity,[],10,3
5,99761,2009-12-04 13:30:57.000007,M026,ON,,,2009-12-04 13:30:57.000007,,[],0,,no_activity,str,False,No_Activity,"[1332, 2242]",2009-12-04,13,afternoon,fri,M026_ON,0 days 00:00:08.999915,7,0,1332,2242,1,no_activity,[],10,3
6,99762,2009-12-04 13:30:58.000094,M008,ON,,,2009-12-04 13:30:58.000094,,[],0,,no_activity,str,False,No_Activity,"[1475, 1943]",2009-12-04,13,afternoon,fri,M008_ON,0 days 00:00:01.000087,7,0,1475,1943,1,no_activity,[],10,3
7,99763,2009-12-04 13:30:59.000041,M026,OFF,,,2009-12-04 13:30:59.000041,,[],0,,no_activity,str,False,No_Activity,"[1332, 2242]",2009-12-04,13,afternoon,fri,M026_OFF,0 days 00:00:00.999947,7,0,1332,2242,1,no_activity,[],10,3
8,99764,2009-12-04 13:31:00.000056,M019,ON,,,2009-12-04 13:31:00.000056,,[],0,,no_activity,str,False,No_Activity,"[1233, 1682]",2009-12-04,13,afternoon,fri,M019_ON,0 days 00:00:01.000015,7,0,1233,1682,1,no_activity,[],10,3
9,99765,2009-12-04 13:31:01.000003,M008,OFF,,,2009-12-04 13:31:01.000003,,[],0,,no_activity,str,False,No_Activity,"[1475, 1943]",2009-12-04,13,afternoon,fri,M008_OFF,0 days 00:00:00.999947,7,0,1475,1943,1,no_activity,[],10,3
10,99766,2009-12-04 13:31:02.000017,M007,OFF,,,2009-12-04 13:31:02.000017,,[],0,,no_activity,str,False,No_Activity,"[1026, 2253]",2009-12-04,13,afternoon,fri,M007_OFF,0 days 00:00:01.000014,7,0,1026,2253,1,no_activity,[],10,3
11,99767,2009-12-04 13:31:04.000000,M019,OFF,,,2009-12-04 13:31:04.000000,,[],0,,no_activity,str,False,No_Activity,"[1233, 1682]",2009-12-04,13,afternoon,fri,M019_OFF,0 days 00:00:01.999983,7,0,1233,1682,1,no_activity,[],10,3
12,99768,2009-12-04 13:31:07.000052,M025,ON,Master_Bathroom,begin,2009-12-04 13:31:07.000052,Master_Bathroom begin,['Master_Bathroom'],1,Master_Bathroom,Master_Bathroom,str,False,Bathing,"[567, 1308]",2009-12-04,13,afternoon,fri,M025_ON,0 days 00:00:03.000052,7,0,567,1308,1,Master_Bathroom,['Master_Bathroom'],10,3
13,99769,2009-12-04 13:31:12.000073,M025,OFF,,,2009-12-04 13:31:12.000073,,['Master_Bathroom'],1,Master_Bathroom,Master_Bathroom,str,False,Bathing,"[567, 1308]",2009-12-04,13,afternoon,fri,M025_OFF,0 days 00:00:05.000021,7,0,567,1308,1,Master_Bathroom,['Master_Bathroom'],10,3
14,99770,2009-12-04 13:31:20.000077,M025,ON,,,2009-12-04 13:31:20.000077,,['Master_Bathroom'],1,Master_Bathroom,Master_Bathroom,str,False,Bathing,"[567, 1308]",2009-12-04,13,afternoon,fri,M025_ON,0 days 00:00:08.000004,7,0,567,1308,1,Master_Bathroom,['Master_Bathroom'],10,3
15,99771,2009-12-04 13:31:28.000021,M025,OFF,,,2009-12-04 13:31:28.000021,,['Master_Bathroom'],1,Master_Bathroom,Master_Bathroom,str,False,Bathing,"[567, 1308]",2009-12-04,13,afternoon,fri,M025_OFF,0 days 00:00:07.999944,7,0,567,1308,1,Master_Bathroom,['Master_Bathroom'],10,3
16,99772,2009-12-04 13:31:36.000024,M025,ON,Master_Bathroom,end,2009-12-04 13:31:36.000024,Master_Bathroom end,['Master_Bathroom'],1,Master_Bathroom,Master_Bathroom,str,False,Bathing,"[567, 1308]",2009-12-04,13,afternoon,fri,M025_ON,0 days 00:00:08.000003,7,0,567,1308,1,Master_Bathroom,['Master_Bathroom'],10,3
