timestamp_round,sensor,value,label,time,x,y,label_first,label_list
2024-02-29 10:00:00,0015BC001A0113BD,9,no_activity,1,165,247,no_activity,[]
2024-02-29 10:00:00,0015BC001A020650,22,no_activity,1,75,213,no_activity,[]
2024-02-29 10:00:00,0015BC001A021080,3,no_activity,1,222,241,no_activity,[]
2024-02-29 10:00:00,0015BC001E011FA2,1,no_activity,1,232,275,no_activity,[]
2024-02-29 10:00:00,0015BC001E01211C,1,no_activity,1,244,239,no_activity,[]
2024-02-29 10:00:00,0015BC001A0115D3,0,no_sensor_readings,1,231,77,no_activity,[]
2024-02-29 10:00:00,0015BC001A0206C0,0,no_sensor_readings,1,419,132,no_activity,[]
2024-02-29 10:00:00,0015BC001A02111B,0,no_sensor_readings,1,112,11,no_activity,[]
2024-02-29 10:00:00,0015BC001E00CA5F,0,no_sensor_readings,1,184,191,no_activity,[]
2024-02-29 10:00:00,0015BC001E011DEE,0,no_sensor_readings,1,224,16,no_activity,[]
2024-02-29 10:00:00,0015BC001E011FEC,0,no_sensor_readings,1,259,204,no_activity,[]
2024-02-29 10:00:00,0015BC001A020676,0,no_sensor_readings,1,308,232,no_activity,[]
2024-02-29 10:00:00,0015BC001A020894,0,no_sensor_readings,1,430,192,no_activity,[]
2024-02-29 10:00:00,0015BC001E00CB87,0,no_sensor_readings,1,200,192,no_activity,[]
2024-02-29 10:00:00,0015BC001A020BBD,0,no_sensor_readings,1,557,0,no_activity,[]
2024-02-29 10:00:00,0015BC001A02107A,0,no_sensor_readings,1,441,53,no_activity,[]
2024-02-29 10:05:00,0015BC001A0113BD,14,Meal_Preparation,2,165,247,Meal_Preparation,"['no_activity', 'Enter_Home']"
2024-02-29 10:05:00,0015BC001A020650,28,no_activity,2,75,213,Meal_Preparation,"['no_activity', 'Enter_Home']"
2024-02-29 10:05:00,0015BC001A021080,13,Meal_Preparation,2,222,241,Meal_Preparation,"['no_activity', 'Enter_Home']"
2024-02-29 10:05:00,0015BC001E011FA2,2,Meal_Preparation,2,232,275,Meal_Preparation,"['no_activity', 'Enter_Home']"
2024-02-29 10:05:00,0015BC001E01211C,2,Meal_Preparation,2,244,239,Meal_Preparation,"['no_activity', 'Enter_Home']"
2024-02-29 10:05:00,0015BC001A0115D3,8,Enter_Home,2,231,77,Meal_Preparation,"['no_activity', 'Enter_Home']"
2024-02-29 10:05:00,0015BC001A0206C0,4,no_activity,2,419,132,Meal_Preparation,"['no_activity', 'Enter_Home']"
2024-02-29 10:05:00,0015BC001A02111B,1,no_activity,2,112,11,Meal_Preparation,"['no_activity', 'Enter_Home']"
2024-02-29 10:05:00,0015BC001E00CA5F,2,Meal_Preparation,2,184,191,Meal_Preparation,"['no_activity', 'Enter_Home']"
2024-02-29 10:05:00,0015BC001E011DEE,4,Enter_Home,2,224,16,Meal_Preparation,"['no_activity', 'Enter_Home']"
2024-02-29 10:05:00,0015BC001E011FEC,3,Meal_Preparation,2,259,204,Meal_Preparation,"['no_activity', 'Enter_Home']"
2024-02-29 10:05:00,0015BC001A020676,0,no_sensor_readings,2,308,232,Meal_Preparation,"['no_activity', 'Enter_Home']"
2024-02-29 10:05:00,0015BC001A020894,0,no_sensor_readings,2,430,192,Meal_Preparation,"['no_activity', 'Enter_Home']"
2024-02-29 10:05:00,0015BC001E00CB87,0,no_sensor_readings,2,200,192,Meal_Preparation,"['no_activity', 'Enter_Home']"
2024-02-29 10:05:00,0015BC001A020BBD,0,no_sensor_readings,2,557,0,Meal_Preparation,"['no_activity', 'Enter_Home']"
2024-02-29 10:05:00,0015BC001A02107A,0,no_sensor_readings,2,441,53,Meal_Preparation,"['no_activity', 'Enter_Home']"
2024-02-29 10:10:00,0015BC001A0113BD,12,Meal_Preparation,3,165,247,Meal_Preparation,['Eating']
2024-02-29 10:10:00,0015BC001A020650,7,Eating,3,75,213,Meal_Preparation,['Eating']
2024-02-29 10:10:00,0015BC001A021080,6,Meal_Preparation,3,222,241,Meal_Preparation,['Eating']
